qac_root_join_key	qac_root_ar	qac_root_norm	qac_root_canonical	occurrences	surah_count	surahs	example_refs	example_surfaces	example_lemmas	status	audit_class	chosen_method	chosen_root_ids	source_exact_root_ids	normalized_exact_root_ids	canonical_root_ids	legacy_root_norm_extra_root_ids	legacy_root_norm_extra_branch_count	chosen_branch_count	notes
جسم	ج س م	ج س م	جسم	2	2	2;63	2:247:35;63:4:4	جِسْمِ;أَجْسَامُ	جِسْم	ok_source_exact	ok	source_exact	root_000247	root_000247	root_000247	root_000247		0	5	
جلب	ج ل ب	ج ل ب	جلب	2	2	17;33	17:64:6;33:59:11	أَجْلِبْ;جَلَٰبِيبِ	أَجْلِبْ;جَلَٰبِيب	ok_source_exact	ok	source_exact	root_000252	root_000252	root_000252	root_000252		0	12	
جلل	ج ل ل	ج ل ل	جلل	2	1	55	55:27:5;55:78:5	جَلَٰلِ	جَلَٰل	ok_source_exact	ok	source_exact	root_000255	root_000255	root_000255	root_000255		0	11	
جنف	ج ن ف	ج ن ف	جنف	2	2	2;5	2:182:5;5:3:56	جَنَفًا;مُتَجَانِفٍ	جَنَف;مُتَجَانِف	ok_source_exact	ok	source_exact	root_000265	root_000265	root_000265	root_000265		0	3	
جني	ج ن ي	ج ن ي	جني	2	2	19;55	19:25:8;55:54:7	جَنِيًّا;جَنَى	جَنِيّ;جَنَى	ok_source_exact	ok	source_exact	root_000267	root_000267	root_000267	root_000267		0	4	
حبس	ح ب س	ح ب س	حبس	2	2	5;11	5:106:28;11:8:10	تَحْبِسُ;يَحْبِسُ	يَحْبِسُ	ok_source_exact	ok	source_exact	root_000288	root_000288	root_000288	root_000288		0	9	
حجز	ح ج ز	ح ج ز	حجز	2	2	27;69	27:61:14;69:47:6	حَاجِزًا;حَٰجِزِينَ	حَاجِز;حَٰجِزِين	ok_source_exact	ok	source_exact	root_000297	root_000297	root_000297	root_000297		0	8	
حطب	ح ط ب	ح ط ب	حطب	2	2	72;111	72:15:5;111:4:3	حَطَبًا;حَطَبِ	حَطَب	ok_source_exact	ok	source_exact	root_000335	root_000335	root_000335	root_000335		0	4	
حطط	ح ط ط	ح ط ط	حطط	2	2	2;7	2:58:15;7:161:12	حِطَّةٌ	حِطَّة	ok_source_exact	ok	source_exact	root_000336	root_000336	root_000336	root_000336		0	9	
حظر	ح ظ ر	ح ظ ر	حظر	2	2	17;54	17:20:12;54:31:8	مَحْظُورًا;مُحْتَظِرِ	مَحْظُور;مُحْتَظِر	ok_source_exact	ok	source_exact	root_000338	root_000338	root_000338	root_000338		0	5	
حفر	ح ف ر	ح ف ر	حفر	2	2	3;79	3:103:23;79:10:5	حُفْرَةٍ;حَافِرَةِ	حُفْرَة;حَافِرَة	ok_source_exact	ok	source_exact	root_000341	root_000341	root_000341	root_000341		0	13	
حفف	ح ف ف	ح ف ف	حفف	2	2	18;39	18:32:10;39:75:3	حَفَفْ;حَآفِّينَ	حَفَفْ;حَآفِّين	ok_source_exact	ok	source_exact	root_000343	root_000343	root_000343	root_000343		0	7	
حقب	ح ق ب	ح ق ب	حقب	2	2	18;78	18:60:13;78:23:3	حُقُبًا;أَحْقَابًا	حُقُب;أَحْقَاب	ok_source_exact	ok	source_exact	root_000345	root_000345	root_000345	root_000345		0	5	
حنث	ح ن ث	ح ن ث	حنث	2	2	38;56	38:44:7;56:46:4	تَحْنَثْ;حِنثِ	تَحْنَثْ;حِنث	ok_source_exact	ok	source_exact	root_000359	root_000359	root_000359	root_000359		0	4	
حنجر	ح ن ج ر	ح ن ج ر	حنجر	2	2	33;40	33:10:13;40:18:7	حَنَاجِرَ;حَنَاجِرِ	حَنَاجِر	ok_source_exact	ok	source_exact	root_000360	root_000360	root_000360	root_000360		0	1	
حوذ	ح و ذ	ح و ذ	حوذ	2	2	4;58	4:141:20;58:19:1	نَسْتَحْوِذْ;ٱسْتَحْوَذَ	ٱسْتَحْوَذَ	ok_source_exact	ok	source_exact	root_000368	root_000368	root_000368	root_000368		0	6	
حوش	ح و ش	ح و ش	حوش	2	1	12	12:31:23;12:51:10	حَٰشَ	حَٰش	ok_source_exact	ok	source_exact	root_000371	root_000371	root_000371	root_000371		0	7	
حوي	ح و ي	ح و ي	حوي	2	2	6;87	6:146:19;87:5:3	حَوَايَآ;أَحْوَىٰ	حَوَايَآ;أَحْوَىٰ	ok_source_exact	ok	source_exact	root_000374	root_000374	root_000374	root_000374		0	8	
خبل	خ ب ل	خ ب ل	خبل	2	2	3;9	3:118:11;9:47:7	خَبَالًا	خَبَال	ok_source_exact	ok	source_exact	root_000390	root_000390	root_000390	root_000390		0	5	
خدد	خ د د	خ د د	خدد	2	2	31;85	31:18:3;85:4:3	خَدَّ;أُخْدُودِ	خَدّ;أُخْدُود	ok_source_exact	ok	source_exact	root_000395	root_000395	root_000395	root_000395		0	7	
خدن	خ د ن	خ د ن	خدن	2	2	4;5	4:25:34;5:5:32	أَخْدَانٍ	أَخْدَان	ok_source_exact	ok	source_exact	root_000397	root_000397	root_000397	root_000397		0	2	
خرب	خ ر ب	خ ر ب	خرب	2	2	2;59	2:114:13;59:2:33	خَرَابِ;يُخْرِبُ	خَرَاب;يُخْرِبُ	ok_source_exact	ok	source_exact	root_000399	root_000399	root_000399	root_000399		0	8	
خردل	خ ر د ل	خ ر د ل	خردل	2	2	21;31	21:47:15;31:16:8	خَرْدَلٍ	خَرْدَل	ok_source_exact	ok	source_exact	root_000401	root_000401	root_000401	root_000401		0	2	
خصف	خ ص ف	خ ص ف	خصف	2	2	7;20	7:22:10;20:121:7	يَخْصِفَ	يَخْصِفَ	ok_source_exact	ok	source_exact	root_000415	root_000415	root_000415	root_000415		0	5	
خضع	خ ض ع	خ ض ع	خضع	2	2	26;33	26:4:11;33:32:10	خَٰضِعِينَ;تَخْضَعْ	خَٰضِعِين;تَخْضَعْ	ok_source_exact	ok	source_exact	root_000419	root_000419	root_000419	root_000419		0	6	
خمد	خ م د	خ م د	خمد	2	2	21;36	21:15:8;36:29:8	خَٰمِدِينَ;خَٰمِدُونَ	خَٰمِدِين	ok_source_exact	ok	source_exact	root_000437	root_000437	root_000437	root_000437		0	4	
خمص	خ م ص	خ م ص	خمص	2	2	5;9	5:3:54;9:120:27	مَخْمَصَةٍ;مَخْمَصَةٌ	مَخْمَصَة	ok_source_exact	ok	source_exact	root_000440	root_000440	root_000440	root_000440		0	8	
خنس	خ ن س	خ ن س	خنس	2	2	81;114	81:15:3;114:4:4	خُنَّسِ;خَنَّاسِ	خُنَّس;خَنَّاس	ok_source_exact	ok	source_exact	root_000443	root_000443	root_000443	root_000443		0	5	
خور	خ و ر	خ و ر	خور	2	2	7;20	7:148:11;20:88:6	خُوَارٌ	خُوَار	ok_source_exact	ok	source_exact	root_000445	root_000445	root_000445	root_000445		0	5	
دخن	د خ ن	د خ ن	دخن	2	2	41;44	41:11:6;44:10:5	دُخَانٌ;دُخَانٍ	دُخَان	ok_source_exact	ok	source_exact	root_000465	root_000465	root_000465	root_000465		0	8	
دمع	د م ع	د م ع	دمع	2	2	5;9	5:83:11;9:92:18	دَّمْعِ	دَّمْع	ok_source_exact	ok	source_exact	root_000488	root_000488	root_000488	root_000488		0	7	
دهر	د ه ر	د ه ر	دهر	2	2	45;76	45:24:12;76:1:7	دَّهْرُ;دَّهْرِ	دَّهْر	ok_source_exact	ok	source_exact	root_000494	root_000494	root_000494	root_000494		0	7	
دول	د و ل	د و ل	دول	2	2	3;59	3:140:11;59:7:20	نُدَاوِلُ;دُولَةًۢ	نُدَاوِلُ;دُولَة	ok_source_exact	ok	source_exact	root_000500	root_000500	root_000500	root_000500		0	5	
ذبب	ذ ب ب	ذ ب ب	ذبب	2	1	22	22:73:15;22:73:21	ذُبَابًا;ذُّبَابُ	ذُبَاب	ok_source_exact	ok	source_exact	root_000507	root_000507	root_000507	root_000507		0	8	
رجج	ر ج ج	ر ج ج	رجج	2	1	56	56:4:2;56:4:4	رُجَّتِ;رَجًّا	رُجَّتِ;رَجّ	ok_source_exact	ok	source_exact	root_000541	root_000541	root_000541	root_000541		0	7	
رسخ	ر س خ	ر س خ	رسخ	2	2	3;4	3:7:32;4:162:2	رَّٰسِخُونَ	رَّٰسِخُون	ok_source_exact	ok	source_exact	root_000561	root_000561	root_000561	root_000561		0	3	
رسس	ر س س	ر س س	رسس	2	2	25;50	25:38:4;50:12:6	رَّسِّ	رَّسّ	ok_source_exact	ok	source_exact	root_000562	root_000562	root_000562	root_000562		0	7	
رطب	ر ط ب	ر ط ب	رطب	2	2	6;19	6:59:25;19:25:7	رَطْبٍ;رُطَبًا	رَطْب;رُطَب	ok_source_exact	ok	source_exact	root_000571	root_000571	root_000571	root_000571		0	4	
رعد	ر ع د	ر ع د	رعد	2	2	2;13	2:19:7;13:13:2	رَعْدٌ;رَّعْدُ	رَعْد	ok_source_exact	ok	source_exact	root_000573	root_000573	root_000573	root_000573		0	9	
رفت	ر ف ت	ر ف ت	رفت	2	1	17	17:49:5;17:98:10	رُفَٰتًا	رُفَٰت	ok_source_exact	ok	source_exact	root_000578	root_000578	root_000578	root_000578		0	4	
رفث	ر ف ث	ر ف ث	رفث	2	1	2	2:187:5;2:197:9	رَّفَثُ;رَفَثَ	رَفَث	ok_source_exact	ok	source_exact	root_000579	root_000579	root_000579	root_000579		0	2	
رفد	ر ف د	ر ف د	رفد	2	1	11	11:99:8;11:99:9	رِّفْدُ;مَرْفُودُ	رِّفْد;مَرْفُود	ok_source_exact	ok	source_exact	root_000580	root_000580	root_000580	root_000580		0	6	
رقد	ر ق د	ر ق د	رقد	2	2	18;36	18:18:4;36:52:6	رُقُودٌ;مَّرْقَدِ	رُقُود;مَّرْقَد	ok_source_exact	ok	source_exact	root_000585	root_000585	root_000585	root_000585		0	4	
ركس	ر ك س	ر ك س	ركس	2	1	4	4:88:7;4:91:13	أَرْكَسَ;أُرْكِسُ	أَرْكَسَ	ok_source_exact	ok	source_exact	root_000592	root_000592	root_000592	root_000592		0	9	
رمم	ر م م	ر م م	رمم	2	2	36;51	36:78:11;51:42:9	رَمِيمٌ;رَّمِيمِ	رَمِيم	ok_source_exact	ok	source_exact	root_000601	root_000601	root_000601	root_000601		0	9	
روض	ر و ض	ر و ض	روض	2	2	30;42	30:15:8;42:22:14	رَوْضَةٍ;رَوْضَاتِ	رَوْضَة;رَوْضَات	ok_source_exact	ok	source_exact	root_000611	root_000611	root_000611	root_000611		0	5	
زجج	ز ج ج	ز ج ج	زجج	2	1	24	24:35:12;24:35:13	زُجَاجَةٍ;زُّجَاجَةُ	زُجَاجَة	ok_source_exact	ok	source_exact	root_000623	root_000623	root_000623	root_000623		0	9	
زحزح	ز ح ز ح	ز ح ز ح	زحزح	2	2	2;3	2:96:17;3:185:11	مُزَحْزِحِ;زُحْزِحَ	مُزَحْزِح;زُحْزِحَ	ok_source_exact	ok	source_exact	root_000626	root_000626	root_000626	root_000626		0	1	
زلق	ز ل ق	ز ل ق	زلق	2	2	18;68	18:40:15;68:51:5	زَلَقًا;يُزْلِقُ	زَلَق;يُزْلِقُ	ok_source_exact	ok	source_exact	root_000640	root_000640	root_000640	root_000640		0	8	
زلم	ز ل م	ز ل م	زلم	2	1	5	5:3:28;5:90:8	أَزْلَٰمِ;أَزْلَٰمُ	أَزْلَٰم	ok_source_exact	ok	source_exact	root_000642	root_000642	root_000642	root_000642		0	12	
زمر	ز م ر	ز م ر	زمر	2	1	39	39:71:6;39:73:7	زُمَرًا	زُمَر	ok_source_exact	ok	source_exact	root_000643	root_000643	root_000643	root_000643		0	6	
زود	ز و د	ز و د	زود	2	1	2	2:197:22;2:197:25	تَزَوَّدُ;زَّادِ	تَزَوَّدُ;زَّاد	ok_source_exact	ok	source_exact	root_000653	root_000653	root_000653	root_000653		0	3	
سبغ	س ب غ	س ب غ	سبغ	2	2	31;34	31:20:13;34:11:3	أَسْبَغَ;سَٰبِغَٰتٍ	أَسْبَغَ;سَٰبِغَٰت	ok_source_exact	ok	source_exact	root_000670	root_000670	root_000670	root_000670		0	5	
سحق	س ح ق	س ح ق	سحق	2	2	22;67	22:31:21;67:11:3	سَحِيقٍ;سُحْقًا	سَحِيق;سُحْق	ok_source_exact	ok	source_exact	root_000683	root_000683	root_000683	root_000683		0	10	
سرمد	س ر م د	س ر م د	سرمد	2	1	28	28:71:8;28:72:8	سَرْمَدًا	سَرْمَد	ok_source_exact	ok	source_exact	root_000701	root_000701	root_000701	root_000701		0	1	
سعد	س ع د	س ع د	سعد	2	1	11	11:105:10;11:108:3	سَعِيدٌ;سُعِدُ	سَعِيد;سُعِدُ	ok_source_exact	ok	source_exact	root_000707	root_000707	root_000707	root_000707		0	13	
سفك	س ف ك	س ف ك	سفك	2	1	2	2:30:16;2:84:5	يَسْفِكُ;تَسْفِكُ	يَسْفِكُ	ok_source_exact	ok	source_exact	root_000714	root_000714	root_000714	root_000714		0	3	
سقم	س ق م	س ق م	سقم	2	1	37	37:89:3;37:145:4	سَقِيمٌ	سَقِيم	ok_source_exact	ok	source_exact	root_000721	root_000721	root_000721	root_000721		0	2	
سهو	س ه و	س ه و	سهو	2	2	51;107	51:11:5;107:5:5	سَاهُونَ	سَاهُون	ok_source_exact	ok	source_exact	root_003249	root_003249	root_003249	root_003249		0	5	
شخص	ش خ ص	ش خ ص	شخص	2	2	14;21	14:42:11;21:97:6	تَشْخَصُ;شَٰخِصَةٌ	تَشْخَصُ;شَٰخِصَة	ok_source_exact	ok	source_exact	root_000781	root_000781	root_000781	root_000781		0	7	
شطء	ش ط ء	ش ط ء	شطا	2	2	28;48	28:30:5;48:29:34	شَٰطِئِ;شَطْـَٔ	شَٰطِئ;شَطْـٔ	ok_normalized_unique	ok	normalized_exact	root_000793		root_000793	root_000793		0	6	no source_root_norm exact match
شعب	ش ع ب	ش ع ب	شعب	2	2	49;77	49:13:9;77:30:6	شُعُوبًا;شُعَبٍ	شُعُوب;شُعَب	ok_source_exact	ok	source_exact	root_000797	root_000797	root_000797	root_000797		0	8	
شغل	ش غ ل	ش غ ل	شغل	2	2	36;48	36:55:6;48:11:6	شُغُلٍ;شَغَلَتْ	شُغُل;شَغَلَتْ	ok_source_exact	ok	source_exact	root_000801	root_000801	root_000801	root_000801		0	1	
شفو	ش ف و	ش ف و	شفو	2	2	3;9	3:103:22;9:109:15	شَفَا	شَفَا	ok_source_exact	ok	source_exact	root_000805	root_000805	root_000805	root_000805		0	7	
شكل	ش ك ل	ش ك ل	شكل	2	2	17;38	17:84:5;38:58:3	شَاكِلَتِ;شَكْلِ	شَاكِلَت;شَكْل	ok_source_exact	ok	source_exact	root_000813	root_000813	root_000813	root_000813		0	9	
شهق	ش ه ق	ش ه ق	شهق	2	2	11;67	11:106:9;67:7:6	شَهِيقٌ;شَهِيقًا	شَهِيق	ok_source_exact	ok	source_exact	root_000824	root_000824	root_000824	root_000824		0	4	
شوي	ش و ي	ش و ي	شوي	2	2	18;70	18:29:23;70:16:2	يَشْوِى;شَّوَىٰ	يَشْوِى;شَّوَىٰ	ok_source_exact	ok	source_exact	root_000830	root_000830	root_000830	root_000830		0	5	
شيد	ش ي د	ش ي د	شيد	2	2	4;22	4:78:9;22:45:14	مُّشَيَّدَةٍ;مَّشِيدٍ	مُّشَيَّدَة;مَّشِيد	ok_source_exact	ok	source_exact	root_000835	root_000835	root_000835	root_000835		0	2	
صبع	ص ب ع	ص ب ع	صبع	2	2	2;71	2:19:10;71:7:7	أَصَٰبِعَ	أَصَٰبِع	ok_source_exact	ok	source_exact	root_000841	root_000841	root_000841	root_000841		0	6	
صدي	ص د ي	ص د ي	صدي	2	2	8;80	8:35:8;80:6:3	تَصْدِيَةً;تَصَدَّىٰ	تَصْدِيَة;تَصَدَّىٰ	ok_source_exact	ok	source_exact	root_000853	root_000853	root_000853	root_000853		0	11	
صغو	ص غ و	ص غ و	صغو	2	2	6;66	6:113:1;66:4:6	تَصْغَىٰٓ;صَغَتْ	صَغَتْ	ok_source_exact	ok	source_exact	root_000866	root_000866	root_000866	root_000866		0	7	
صفد	ص ف د	ص ف د	صفد	2	2	14;38	14:49:6;38:38:4	أَصْفَادِ	أَصْفَاد	ok_source_exact	ok	source_exact	root_000868	root_000868	root_000868	root_000868		0	3	
صنو	ص ن و	ص ن و	صنو	2	1	13	13:4:10;13:4:12	صِنْوَانٌ;صِنْوَانٍ	صِنْوَان	ok_source_exact	ok	source_exact	root_000887	root_000887	root_000887	root_000887		0	4	
صهر	ص ه ر	ص ه ر	صهر	2	2	22;25	22:20:1;25:54:9	يُصْهَرُ;صِهْرًا	يُصْهَرُ;صِهْر	ok_source_exact	ok	source_exact	root_000888	root_000888	root_000888	root_000888		0	4	
ضغن	ض غ ن	ض غ ن	ضغن	2	1	47	47:29:11;47:37:6	أَضْغَٰنَ	أَضْغَٰن	ok_source_exact	ok	source_exact	root_000911	root_000911	root_000911	root_000911		0	4	
ضمم	ض م م	ض م م	ضمم	2	2	20;28	20:22:1;28:32:10	ٱضْمُمْ	ٱضْمُمْ	ok_source_exact	ok	source_exact	root_000915	root_000915	root_000915	root_000915		0	7	
طرو	ط ر و	ط ر و	طرو	2	2	16;35	16:14:8;35:12:16	طَرِيًّا	طَرِيّ	ok_source_exact	ok	source_exact	root_000933	root_000933	root_000933	root_000933		0	6	
طعن	ط ع ن	ط ع ن	طعن	2	2	4;9	4:46:17;9:12:7	طَعْنًا;طَعَنُ	طَعْن;طَعَنُ	ok_source_exact	ok	source_exact	root_000935	root_000935	root_000935	root_000935		0	4	
طمث	ط م ث	ط م ث	طمث	2	1	55	55:56:5;55:74:2	يَطْمِثْ	يَطْمِثْ	ok_source_exact	ok	source_exact	root_000949	root_000949	root_000949	root_000949		0	4	
ظفر	ظ ف ر	ظ ف ر	ظفر	2	2	6;48	6:146:7;48:24:13	ظُفُرٍ;أَظْفَرَ	ظُفُر;أَظْفَرَ	ok_source_exact	ok	source_exact	root_000965	root_000965	root_000965	root_000965		0	14	
عبث	ع ب ث	ع ب ث	عبث	2	2	23;26	23:115:4;26:128:5	عَبَثًا;تَعْبَثُ	عَبَث;تَعْبَثُ	ok_source_exact	ok	source_exact	root_000972	root_000972	root_000972	root_000972		0	2	
عتق	ع ت ق	ع ت ق	عتق	2	1	22	22:29:8;22:33:11	عَتِيقِ	عَتِيق	ok_source_exact	ok	source_exact	root_000979	root_000979	root_000979	root_000979		0	8	
عتل	ع ت ل	ع ت ل	عتل	2	2	44;68	44:47:2;68:13:1	ٱعْتِلُ;عُتُلٍّۭ	ٱعْتِلُ;عُتُلّ	ok_source_exact	ok	source_exact	root_000980	root_000980	root_000980	root_000980		0	7	
عثر	ع ث ر	ع ث ر	عثر	2	2	5;18	5:107:2;18:21:2	عُثِرَ;أَعْثَرْ	عُثِرَ;أَعْثَرْ	ok_source_exact	ok	source_exact	root_000982	root_000982	root_000982	root_000982		0	7	
عجف	ع ج ف	ع ج ف	عجف	2	1	12	12:43:10;12:46:11	عِجَافٌ	عِجَاف	ok_source_exact	ok	source_exact	root_000986	root_000986	root_000986	root_000986		0	4	
عرر	ع ر ر	ع ر ر	عرر	2	2	22;48	22:36:22;48:25:24	مُعْتَرَّ;مَّعَرَّةٌۢ	مُعْتَرّ;مَّعَرَّة	ok_source_exact	ok	source_exact	root_000999	root_000999	root_000999	root_000999		0	11	
عزب	ع ز ب	ع ز ب	عزب	2	2	10;34	10:61:22;34:3:14	يَعْزُبُ	يَعْزُبُ	ok_source_exact	ok	source_exact	root_001006	root_001006	root_001006	root_001006		0	6	
عضد	ع ض د	ع ض د	عضد	2	2	18;28	18:51:13;28:35:3	عَضُدًا;عَضُدَ	عَضُد	ok_source_exact	ok	source_exact	root_001023	root_001023	root_001023	root_001023		0	12	
عضض	ع ض ض	ع ض ض	عضض	2	2	3;25	3:119:15;25:27:2	عَضُّ;يَعَضُّ	عَضُّ	ok_source_exact	ok	source_exact	root_001024	root_001024	root_001024	root_001024		0	10	
عضل	ع ض ل	ع ض ل	عضل	2	2	2;4	2:232:7;4:19:12	تَعْضُلُ	تَعْضُلُ	ok_source_exact	ok	source_exact	root_001025	root_001025	root_001025	root_001025		0	10	
عطل	ع ط ل	ع ط ل	عطل	2	2	22;81	22:45:12;81:4:3	مُّعَطَّلَةٍ;عُطِّلَتْ	مُّعَطَّلَة;عُطِّلَتْ	ok_source_exact	ok	source_exact	root_001027	root_001027	root_001027	root_001027		0	5	
عنكب	ع ن ك ب	ع ن ك ب	عنكب	2	1	29	29:41:9;29:41:16	عَنكَبُوتِ	عَنكَبُوت	ok_source_exact	ok	source_exact	root_001054	root_001054	root_001054	root_001054		0	1	
عهن	ع ه ن	ع ه ن	عهن	2	2	70;101	70:9:3;101:5:3	عِهْنِ	عِهْن	ok_source_exact	ok	source_exact	root_001056	root_001056	root_001056	root_001056		0	9	
عيل	ع ي ل	ع ي ل	عيل	2	2	9;93	9:28:16;93:8:2	عَيْلَةً;عَآئِلًا	عَيْلَة;عَآئِل	ok_source_exact	ok	source_exact	root_001068	root_001068	root_001068	root_001068		0	9	
عيي	ع ي ي	ع ي ي	عيي	2	2	46;50	46:33:10;50:15:1	يَعْىَ;عَيِي	عَيِي	ok_source_exact	ok	source_exact	root_001070	root_001070	root_001070	root_001070		0	7	
غثو	غ ث و	غ ث و	غثو	2	2	23;87	23:41:5;87:5:2	غُثَآءً	غُثَآء	ok_source_exact	ok	source_exact	root_001073	root_001073	root_001073	root_001073		0	4	
غدر	غ د ر	غ د ر	غدر	2	1	18	18:47:9;18:49:14	نُغَادِرْ;يُغَادِرُ	يُغَادِرُ	ok_source_exact	ok	source_exact	root_001074	root_001074	root_001074	root_001074		0	8	
غرو	غ ر و	غ ر و	غرو	2	2	5;33	5:14:13;33:60:12	أَغْرَيْ;نُغْرِيَ	أَغْرَيْ	ok_source_exact	ok	source_exact	root_001082	root_001082	root_001082	root_001082		0	4	
غطو	غ ط و	غ ط و	غطو	2	2	18;50	18:101:5;50:22:9	غِطَآءٍ;غِطَآءَ	غِطَآء	ok_source_exact	ok	source_exact	root_001095	root_001095	root_001095	root_001095		0	5	
غلف	غ ل ف	غ ل ف	غلف	2	2	2;4	2:88:3;4:155:13	غُلْفٌۢ	غُلْف	ok_source_exact	ok	source_exact	root_001100	root_001100	root_001100	root_001100		0	5	
غلو	غ ل و	غ ل و	غلو	2	2	4;5	4:171:4;5:77:5	تَغْلُو	تَغْلُو	ok_source_exact	ok	source_exact	root_005748	root_005748	root_005748	root_005748		0	10	
غلي	غ ل ي	غ ل ي	غلي	2	1	44	44:45:2;44:46:1	يَغْلِى;غَلْىِ	يَغْلِى;غَلْى	ok_source_exact	ok	source_exact	root_001104	root_001104	root_001104	root_001104		0	1	
غوص	غ و ص	غ و ص	غوص	2	2	21;38	21:82:4;38:37:4	يَغُوصُ;غَوَّاصٍ	يَغُوصُ;غَوَّاص	ok_source_exact	ok	source_exact	root_001113	root_001113	root_001113	root_001113		0	3	
غوط	غ و ط	غ و ط	غوط	2	2	4;5	4:43:31;5:6:33	غَآئِطِ	غَآئِط	ok_source_exact	ok	source_exact	root_001114	root_001114	root_001114	root_001114		0	4	
غيض	غ ي ض	غ ي ض	غيض	2	2	11;13	11:44:7;13:8:8	غِيضَ;تَغِيضُ	غِيضَ	ok_source_exact	ok	source_exact	root_001120	root_001120	root_001120	root_001120		0	2	
فكك	ف ك ك	ف ك ك	فكك	2	2	90;98	90:13:1;98:1:9	فَكُّ;مُنفَكِّينَ	فَكّ;مُنفَكِّين	ok_source_exact	ok	source_exact	root_001173	root_001173	root_001173	root_001173		0	9	
قحم	ق ح م	ق ح م	قحم	2	2	38;90	38:59:3;90:11:2	مُّقْتَحِمٌ;ٱقْتَحَمَ	مُّقْتَحِم;ٱقْتَحَمَ	ok_source_exact	ok	source_exact	root_001202	root_001202	root_001202	root_001202		0	7	
قدو	ق د و	ق د و	قدو	2	2	6;43	6:90:6;43:23:21	ٱقْتَدِهْ;مُّقْتَدُونَ	ٱقْتَدِهْ;مُّقْتَدُون	ok_source_exact	ok	source_exact	root_001208	root_001208	root_001208	root_001208		0	7	
قرطس	ق ر ط س	ق ر ط س	قرطس	2	1	6	6:7:6;6:91:27	قِرْطَاسٍ;قَرَاطِيسَ	قِرْطَاس	ok_source_exact	ok	source_exact	root_001218	root_001218	root_001218	root_001218		0	2	
قسطس	ق س ط س	ق س ط س	قسطس	2	2	17;26	17:35:6;26:182:2	قِسْطَاسِ	قِسْطَاس	ok_source_exact	ok	source_exact	root_001225	root_001225	root_001225	root_001225		0	1	
قطف	ق ط ف	ق ط ف	قطف	2	2	69;76	69:23:1;76:14:5	قُطُوفُ	قُطُوف	ok_source_exact	ok	source_exact	root_001241	root_001241	root_001241	root_001241		0	8	
قلي	ق ل ي	ق ل ي	قلي	2	2	26;93	26:168:5;93:3:5	قَالِينَ;قَلَىٰ	قَالِين;قَلَىٰ	ok_source_exact	ok	source_exact	root_001253	root_001253	root_001253	root_001253		0	6	
قنع	ق ن ع	ق ن ع	قنع	2	2	14;22	14:43:2;22:36:21	مُقْنِعِى;قَانِعَ	مُقْنِعِى;قَانِع	ok_source_exact	ok	source_exact	root_001263	root_001263	root_001263	root_001263		0	8	
قوت	ق و ت	ق و ت	قوت	2	2	4;41	4:85:22;41:10:10	مُّقِيتًا;أَقْوَٰتَ	مُّقِيت;أَقْوَٰت	ok_source_exact	ok	source_exact	root_001268	root_001268	root_001268	root_001268		0	4	
قوع	ق و ع	ق و ع	قوع	2	2	20;24	20:106:2;24:39:5	قَاعًا;قِيعَةٍ	قَاع;قِيعَة	ok_source_exact	ok	source_exact	root_001270	root_001270	root_001270	root_001270		0	2	
قيض	ق ي ض	ق ي ض	قيض	2	2	41;43	41:25:1;43:36:6	قَيَّضْ;نُقَيِّضْ	قَيَّضْ	ok_source_exact	ok	source_exact	root_001275	root_001275	root_001275	root_001275		0	5	
قيل	ق ي ل	ق ي ل	قيل	2	2	7;25	7:4:10;25:24:7	قَآئِلُونَ;مَقِيلًا	قَآئِلُون;مَقِيل	ok_source_exact	ok	source_exact	root_001276	root_001276	root_001276	root_001276		0	4	
كبب	ك ب ب	ك ب ب	كبب	2	2	27;67	27:90:4;67:22:3	كُبَّتْ;مُكِبًّا	كُبَّتْ;مُكِبّ	ok_source_exact	ok	source_exact	root_001278	root_001278	root_001278	root_001278		0	5	
كدح	ك د ح	ك د ح	كدح	2	1	84	84:6:4;84:6:7	كَادِحٌ;كَدْحًا	كَادِح;كَدْح	ok_source_exact	ok	source_exact	root_001287	root_001287	root_001287	root_001287		0	3	
كرس	ك ر س	ك ر س	كرس	2	2	2;38	2:255:42;38:34:6	كُرْسِيُّ;كُرْسِيِّ	كُرْسِيّ	ok_source_exact	ok	source_exact	root_001293	root_001293	root_001293	root_001293		0	11	
كسل	ك س ل	ك س ل	كسل	2	2	4;9	4:142:12;9:54:17	كُسَالَىٰ	كُسَالَىٰ	ok_source_exact	ok	source_exact	root_001299	root_001299	root_001299	root_001299		0	3	
كلو	ك ل و	ك ل و	كلو	2	2	17;18	17:23:15;18:33:1	كِلَا;كِلْتَا	كِلَا;كِلْتَا	ok_source_exact	ok	source_exact	root_001317	root_001317	root_001317	root_001317		0	6	
كمم	ك م م	ك م م	كمم	2	2	41;55	41:47:10;55:11:5	أَكْمَامِ	أَكْمَام	ok_source_exact	ok	source_exact	root_001319	root_001319	root_001319	root_001319		0	6	
كمه	ك م ه	ك م ه	كمه	2	2	3;5	3:49:25;5:110:40	أَكْمَهَ	أَكْمَه	ok_source_exact	ok	source_exact	root_001320	root_001320	root_001320	root_001320		0	3	
كهل	ك ه ل	ك ه ل	كهل	2	2	3;5	3:46:5;5:110:20	كَهْلًا	كَهْل	ok_source_exact	ok	source_exact	root_001326	root_001326	root_001326	root_001326		0	8	
