qac_root_norm	frozen_root_norm	furuq_root_id	furuq_root_norm	furuq_source_root_norm	furuq_resolution	occurrences	statuses	root_correction_statuses	qac_match_modes	sample_refs	sample_surfaces	sample_qac_lemmas
ع م ق	ع م ق	root_001045	ع م ق	ع م ق	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	22:27:17	عَمِيقٍۢ	عَمِيق
ع م ل	ع م ل	root_001046	ع م ل	ع م ل	source_root_norm	316	same_word_same_root:316	unchanged:316	surface_or_stem_match:316	2:25:6|2:62:19|2:74:45|2:82:5|2:85:62|2:96:32|2:110:21|2:134:18	عَمِلُوا۟|عَمِلَ|تَعْمَلُونَ|يَعْمَلُونَ|عَمِلَتْ|عَمَلَ|عَٰمِلٍ|يَعْمَلْ	عَمِلَ|عَمِلَ|عَمِلَ|عَمَل|عَٰمِل|عَمَل|عَمَل|عَمِلَ|عَمِلَ|عَٰمِل|عَٰمِل|عَمِلَ|عَمَل|عَمِلَ
ع م م	ع م م	root_001047	ع م م	ع م م	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	24:61:40|33:50:21|33:50:24	عَمَّاتِكُمْ|عَمِّكَ|عَمَّٰتِكَ	عَمّ
ع م ي	ع م ي	root_001049	ع م ي	ع م ي	source_root_norm	30	same_word_same_root:30	unchanged:30	surface_or_stem_match:30	2:18:3|2:171:19|6:50:27|6:104:14|10:43:9|11:24:4|11:28:17|13:16:26	عُمْىٌۭ|عُمْىٌ|ٱلْأَعْمَىٰ|عَمِىَ|ٱلْعُمْيَ|عُمِّيَتْ|أَعْمَىٰ|عُمْيًۭا	أَعْمَىٰ|عَمِىَ|عُمِّيَتْ|أَعْمَىٰ|أَعْمَىٰ|عَمِىَ|عَمِىَ|عَمُون|عَمًى
ع ن ب	ع ن ب	root_001050	ع ن ب	ع ن ب	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	2:266:10|6:99:32|13:4:9|17:91:8|18:32:12|23:19:9|36:34:8|78:32:3	أَعْنَابٍۢ|أَعْنَٰبٍۢ|عِنَبٍۢ|أَعْنَٰبٍ|أَعْنَٰبًۭا|عِنَبًۭا	عِنَب
ع ن ت	ع ن ت	root_001051	ع ن ت	ع ن ت	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	2:220:30|4:25:64|49:7:14	أَعْنَتَكُمْ|ٱلْعَنَتَ|عَنِتُّمْ	أَعْنَتَ|عَنَت|عَنِ
ع ن د	ع ن د	root_001052	ع ن د	ع ن د	source_root_norm	183	same_word_same_root:183	corrected:1|unchanged:182	surface_or_stem_match:183	2:54:25|2:62:25|2:76:24|2:79:13|2:80:11|2:89:6|2:94:7|2:101:6	عِنْدَ|عِندَ|عِندِ|عِنْدِ|عِندَهُۥ|عِندَهُۥٓ|عِندَهَا|عِنْدِكَ	عِند|عِند|عِند|عِند|عِند|عِند|عَنِيد
ع ن ق	ع ن ق	root_001053	ع ن ق	ع ن ق	source_root_norm	6	same_word_same_root:6	unchanged:6	surface_or_stem_match:6	8:12:21|13:5:24|17:13:7|17:29:7|34:33:33|38:33:9	ٱلْأَعْنَاقِ|أَعْنَاقِهِمْ|عُنُقِهِۦ|عُنُقِكَ|أَعْنَاقِ	عُنُق
ع ن ك ب	ع ن ك ب	root_001054	ع ن ك ب	ع ن ك ب	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	29:41:10|29:41:19	ٱلْعَنكَبُوتِ	عَنكَبُوت|عَنكَبُوت
ع ه د	ع ه د	root_001055	ع ه د	ع ه د	source_root_norm	36	same_word_same_root:36	corrected:1|unchanged:35	surface_or_stem_match:36	2:27:3|2:40:12|2:40:15|2:80:13|2:80:18|2:100:4|2:124:23|2:125:17	عَهْدَ|عَهْدِي|عَهْدِكُمْ|عَهْدًا|عَهْدَهُ|عَهْدًۭا|عَهْدِى|عَهِدْنَا	عَهْد|عَهْد|عَهْد|عَٰهَدَ|عَهْد|عَهِدَ|عَهْد|عَٰهَدَ|عَٰهَدَ
ع ه ن	ع ه ن	root_001056	ع ه ن	ع ه ن	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	70:9:5|101:5:4	ٱلْعِهْنِ|كَٱلْعِهْنِ	عِهْن
ع و ج	ع و ج	root_001057	ع و ج	ع و ج	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	3:99:13|7:45:8|7:86:18|11:19:8|14:3:14|18:1:13|20:107:4|20:108:5	عِوَجًۭا|عِوَجًا|عِوَجَاً|عِوَجَ|عِوَجٍۢ	عِوَج
ع و د	ع و د	root_001058	ع و د	ع و د	source_root_norm	35	same_word_same_root:35	unchanged:35	surface_or_stem_match:35	2:275:48|5:95:48|5:114:14|6:28:14|7:65:3|7:74:8|7:89:20|8:19:17	عَادَ|عِيدًۭا|عَادُوا|عَادٍ|عَادٍۢ|نَّعُودَ|نَعُدْ|عَادٌ	عَادَ|عِيد|عَاد2|أُعِيدُ|مَعَاد|عَآئِدُون
ع و ذ	ع و ذ	root_001059	ع و ذ	ع و ذ	source_root_norm	15	same_word_same_root:15	unchanged:15	surface_or_stem_match:15	2:67:17|7:200:8|11:47:4|12:23:17|12:79:2|16:98:6|19:18:3|23:97:4	أَعُوذُ|ٱسْتَعِذْ|مَعَاذَ|عُذْتُ	عُذْ|ٱسْتَعِذْ|مَعَاذ
ع و ر	ع و ر	root_001060	ع و ر	ع و ر	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	33:13:22|33:13:27	عَوْرَةٌۭ|عَوْرَةٍ	عَوْرَة|عَوْرَة
ع و م	ع و م	root_001063	ع و م	ع و م	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	2:259:23|2:259:39|9:28:14|9:37:11|9:37:14|9:126:8|12:49:6|29:14:15	عَامٍ|عَامِهِمْ|عَامًۭا|عَامٌ|عَامَيْنِ	عَام|عَام|عَام
ع و ن	ع و ن	root_001064	ع و ن	ع و ن	source_root_norm	10	same_word_same_root:10	unchanged:10	surface_or_stem_match:10	1:5:5|2:45:2|2:68:19|2:153:5|5:2:48|5:2:55|7:128:5|12:18:19	نَسْتَعِينُ|ٱسْتَعِينُوا۟|عَوَانٌ|تَعَاوَنُوا۟|الْمُسْتَعَانُ|ٱلْمُسْتَعَانُ|أَعَانَهُ	ٱسْتَعِينُ|عَوَان|تَعَاوَنُ|تَعَاوَنُ|مُسْتَعَان|أَعَانَ
ع ي ر	ع ي ر	root_001066	ع ي ر	ع ي ر	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	12:70:15|12:82:8|12:94:4	ٱلْعِيرُ|الْعِيرَ	عِير
ع ي ش	ع ي ش	root_001067	ع ي ش	ع ي ش	source_root_norm	6	same_word_same_root:6	unchanged:6	surface_or_stem_match:6	7:10:11|15:20:5|20:124:9|69:21:4|78:11:4|101:7:4	مَعَٰيِشَ|مَعِيشَةً|عِيشَةٍ|مَعَاشًۭا|عِيشَةٍۢ	مَعَٰيِش|مَعِيشَة|عِيشَة|مَعَاش
ع ي ل	ع ي ل	root_001068	ع ي ل	ع ي ل	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	9:28:19|93:8:3	عَيْلَةًۭ|عَآئِلًۭا	عَيْلَة|عَآئِل
ع ي ن	ع ي ن	root_001069	ع ي ن	ع ي ن	source_root_norm	65	same_word_same_root:65	unchanged:65	surface_or_stem_match:65	2:60:18|3:13:19|5:45:10|5:45:12|5:83:9|7:116:7|7:160:24|7:179:20	عَيْنًۭا|ٱلْعَيْنِ|ٱلْعَيْنَ|أَعْيُنَهُمْ|أَعْيُنَ|أَعْيُنٌۭ|أَعْيُنٌ|أَعْيُنِكُمْ	عَيْن|عَيْن|عَيْن|مَّعِين|عِين
ع ي ي	ع ي ي	root_001070	ع ي ي	ع ي ي	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	46:33:13|50:15:2	يَعْىَ|عَيِينَا	عَيِي
غ ب ر	غ ب ر	root_001071	غ ب ر	غ ب ر	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	80:40:5	غَبَرَةٌۭ	غَبَرَة
غ ب ن	غ ب ن	root_001072	غ ب ن	غ ب ن	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	64:9:8	ٱلتَّغَابُنِ	تَّغَابُن
غ ث و	غ ث و	root_001073	غ ث و	غ ث و	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	23:41:8|87:5:3	غُثَآءً|غُثَآءً	غُثَآء
غ د ر	غ د ر	root_001074	غ د ر	غ د ر	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	18:47:13|18:49:18	نُغَادِرْ|يُغَادِرُ	يُغَادِرُ
غ د ق	غ د ق	root_001075	غ د ق	غ د ق	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	72:16:10	غَدَقًۭا	غَدَق
غ د و	غ د و	root_001076	غ د و	غ د و	source_root_norm	13	same_word_same_root:13	unchanged:13	surface_or_stem_match:13	3:121:3|7:205:15|13:15:16|18:23:9|18:62:8|24:36:15|31:34:20|34:12:5	غَدَوْتَ|ٱلْغُدُوِّ|غَدًا|غَدَآءَنَا|غُدُوُّهَا|غُدُوًّۭا|غَدًۭا|غَدٍۢ	غَدَ|غُدُوّ|غَد|غَدَآء
غ ر ب	غ ر ب	root_001077	غ ر ب	غ ر ب	source_root_norm	16	same_word_same_root:16	unchanged:16	surface_or_stem_match:16	2:115:6|2:142:17|2:177:9|2:258:40|5:31:4|5:31:21|18:17:13|18:86:4	ٱلْمَغْرِبُ|ٱلْمَغْرِبِ|غُرَابًۭا|ٱلْغُرَابِ|غَرَبَتْ|مَغْرِبَ|تَغْرُبُ|غُرُوبِهَا	مَغْرِب|غُرَاب|غُرَاب|غَرَبَت|غُرُوب|غَرْبِيَّة|غَرَابِيب
غ ر ر	غ ر ر	root_001078	غ ر ر	غ ر ر	source_root_norm	26	same_word_same_root:26	unchanged:26	surface_or_stem_match:26	3:24:12|3:185:28|3:196:2|4:120:9|6:70:10|6:112:19|6:130:23|7:22:4	غَرَّهُمْ|ٱلْغُرُورِ|يَغُرَّنَّكَ|غُرُورًا|غَرَّتْهُمُ|غُرُورٍۢ|غَرَّ|تَغُرَّنَّكُمُ	غَرَّ|غُرُور|غَرَّ|غَرَّ|غَرُور
غ ر ف	غ ر ف	root_001079	غ ر ف	غ ر ف	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	2:249:29|2:249:30|29:58:11|39:20:7|39:20:10	ٱغْتَرَفَ|غُرْفَةً|غُرَفًۭا|غُرَفٌۭ	ٱغْتَرَفَ|غُرْفَة|غُرْفَة|غُرْفَة
غ ر ق	غ ر ق	root_001080	غ ر ق	غ ر ق	source_root_norm	20	same_word_same_root:20	unchanged:20	surface_or_stem_match:20	2:50:10|7:64:11|7:136:5|8:54:18|10:73:14|10:90:17|11:37:15|17:103:8	أَغْرَقْنَا|أَغْرَقْنَٰهُمْ|الْغَرَقُ|مُغْرَقُونَ|أَغْرَقْنَٰهُ|تُغْرِقَ|مُّغْرَقُونَ|أُغْرِقُوا۟	أُغْرِقُ|غَرَق|مُّغْرَقُون|غَرْق
غ ر م	غ ر م	root_001081	غ ر م	غ ر م	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	9:98:8|25:65:12|52:40:7|56:66:3|68:46:7	مَغْرَمًۭا|غَرَامًا|مَغْرَمٍ|مُغْرَمُونَ	مَّغْرَم|غَرَام|مُغْرَمُون
غ ر و	غ ر و	root_001082	غ ر و	غ ر و	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	5:14:16	أَغْرَيْنَا	أَغْرَيْ
غ ز ل	غ ز ل	root_001084	غ ز ل	غ ز ل	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	16:92:7	غَزْلَهَا	غَزْل
غ ز و	غ ز و	root_001085	غ ز و	غ ز و	source_root_norm	1	same_word_same_root:1	disputed:1	surface_or_stem_match:1	3:156:20	غُزًّۭى	غُزًّى
غ س ق	غ س ق	root_001086	غ س ق	غ س ق	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	17:78:7|38:57:6|78:25:4|113:3:4	غَسَقِ|غَسَّاقٌۭ|غَسَّاقًۭا|غَاسِقٍ	غَسَق|غَسَّاق|غَاسِق
غ س ل	غ س ل	root_001087	غ س ل	غ س ل	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	38:42:5|69:36:6	مُغْتَسَلٌۢ|غِسْلِينٍۢ	مُغْتَسَل|غِسْلِين
غ ش و	غ ش و	root_001088	غ ش و	غ ش و	source_root_norm	18	same_word_same_root:18	unchanged:18	surface_or_stem_match:18	2:7:11|3:154:9|7:54:16|8:11:2|13:3:20|14:50:5|20:78:7|20:78:11	غِشَٰوَةٌۭ|يَغْشَى|يُغْشِى|يُغَشِّيكُمُ|تَغْشَىٰ|غَشِيَهُم|غَشِيَهُمْ|يُغْشَىٰ	غِشَٰوَة|غَشِيَ|أُغْشِيَتْ|غَشَّىٰ|غَشِيَ|غَشِيَ|مَغْشِىّ|غَشَّىٰ|غَشَّىٰ|ٱسْتَغْشَ
غ ص ب	غ ص ب	root_001090	غ ص ب	غ ص ب	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	18:79:21	غَصْبًا	غَصْب
غ ص ص	غ ص ص	root_001091	غ ص ص	غ ص ص	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	73:13:4	غُصَّةٍۢ	غُصَّة
غ ض ب	غ ض ب	root_001092	غ ض ب	غ ض ب	source_root_norm	24	same_word_same_root:24	unchanged:24	surface_or_stem_match:24	1:7:6|2:61:55|2:90:25|2:90:27|3:112:19|4:93:12|5:60:14|7:71:9	ٱلْمَغْضُوبِ|غَضَبٍ|غَضَبٍۢ|غَضِبَ|غَضَبٌ|غَضْبَٰنَ|غَضَبٌۭ|ٱلْغَضَبُ	مَغْضُوب|غَضَب|غَضَب|غَضَب|غَضِبَ|غَضْبَٰن|مُغَٰضِب
غ ض ض	غ ض ض	root_001093	غ ض ض	غ ض ض	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	31:19:6	ٱغْضُضْ	يَغُضُّ
غ ط ش	غ ط ش	root_001094	غ ط ش	غ ط ش	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	79:29:2	أَغْطَشَ	أَغْطَشَ
غ ط و	غ ط و	root_001095	غ ط و	غ ط و	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	18:101:5|50:22:11	غِطَآءٍ|غِطَآءَكَ	غِطَآء
غ ف ر	غ ف ر	root_001096	غ ف ر	غ ف ر	source_root_norm	214	same_word_same_root:214	unchanged:214	surface_or_stem_match:214	2:58:20|2:173:31|2:182:18|2:192:7|2:199:8|2:199:12|2:218:18|2:225:17	نَّغْفِرْ|غَفُورٌ|ٱسْتَغْفِرُوا|مَغْفِرَةٌ|مَّغْفِرَةً|يَغْفِرُ|غُفْرَانَكَ|ٱغْفِرْ	غَفَرَ|غَفُور|ٱسْتَغْفَرَ|مَّغْفِرَة|غُفْرَان|غَفَرَ|غَفَرَ|ٱسْتَغْفَرَ|ٱسْتَغْفَرَ|غَافِر
غ ف ل	غ ف ل	root_001097	غ ف ل	غ ف ل	source_root_norm	23	same_word_same_root:23	unchanged:23	surface_or_stem_match:23	2:85:60|2:140:35|2:144:41|2:149:21|3:99:21|6:131:12|7:136:16|7:146:43	غَٰفِلٍ|غَٰفِلُونَ|غَٰفِلِينَ|غَٰفِلًا|أَغْفَلْنَا|غَفْلَةٍ|غَفْلَةٍۢ	غَٰفِل|أَغْفَلْ|غَفْلَة
غ ل ب	غ ل ب	root_001098	غ ل ب	غ ل ب	source_root_norm	31	same_word_same_root:31	unchanged:31	surface_or_stem_match:31	2:249:66|3:12:5|3:160:6|4:74:21|5:23:17|5:56:15|7:113:13|7:119:2	غَلَبَتْ|سَتُغْلَبُونَ|غَالِبَ|يَغْلِبْ|غَٰلِبُونَ|ٱلْغَٰلِبُونَ|ٱلْغَٰلِبِينَ|غُلِبُوا۟	غَلَبُ|غَالِب|غَلَبُ|غَلَبُ|غَلَب|غَلَبُ|مَغْلُوب|غُلْب
غ ل ظ	غ ل ظ	root_001099	غ ل ظ	غ ل ظ	source_root_norm	12	same_word_same_root:12	unchanged:12	surface_or_stem_match:12	3:159:14|4:21:14|4:154:26|9:123:14|11:58:18|14:17:21|31:24:7|33:7:24	غَلِيظَ|غَلِيظًۭا|غِلْظَةً|غَلِيظٍۢ|غَلِيظٌۭ|اسْتَغْلَظَ|غِلَاظٌۭ|ٱغْلُظْ	غَلِيظ|غِلْظَة|ٱسْتَغْلَظَ|ٱغْلُظْ
غ ل ف	غ ل ف	root_001100	غ ل ف	غ ل ف	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	2:88:4|4:155:20	غُلْفٌ	غُلْف
غ ل ق	غ ل ق	root_001101	غ ل ق	غ ل ق	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	12:23:10	غَلَّقَتِ	غَلَّقَتِ
غ ل ل	غ ل ل	root_001102	غ ل ل	غ ل ل	source_root_norm	11	same_word_same_root:11	unchanged:11	surface_or_stem_match:11	3:161:7|3:161:10|3:161:14|5:64:6|5:64:7|7:43:7|15:47:7|17:29:5	يَغُلَّ|يَغْلُلْ|غَلَّ|مَغْلُولَةٌ|غُلَّتْ|غِلٍّ|مَغْلُولَةً|أَغْلَٰلًۭا	غَلَّ|غَلَّ|غَلَّ|غَلَّ|مَغْلُولَة|غِلّ
غ ل م	غ ل م	root_001103	غ ل م	غ ل م	source_root_norm	7	same_word_same_root:7	unchanged:7	surface_or_stem_match:7	3:40:6|15:53:7|18:74:6|18:82:7|37:101:4|51:28:11|52:24:4	غُلَٰمٌ|غُلَٰمٍ|غُلَٰمًۭا|غُلَٰمَيْنِ|غِلْمَانٌ	غُلَٰم
غ ل ي	غ ل ي	root_001104	غ ل ي	غ ل ي	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	44:45:3|44:46:2	يَغْلِى|غَلْىِ	يَغْلِى|غَلْى
غ م ر	غ م ر	root_001105	غ م ر	غ م ر	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	6:93:32|23:63:4|51:11:4	غَمَرَٰتِ|غَمْرَةٍ|غَمْرَةٍۢ	غَمَرَٰت|غَمْرَة
غ م م	غ م م	root_001108	غ م م	غ م م	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	2:57:4|2:210:10|3:153:15|3:153:17|3:154:6|10:71:36|20:40:27|21:88:7	ٱلْغَمَامَ|ٱلْغَمَامِ|غَمًّا|غَمٍّ|الْغَمِّ|غُمَّةً|ٱلْغَمِّ	غَمَٰم|غَمّ|غَمّ|غَمّ|غُمَّة
غ ن م	غ ن م	root_001109	غ ن م	غ ن م	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	4:94:29|6:146:13|8:41:4|8:69:4|20:18:10|21:78:12|48:15:6|48:19:2	مَغَانِمُ|ٱلْغَنَمِ|غَنِمْتُم|غَنِمْتُمْ|غَنَمِى|غَنَمُ|مَغَانِمَ	مَغَانِم|غَنَم|غَنِمْ
غ ن ي	غ ن ي	root_001110	غ ن ي	غ ن ي	source_root_norm	63	same_word_same_root:63	unchanged:63	surface_or_stem_match:63	2:263:12|2:267:34|2:273:15|3:10:5|3:97:28|3:116:5|3:181:13|4:6:28	غَنِىٌّ|غَنِيٌّ|أَغْنِيَآءَ|تُغْنِىَ|تُغْنِيَ|أَغْنِيَآءُ|غَنِيًّۭا|يُغْنِ	غَنِىّ|أَغْنَتْ|أَغْنَىٰ|مُّغْنُون|ٱسْتَغْنَىٰ
غ و ر	غ و ر	root_001112	غ و ر	غ و ر	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	9:40:16|9:57:5|18:41:4|67:30:6	ٱلْغَارِ|مَغَٰرَٰتٍ|غَوْرًۭا	غَار|مَغَٰرَٰت|غَوْر
غ و ص	غ و ص	root_001113	غ و ص	غ و ص	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	38:37:6	غَوَّاصٍۢ	غَوَّاص
غ و ط	غ و ط	root_001114	غ و ط	غ و ط	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	4:43:35|5:6:42	ٱلْغَآئِطِ|الْغَائِطِ	غَآئِط
غ و ل	غ و ل	root_001115	غ و ل	غ و ل	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	37:47:3	غَوْلٌۭ	غَوْل
غ و ي	غ و ي	root_001116	غ و ي	غ و ي	source_root_norm	13	same_word_same_root:13	unchanged:13	surface_or_stem_match:13	2:256:9|7:16:5|7:146:31|7:202:5|15:39:5|19:59:14|20:121:21|28:18:19	ٱلْغَىِّ|أَغْوَيْتَنِى|غَيًّا|غَوَىٰ|غَوِيٌّۭ|أَغْوَيْنَا|أَغْوَيْنَٰهُمْ|غَوَيْنَا	غَيّ|أَغْوَيْ|أَغْوَيْ|أَغْوَيْ|غَوَىٰ|غَوِىّ
غ ي ب	غ ي ب	root_001117	غ ي ب	غ ي ب	source_root_norm	58	same_word_same_root:58	corrected:2|unchanged:56	surface_or_stem_match:58	2:3:4|2:33:18|3:44:4|3:179:23|4:34:23|5:94:22|5:109:16|5:116:49	ٱلْغَيْبِ|غَيْبَ|ٱلْغُيُوبِ|ٱلْغَيْبَ|غَآئِبِينَ|الْغَيْبِ|ٱلْغَيْبُ|غَيْبُ	غَيْب|غُيُوب|غَآئِبِين|غَيَٰبَت|غَآئِبَة|يَغْتَب|غَيْب|غَيْب
غ ي ث	غ ي ث	root_001118	غ ي ث	غ ي ث	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	31:34:8|42:28:5|57:20:21	ٱلْغَيْثَ|غَيْثٍ	غَيْث
غ ي ر	غ ي ر	root_001119	غ ي ر	غ ي ر	source_root_norm	150	same_word_same_root:150	unchanged:150	surface_or_stem_match:150	1:7:5|2:59:6|2:61:70|2:173:15|2:173:20|2:212:24|2:230:13|2:240:14	غَيْرِ|غَيْرَ|غَيْرَهُ|غَيْرَهَا|غَيْرُ|غَيْرِهِۦٓ|غَيْرِكُمْ|أَغَيْرَ	غَيْر|غَيْر|غَيْر|مُغَيِّر|يُغَيِّرُ|يُغَيِّرُ|يَتَغَيَّرْ
غ ي ض	غ ي ض	root_001120	غ ي ض	غ ي ض	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	11:44:12|13:8:9	غِيضَ|تَغِيضُ	غِيضَ
غ ي ظ	غ ي ظ	root_001121	غ ي ظ	غ ي ظ	source_root_norm	11	same_word_same_root:11	unchanged:11	surface_or_stem_match:11	3:119:25|3:119:29|3:134:9|9:15:3|9:120:42|22:15:28|25:12:9|26:55:5	ٱلْغَيْظِ|غَيْظِكُمْ|ٱلْغَيْظَ|غَيْظَ|يَغِيظُ|تَغَيُّظًا|غَآئِظُونَ|غَيْظِهِمْ	غَيْظ|غَيْظ|غَيْظ|يَغِيظُ|تَغَيُّظ|غَآئِظُون
ف ء د	ف ء د	root_001122	ف ء د	ف أ د	root_norm_unique	7	same_word_same_root:7	unchanged:7	surface_or_stem_match:7	6:113:5|11:120:11|17:36:14|25:32:16|28:10:3|46:26:17|53:11:3	أَفْـِٔدَةُ|فُؤَادَكَ|ٱلْفُؤَادَ|فُؤَادُ|أَفْـِٔدَةًۭ|ٱلْفُؤَادُ	فُؤَاد
ف ت ح	ف ت ح	root_001124	ف ت ح	ف ت ح	source_root_norm	35	same_word_same_root:35	corrected:2|unchanged:33	surface_or_stem_match:35	2:76:18|4:141:9|5:52:19|6:44:7|6:59:3|7:40:10|7:89:36|7:96:10	فَتَحَ|فَتْحٌ|بِالْفَتْحِ|فَتَحْنَا|مَفَاتِحُ|تُفَتَّحُ|ٱفْتَحْ|الْفَتْحُ	فَتَحَ|فَتْح|مَفَاتِح|تُفَتَّحُ|ٱسْتَفْتَحُ|فَتَحَ|فَتْح|فَتَّاح|مُّفَتَّحَة
ف ت ر	ف ت ر	root_001125	ف ت ر	ف ت ر	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	5:19:10|43:75:2	فَتْرَةٍ|يُفَتَّرُ	فَتْرَة|يُفَتَّرُ
ف ت ق	ف ت ق	root_001126	ف ت ق	ف ت ق	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	21:30:13	فَتَقْنَٰهُمَا	فَتَقْ
ف ت ل	ف ت ل	root_001127	ف ت ل	ف ت ل	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	4:49:15|4:77:57|17:71:20	فَتِيلًا|فَتِيلًۭا	فَتِيل
ف ت ن	ف ت ن	root_001128	ف ت ن	ف ت ن	source_root_norm	49	same_word_same_root:49	unchanged:49	surface_or_stem_match:49	2:102:39|2:193:6|4:101:17|5:49:16|5:71:5|6:53:4|7:27:5|8:25:3	فِتْنَةٌۭ|يَفْتِنَكُمُ|يَفْتِنُوكَ|فِتْنَةٌ|فَتَنَّا|يَفْتِنَنَّكُمُ|فِتْنَةًۭ|تَفْتِنِّي	فِتْنَة|فَتَنُ|فُتُون|فَٰتِنِين|مَفْتُون
ف ت ي	ف ت ي	root_001130	ف ت ي	ف ت ي	source_root_norm	7	same_word_same_root:7	disputed:7	surface_or_stem_match:7	12:30:9|12:36:5|18:13:8|18:22:37|21:60:3|37:11:2|37:149:2	فَتَاهَا|فَتَيَانِ|فِتْيَةٌ|تَسْتَفْتِ|فَتًى|ٱسْتَفْتِهِمْ	فَتَىٰ|فَتَيَان|فِتْيَة|يَسْتَفْتُ|فَتًى
ف ج ج	ف ج ج	root_001131	ف ج ج	ف ج ج	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	21:31:13|22:27:16|71:20:5	فِجَاجًۭا|فَجٍّ	فَجّ
ف ج ر	ف ج ر	root_001132	ف ج ر	ف ج ر	source_root_norm	22	same_word_same_root:22	unchanged:22	surface_or_stem_match:22	2:60:14|2:74:19|2:187:50|17:78:11|17:78:14|17:90:7|17:91:10|17:91:13	ٱنفَجَرَتْ|يَتَفَجَّرُ|ٱلْفَجْرِ|تَفْجُرَ|تُفَجِّرَ|تَفْجِيرًا|فَجَّرْنَا|الْفَجْرِ	ٱنفَجَرَتْ|يَتَفَجَّرُ|فَجْر|فَجْر|فَجْر|يَفْجُرَ|فُجِّرَتْ|تَفْجِير|فُجَّار
ف ج و	ف ج و	root_001133	ف ج و	ف ج و	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	18:17:20	فَجْوَةٍ	فَجْوَة
ف ح ش	ف ح ش	root_001134	ف ح ش	ف ح ش	source_root_norm	14	same_word_same_root:14	unchanged:14	surface_or_stem_match:14	2:169:6|2:268:7|3:135:5|4:19:25|4:25:51|7:28:4|7:28:19|12:24:21	ٱلْفَحْشَآءِ|فَٰحِشَةً|فَٰحِشَةٍۢ|فَٰحِشَةٍ|فَٰحِشَةًۭ|وَٱلْفَحْشَآءَ	فَحْشَآء|فَٰحِشَة
