rank	path_family_id	family_score	label_hint	members	ayahs	roots	core_branches	optional_branches	representative_path_id	construction_paths
90	PF0090	0.4892	sweetness / fruit / date / wax	74	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي و س ط	ج م ع:B011@5:نخل دقل اجتمع من النوى لا يعرف اسمه | ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | ش د د:B003@8:شد الحملة والعدو | ش ه د:B007@7:الشَّهْد في الشمع	ر ب ب:B012@6,11:ربة نبات | ر ب ب:B017@6,11:رباني الملاحين | ض ب ح:B001@1:صوت الضباح | ع د و:B002@1:العَدْو والحَضْر | ع د و:B003@1:العَدُوّ والعداوة | ع د و:B011@1:العَدَوِيّة من نبات الصيف | ق د ح:B009@2:رخص أطراف النبت	P1054	P1054[ع د و:B001→ش د د:B003 ; ش ه د:B007→ش د د:B003 ; ش ه د:B007→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ج م ع:B011→ر ب ب:B012] | P0434[ق د ح:B004→ح ب ب:B009 ; ع د و:B011→ق د ح:B004 ; ع د و:B011→ر ب ب:B012 ; ج م ع:B011→ر ب ب:B012 ; ج م ع:B011→ح ص ل:B005 ; ش ه د:B006→ح ص ل:B005 ; و ر ي:B007→ش ه د:B006 ; و ر ي:B007→ص د ر:B003 ; ص ب ح:B010→ص د ر:B003] | P0534[و س ط:B005→ج م ع:B002 ; ج م ع:B002→ر ب ب:B004 ; ع د و:B003→ج م ع:B002 ; ع د و:B003→ش د د:B003 ; ش ه د:B007→ش د د:B003 ; ش ه د:B007→ح ص ل:B005 ; ض ب ح:B001→ش د د:B003 ; ض ب ح:B001→ص ب ح:B004 ; ض ب ح:B001→ن ق ع:B005] | P0438[ع د و:B002→ض ب ح:B002 ; ع د و:B002→ش د د:B003 ; ش ه د:B007→ش د د:B003 ; ش ه د:B007→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ر ب ب:B017→ح ص ل:B005 ; ع د و:B002→ق د ح:B008 ; ق د ح:B008→ن ق ع:B002 ; ص ب ح:B002→ن ق ع:B002]
91	PF0091	0.4887	solid / residue / chunk / cauldron	5	1,4,5,6,8,10,11	ء ن س ث و ر ج م ع ح ب ب ح ص ل ر ب ب ش د د ض ب ح ع د و ك ن د	ث و ر:B005@4:ثورة الأقط: قطعة جامدة | ج م ع:B012@5:عظم الشيء كأنه جامع ممتلئ | ح ص ل:B003@10:البقية والحثالة بعد الرفع أو الفصل	ء ن س:B003@6:الأنس الذي يزيل الوحشة | ح ب ب:B001@8:الحبة التي تنبت وتحمل الحب | ح ب ب:B002@8:المحبة الملازمة للقلب | ح ب ب:B003@8:صيغة المدح وغاية الرغبة | ر ب ب:B014@6,11:رَبْرَب قطيع | ر ب ب:B016@6,11:رُبَى حاجة وعقدة ونعمة | ش د د:B001@8:شد العقد والوثاق | ض ب ح:B002@1:عدو ممدود الضبعين | ع د و:B002@1:العَدْو والحَضْر | ك ن د:B001@6:القطع والانفصال	P2091	P2091[ث و ر:B005→ج م ع:B012 ; ث و ر:B005→ر ب ب:B014 ; ج م ع:B012→ح ص ل:B003] | P1485[ر ب ب:B016→ح ب ب:B003 ; ر ب ب:B016→ح ص ل:B003 ; ج م ع:B012→ح ص ل:B003 ; ث و ر:B005→ج م ع:B012 ; ر ب ب:B016→ش د د:B001] | P1516[ث و ر:B005→ج م ع:B012 ; ج م ع:B012→ح ص ل:B003 ; ح ب ب:B001→ح ص ل:B003 ; ك ن د:B001→ح ب ب:B001] | P1834[ث و ر:B005→ج م ع:B012 ; ج م ع:B012→ح ص ل:B003 ; ح ب ب:B002→ح ص ل:B003 ; ء ن س:B003→ح ب ب:B002]
92	PF0092	0.4869	epidemiology / experience / infection / contagion	23	1,2,3,4,5,6,7,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل ر ب ب ش ه د ص ب ح ض ب ح ع د و ع ل م غ ي ر ق د ح ك ن د ن ق ع و ر ي	ر ب ب:B013@6,11:ماء رَبَب كثير | ع د و:B006@1:العَدْوى في انتقال الداء | غ ي ر:B002@3:الغَيْر في الدية | ن ق ع:B008@4:شراب بأنقع مجرب للموارد	ث و ر:B007@4:ثور الماء: طحلب يعلو السطح | ح ب ب:B004@8:حبة القلب سويداؤه | ر ب ب:B009@6,11:شاة رُبّى وحداثة | ش ه د:B006@7:الخارج عند الولادة والإدراك | ض ب ح:B005@1:الرماد | ع ل م:B005@9:ماء كثير مجتمع في عيلم | ع ل م:B007@9:ذكر الضباع يسمى العيلام	P1558	P1558[ع د و:B006→ن ق ع:B008 ; ع د و:B006→غ ي ر:B002 ; ع د و:B006→ح ب ب:B004 ; ن ق ع:B008→ر ب ب:B013 ; ع د و:B006→ع ل م:B007] | P0192[ع د و:B006→غ ي ر:B002 ; ع د و:B006→ر ب ب:B009 ; ر ب ب:B009→ش ه د:B006 ; ش ه د:B006→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ع د و:B006→ع ل م:B007 ; ض ب ح:B005→ع ل م:B007 ; ض ب ح:B005→ق د ح:B009 ; ع د و:B006→ح ب ب:B004] | P0212[ع د و:B006→ن ق ع:B008 ; ع د و:B006→غ ي ر:B002 ; ق د ح:B003→غ ي ر:B002 ; ق د ح:B003→ب ع ث ر:B002 ; ج م ع:B013→ب ع ث ر:B002 ; ن ق ع:B008→ر ب ب:B013 ; ث و ر:B007→ر ب ب:B013 ; ث و ر:B007→ح ب ب:B008 ; ر ب ب:B013→ع ل م:B005] | P0806[ع د و:B006→ن ق ع:B008 ; ع د و:B006→غ ي ر:B002 ; ن ق ع:B008→ر ب ب:B013 ; ر ب ب:B013→ع ل م:B005 ; ع د و:B006→و ر ي:B001 ; و ر ي:B001→ح ص ل:B004 ; ح ب ب:B011→ح ص ل:B004]
93	PF0093	0.4865	fire / spark / avian / lark	15	1,2,3,4,5,6,7,8,9,10,11	ث و ر ج م ع ح ب ب ح ص ل خ ب ر ر ب ب ش ه د ص ب ح ض ب ح ع د و ع ل م ق ب ر ق د ح ك ن د و ر ي و س ط	ث و ر:B006@4:ثور اسما لمكان أو قوم أو برج | ح ب ب:B011@8:نار الحباحب شرر لا ينتفع به | ح ص ل:B004@10:موضع يجتمع فيه الطعام في جوف الطائر | ض ب ح:B003@1:إحراق أعالي العود | ق ب ر:B003@9:القُبَّرة الطائر	ق د ح:B001@2:إيراء النار بالقدح | ق د ح:B002@2:نقر الشيء وعيبه | ك ن د:B004@6:اسم كندة	P0993	P0993[ث و ر:B006→ك ن د:B004 ; ث و ر:B006→ق ب ر:B003 ; ق ب ر:B003→ح ص ل:B004 ; ح ب ب:B011→ح ص ل:B004 ; ض ب ح:B003→ح ب ب:B011 ; ض ب ح:B003→ق د ح:B002] | P0435[و ر ي:B002→ق د ح:B001 ; ض ب ح:B003→ق د ح:B001 ; ض ب ح:B003→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004 ; ق ب ر:B003→ح ص ل:B004 ; ث و ر:B006→ق ب ر:B003 ; ث و ر:B006→ر ب ب:B008 ; ص ب ح:B005→ح ب ب:B011 ; ع ل م:B006→ق ب ر:B003] | P1085[ج م ع:B004→ش ه د:B001 ; و س ط:B002→ج م ع:B004 ; ق د ح:B002→و س ط:B002 ; ض ب ح:B003→ق د ح:B002 ; ض ب ح:B003→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004] | P0646[و ر ي:B002→ق د ح:B001 ; ض ب ح:B003→ق د ح:B001 ; ض ب ح:B003→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004 ; ق ب ر:B003→ح ص ل:B004 ; ث و ر:B006→ق ب ر:B003 ; ر ب ب:B012→ق ب ر:B003 ; ع د و:B011→ر ب ب:B012]
94	PF0094	0.4861	presence / participation / witness / anger	20	1,2,3,4,5,6,7,8,9,11	ء ن س ب ع ث ر ج م ع ح ب ب خ ب ر ر ب ب ش د د ش ه د ص ب ح ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي و س ط	ج م ع:B004@5:موضع أو يوم أو نداء يجمع الناس | ش ه د:B001@7:الحضور مع المشاهدة | ق ب ر:B004@9:طرف الأنف في الغضب | و س ط:B002@5:موضع الوسط بين الأطراف	ء ن س:B005@6:إنسان العين وصورة الإنسان في السواد | ض ب ح:B004@1:تغير اللون إلى السواد | ق د ح:B003@2:طعن في النسب | ن ق ع:B009@4:نقعه بالشتم القبيح	P1265	P1265[و س ط:B002→ج م ع:B004 ; ج م ع:B004→ش ه د:B001 ; و س ط:B002→ق ب ر:B004 ; ن ق ع:B009→ق ب ر:B004 ; ق د ح:B010→ن ق ع:B009] | P1233[ض ب ح:B004→ص ب ح:B006 ; ض ب ح:B004→ء ن س:B005 ; ء ن س:B005→ش ه د:B001 ; ج م ع:B004→ش ه د:B001 ; ض ب ح:B004→و ر ي:B002 ; و ر ي:B002→ق د ح:B001] | P0668[ج م ع:B004→ش ه د:B001 ; و س ط:B002→ج م ع:B004 ; و س ط:B002→ق ب ر:B004 ; ن ق ع:B009→ق ب ر:B004 ; ق د ح:B003→ن ق ع:B009 ; ر ب ب:B017→ق ب ر:B004 ; ق د ح:B003→غ ي ر:B002 ; ع د و:B007→غ ي ر:B002] | P1314[ج م ع:B005→ق ب ر:B004 ; ن ق ع:B009→ق ب ر:B004 ; ق د ح:B002→ن ق ع:B009 ; ض ب ح:B003→ق د ح:B002 ; ق د ح:B002→ش د د:B002]
95	PF0095	0.4856	death / abundance / copiousness / fang	3	2,4,5,6,7,9,10,11	ب ع ث ر ج م ع ح ص ل خ ب ر ر ب ب ش ه د ن ق ع و ر ي	خ ب ر:B004@11:الغزر في المزادة والناقة | ن ق ع:B006@4:سم ناقع ثابت أو قاتل | و ر ي:B004@2:شحم وار وسمن ظاهر	ب ع ث ر:B002@9:تبديد المتاع وقلب بعضه على بعض | ج م ع:B011@5:نخل دقل اجتمع من النوى لا يعرف اسمه | ج م ع:B013@5:ممالأة واجتماع مع غيرك على أمر | ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | ر ب ب:B009@6,11:شاة رُبّى وحداثة | ش ه د:B006@7:الخارج عند الولادة والإدراك	P2046	P2046[ن ق ع:B006→ج م ع:B013 ; ج م ع:B013→ب ع ث ر:B002 ; و ر ي:B004→ن ق ع:B006 ; و ر ي:B004→خ ب ر:B004] | P2154[و ر ي:B004→ن ق ع:B006 ; و ر ي:B004→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; و ر ي:B004→خ ب ر:B004] | P2158[و ر ي:B004→ن ق ع:B006 ; و ر ي:B004→ش ه د:B006 ; ر ب ب:B009→ش ه د:B006 ; و ر ي:B004→خ ب ر:B004]
96	PF0096	0.4852	selection / repair / care / exhumation	80	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ش ه د ص ب ح ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي و س ط	ب ع ث ر:B001@9:قلب التراب وكشف المدفون | خ ي ر:B002@8:فضل الصلاح والاصطفاء | ر ب ب:B002@6,11:إصلاح وتربية وإتمام | غ ي ر:B001@3:الصلاح والمنفعة بالميرة والسقي والإصلاح	ث و ر:B002@4:إثارة الشيء وتحريكه من موضعه | ح ص ل:B002@10:استخراج اللب أو النفيس من غلافه | خ ي ر:B001@8:الميل إلى الخير النافع | ر ب ب:B006@6,11:رُبّ خاثر وإصلاح به | ع ل م:B002@9:أثر يميز الشيء ويهدي إليه | ق ب ر:B001@9:مواراة الميت في القبر | و ر ي:B006@2:الجانب الوراء: خلف أو أمام أو سوى | و س ط:B001@5:العدل والخيار في موضع الوسط | و س ط:B004@5:مرتبة وسطى بين الجيد والرديء	P1066	P1066[غ ي ر:B001→و س ط:B001 ; غ ي ر:B001→ر ب ب:B002 ; ر ب ب:B002→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; غ ي ر:B001→خ ي ر:B001] | P0236[و ر ي:B001→ح ب ب:B006 ; ر ب ب:B006→ح ب ب:B006 ; غ ي ر:B001→ر ب ب:B006 ; ر ب ب:B006→ع ل م:B002 ; ج م ع:B001→ع ل م:B002 ; ج م ع:B001→ح ص ل:B001 ; ث و ر:B002→ع ل م:B002 ; غ ي ر:B001→خ ي ر:B002 ; و س ط:B004→خ ي ر:B002] | P1694[ج م ع:B009→ع ل م:B005 ; ر ب ب:B013→ع ل م:B005 ; غ ي ر:B005→ج م ع:B009 ; ع د و:B004→غ ي ر:B005 ; ث و ر:B007→ر ب ب:B013] | P0111[و ر ي:B006→و س ط:B004 ; و س ط:B004→خ ي ر:B002 ; غ ي ر:B001→خ ي ر:B002 ; غ ي ر:B001→ر ب ب:B002 ; ر ب ب:B002→ب ع ث ر:B001 ; ب ع ث ر:B001→ق ب ر:B001 ; ن ق ع:B004→ق ب ر:B001 ; ث و ر:B001→ن ق ع:B004 ; ب ع ث ر:B001→ح ص ل:B002]
97	PF0097	0.4845	water / quenching / syrup / drink	211	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي و س ط	ح ب ب:B006@8:الري حتى الامتلاء | ر ب ب:B006@6,11:رُبّ خاثر وإصلاح به | غ ي ر:B001@3:الصلاح والمنفعة بالميرة والسقي والإصلاح	خ ب ر:B002@11:لين الأرض ومائها | خ ي ر:B001@8:الميل إلى الخير النافع | خ ي ر:B002@8:فضل الصلاح والاصطفاء | ص ب ح:B003@3:الصبوح | ض ب ح:B003@1:إحراق أعالي العود | ن ق ع:B002@4:ماء ينقع الغلة ويروي | و ر ي:B001@2:داء يأكل الجوف أو يصيب الرئة	P0135	P0135[ر ب ب:B006→ح ب ب:B006 ; غ ي ر:B001→ر ب ب:B006 ; غ ي ر:B001→خ ي ر:B002 ; و س ط:B004→خ ي ر:B002 ; ص ب ح:B003→ح ب ب:B006 ; ق د ح:B001→ص ب ح:B003 ; ض ب ح:B003→ق د ح:B001 ; و ر ي:B002→ق د ح:B001 ; ن ق ع:B002→ح ب ب:B006] | P0346[ص ب ح:B009→ح ب ب:B006 ; ر ب ب:B006→ح ب ب:B006 ; ر ب ب:B006→ع ل م:B002 ; ث و ر:B002→ع ل م:B002 ; ث و ر:B002→ب ع ث ر:B001 ; ض ب ح:B004→ص ب ح:B009 ; ج م ع:B001→ع ل م:B002 ; ج م ع:B001→ح ص ل:B001 ; و ر ي:B001→ح ب ب:B006] | P0441[و س ط:B001→خ ي ر:B003 ; غ ي ر:B001→و س ط:B001 ; غ ي ر:B001→ر ب ب:B006 ; و ر ي:B003→خ ي ر:B003 ; و ر ي:B003→ق د ح:B003 ; ق د ح:B003→ن ق ع:B009 ; ن ق ع:B009→ق ب ر:B004 ; ج م ع:B005→ق ب ر:B004 ; ر ب ب:B006→ح ب ب:B006] | P0651[ض ب ح:B003→ق د ح:B008 ; ض ب ح:B003→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004 ; ق د ح:B008→ن ق ع:B002 ; ن ق ع:B002→خ ب ر:B002 ; ع د و:B010→خ ب ر:B002 ; ع د و:B010→ك ن د:B003 ; ص ب ح:B002→ن ق ع:B002]
98	PF0098	0.4833	top / gambling / gaming / demolition	192	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي و س ط	ب ع ث ر:B003@9:هدم الحوض وقلب أسفله أعلاه | ص د ر:B002@10:المقدّم والأعلى والأول | ض ب ح:B001@1:صوت الضباح | ق د ح:B007@2:عود السهم والقدح في الميسر	ج م ع:B008@5:القيد الذي يجمع اليدين إلى العنق | ر ب ب:B010@6,11:ربابة تجمع القداح | ش د د:B003@8:شد الحملة والعدو | ص ب ح:B004@3:يوم الصباح | ض ب ح:B003@1:إحراق أعالي العود	P0001	P0001[ع د و:B003→ش د د:B003 ; ض ب ح:B001→ش د د:B003 ; ض ب ح:B001→ب ع ث ر:B003 ; ب ع ث ر:B003→ص د ر:B002 ; ق د ح:B007→ص د ر:B002 ; ق د ح:B007→ر ب ب:B010 ; ج م ع:B008→ر ب ب:B010 ; ض ب ح:B001→ص ب ح:B004 ; ض ب ح:B001→ن ق ع:B005] | P0256[ن ق ع:B001→ب ع ث ر:B003 ; ب ع ث ر:B003→ص د ر:B002 ; ق د ح:B007→ص د ر:B002 ; ن ق ع:B001→ح ب ب:B008 ; ث و ر:B007→ح ب ب:B008 ; ث و ر:B007→ر ب ب:B013 ; ص ب ح:B007→ب ع ث ر:B003 ; و ر ي:B008→ص ب ح:B007 ; و ر ي:B008→خ ب ر:B003] | P0314[ث و ر:B004→ر ب ب:B014 ; ص ب ح:B008→ر ب ب:B014 ; ص ب ح:B008→خ ب ر:B004 ; و ر ي:B004→خ ب ر:B004 ; ث و ر:B004→ص د ر:B001 ; ع د و:B001→خ ب ر:B004 ; ع د و:B001→ش د د:B003 ; ض ب ح:B001→ش د د:B003 ; ض ب ح:B001→ب ع ث ر:B003] | P0036[ض ب ح:B001→ص ب ح:B002 ; ص ب ح:B002→ن ق ع:B002 ; ن ق ع:B002→ح ب ب:B006 ; ر ب ب:B006→ح ب ب:B006 ; غ ي ر:B001→ر ب ب:B006 ; ض ب ح:B001→ب ع ث ر:B003 ; ب ع ث ر:B003→ص د ر:B002 ; ق د ح:B007→ص د ر:B002 ; ن ق ع:B002→خ ب ر:B002]
99	PF0099	0.4822	epistemology / awareness / quenching / satiation	7	2,3,4,6,7,8,9,11	ء ن س ح ب ب خ ب ر ر ب ب ش ه د ص ب ح ع ل م ق د ح ن ق ع و ر ي	خ ب ر:B001@11:العلم بالخبر وباطن الأمر | ع ل م:B001@9:انكشاف الشيء للعارف | ن ق ع:B002@4:ماء ينقع الغلة ويروي	ء ن س:B002@6:إيناس الشيء برؤية أو إحساس أو سماع | ح ب ب:B006@8:الري حتى الامتلاء | ر ب ب:B003@6,11:علم رباني | ش ه د:B002@7:البيان بعلم | ص ب ح:B002@3:الإتيان صباحا	P2270	P2270[ء ن س:B002→ع ل م:B001 ; ع ل م:B001→خ ب ر:B001 ; ن ق ع:B002→ع ل م:B001 ; ن ق ع:B002→ح ب ب:B006] | P1342[ص ب ح:B002→ن ق ع:B002 ; ن ق ع:B002→ع ل م:B001 ; ع ل م:B001→خ ب ر:B001 ; ش ه د:B002→خ ب ر:B001 ; ر ب ب:B003→ع ل م:B001] | P2238[ء ن س:B002→ع ل م:B001 ; ع ل م:B001→خ ب ر:B001 ; ن ق ع:B001→ء ن س:B002 ; ن ق ع:B001→ح ب ب:B008] | P1949[ص ب ح:B002→ن ق ع:B002 ; ن ق ع:B002→ع ل م:B001 ; ع ل م:B001→خ ب ر:B001 ; و ر ي:B005→خ ب ر:B001]
100	PF0100	0.4801	desire / epidemiology / indemnity / restitution	3	1,3,6,8,9,11	ح ب ب ر ب ب ع د و ع ل م غ ي ر	ح ب ب:B003@8:صيغة المدح وغاية الرغبة | ر ب ب:B016@6,11:رُبَى حاجة وعقدة ونعمة | ع د و:B006@1:العَدْوى في انتقال الداء | غ ي ر:B002@3:الغَيْر في الدية	ر ب ب:B015@6,11:حرف رب وربما | ع د و:B004@1:المجاوزة والاستثناء والصرف | ع ل م:B006@9:طائر جارح يسمى العلام | غ ي ر:B005@3:السوى والخلاف والاستثناء والنفي	P2398	P2398[ع د و:B006→غ ي ر:B002 ; ع د و:B006→ر ب ب:B016 ; ر ب ب:B016→ح ب ب:B003] | P2357[ع د و:B004→غ ي ر:B005 ; ع د و:B004→ح ب ب:B003 ; ر ب ب:B016→ح ب ب:B003] | P2481[ع د و:B006→غ ي ر:B002 ; غ ي ر:B002→ع ل م:B006 ; ر ب ب:B015→ع ل م:B006]
101	PF0101	0.4789	anger / fist / food / syrup	1	3,5,6,8,9,11	ج م ع ح ب ب ر ب ب غ ي ر ق ب ر	ج م ع:B005@5:قبضة الكف إذا ضمت الأصابع | ح ب ب:B006@8:الري حتى الامتلاء | ر ب ب:B006@6,11:رُبّ خاثر وإصلاح به | غ ي ر:B001@3:الصلاح والمنفعة بالميرة والسقي والإصلاح | ق ب ر:B004@9:طرف الأنف في الغضب		P2083	P2083[ج م ع:B005→ح ب ب:B006 ; ر ب ب:B006→ح ب ب:B006 ; غ ي ر:B001→ر ب ب:B006 ; ج م ع:B005→ق ب ر:B004]
102	PF0102	0.4785	stay / split / immobility / fissure	3	1,2,6,8,9,11	ء ن س ح ب ب ر ب ب ض ب ح ع د و ع ل م ق د ح	ح ب ب:B005@8:البعير يلزم مكانه من عجز | ر ب ب:B007@6,11:لزوم وإقامة ودوام | ع ل م:B004@9:شق ظاهر في الشفة العليا	ء ن س:B004@6:الجانب الإنسي المقبل على الإنسان | ض ب ح:B002@1:عدو ممدود الضبعين | ض ب ح:B003@1:إحراق أعالي العود | ع د و:B002@1:العَدْو والحَضْر | ع د و:B009@1:العَداء والعُدوة في الجانب والطوار | ق د ح:B008@2:ضمر الفرس وغؤور العين	P2290	P2290[ع د و:B002→ح ب ب:B005 ; ح ب ب:B005→ع ل م:B004 ; ر ب ب:B007→ح ب ب:B005 ; ع د و:B002→ض ب ح:B002] | P2208[ق د ح:B008→ح ب ب:B005 ; ح ب ب:B005→ع ل م:B004 ; ر ب ب:B007→ح ب ب:B005 ; ض ب ح:B003→ق د ح:B008] | P2294[ع د و:B009→ء ن س:B004 ; ء ن س:B004→ر ب ب:B007 ; ر ب ب:B007→ح ب ب:B005 ; ح ب ب:B005→ع ل م:B004]
103	PF0103	0.4777	blood / afterbirth / puberty / ewe	4	2,4,5,6,7,9,11	ج م ع ر ب ب ش ه د ق ب ر ق د ح ن ق ع و ر ي و س ط	ر ب ب:B009@6,11:شاة رُبّى وحداثة | ش ه د:B006@7:الخارج عند الولادة والإدراك | ق ب ر:B004@9:طرف الأنف في الغضب | ق د ح:B003@2:طعن في النسب	ج م ع:B007@5:حال المرأة أو الأنثى التي بقي حملها أو عذرها معها | ن ق ع:B009@4:نقعه بالشتم القبيح | و ر ي:B006@2:الجانب الوراء: خلف أو أمام أو سوى | و س ط:B002@5:موضع الوسط بين الأطراف | و س ط:B004@5:مرتبة وسطى بين الجيد والرديء	P2445	P2445[ق د ح:B003→ج م ع:B007 ; ق د ح:B003→ش ه د:B006 ; ر ب ب:B009→ش ه د:B006] | P1692[ر ب ب:B009→ش ه د:B006 ; ق د ح:B003→ش ه د:B006 ; ق د ح:B003→ن ق ع:B009 ; ن ق ع:B009→ق ب ر:B004] | P2450[و ر ي:B006→ر ب ب:B009 ; ر ب ب:B009→ش ه د:B006 ; و ر ي:B006→و س ط:B004] | P2515[و س ط:B002→ش ه د:B006 ; ر ب ب:B009→ش ه د:B006 ; و س ط:B002→ق ب ر:B004]
104	PF0104	0.477	anger / attack / fruit / captain	47	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ج م ع ح ب ب ح ص ل خ ب ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع د و غ ي ر ق ب ر ق د ح ن ق ع و ر ي و س ط	ق ب ر:B004@9:طرف الأنف في الغضب | ن ق ع:B009@4:نقعه بالشتم القبيح	ج م ع:B005@5:قبضة الكف إذا ضمت الأصابع | ج م ع:B011@5:نخل دقل اجتمع من النوى لا يعرف اسمه | ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | ر ب ب:B017@6,11:رباني الملاحين | ش د د:B005@8:شد النهار وارتفاعه | ش ه د:B007@7:الشَّهْد في الشمع | ض ب ح:B004@1:تغير اللون إلى السواد | ق د ح:B003@2:طعن في النسب | ق د ح:B010@2:اقتداح الأمر بالنظر والتدبير | و س ط:B002@5:موضع الوسط بين الأطراف	P0747	P0747[ص ب ح:B009→ج م ع:B005 ; ج م ع:B005→ق ب ر:B004 ; ن ق ع:B009→ق ب ر:B004 ; ق د ح:B003→ن ق ع:B009 ; ر ب ب:B017→ق ب ر:B004 ; ض ب ح:B004→ص ب ح:B009 ; ر ب ب:B017→ح ص ل:B005 ; ش ه د:B007→ح ص ل:B005] | P0890[ض ب ح:B004→ص ب ح:B001 ; ص ب ح:B001→ش د د:B005 ; ق د ح:B010→ش د د:B005 ; ق د ح:B010→ج م ع:B013 ; ج م ع:B013→ب ع ث ر:B002 ; ج م ع:B013→ر ب ب:B004 ; ق د ح:B010→ن ق ع:B009] | P0378[ج م ع:B004→ش ه د:B001 ; ع د و:B003→ج م ع:B004 ; ع د و:B003→ش د د:B003 ; و س ط:B002→ج م ع:B004 ; و س ط:B002→ق ب ر:B004 ; ن ق ع:B009→ق ب ر:B004 ; ق د ح:B003→ن ق ع:B009 ; ر ب ب:B017→ق ب ر:B004 ; ر ب ب:B017→ح ص ل:B005] | P0851[ق د ح:B004→ح ب ب:B009 ; ع د و:B011→ق د ح:B004 ; ع د و:B011→ر ب ب:B012 ; ج م ع:B005→ح ب ب:B009 ; ج م ع:B005→ق ب ر:B004 ; ن ق ع:B009→ق ب ر:B004 ; ر ب ب:B012→ح ص ل:B002]
105	PF0105	0.4763	knot / bond / desire / reinforcement	18	1,2,3,4,5,6,7,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ي ر ر ب ب ش د د ش ه د ص ب ح ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح	ح ب ب:B003@8:صيغة المدح وغاية الرغبة | ر ب ب:B016@6,11:رُبَى حاجة وعقدة ونعمة | ش د د:B001@8:شد العقد والوثاق	ب ع ث ر:B001@9:قلب التراب وكشف المدفون | ج م ع:B011@5:نخل دقل اجتمع من النوى لا يعرف اسمه | ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | خ ي ر:B005@8:الكرم والهبة | ش ه د:B007@7:الشَّهْد في الشمع | ع د و:B007@1:العَوادي والعادية الشاغلة | غ ي ر:B002@3:الغَيْر في الدية | ق د ح:B002@2:نقر الشيء وعيبه	P1384	P1384[ع د و:B007→ش د د:B001 ; ر ب ب:B016→ش د د:B001 ; ع د و:B007→غ ي ر:B002 ; ر ب ب:B016→ح ب ب:B003 ; ح ب ب:B003→خ ي ر:B005] | P0568[ق د ح:B002→ش د د:B001 ; ر ب ب:B016→ش د د:B001 ; ش ه د:B007→ش د د:B001 ; ش ه د:B007→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ر ب ب:B016→ح ب ب:B003 ; ض ب ح:B003→ق د ح:B002 ; ح ب ب:B003→خ ي ر:B005] | P1833[ر ب ب:B016→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ر ب ب:B016→ش د د:B001 ; ث و ر:B002→ع ل م:B002] | P2138[ر ب ب:B016→ح ب ب:B003 ; ع د و:B012→ر ب ب:B016 ; ع د و:B012→ع ل م:B007 ; ض ب ح:B005→ع ل م:B007]
