rank	path_id	path_score	label_hint	ayahs	roots	branch_chain
4469	P4469	0.4343	body_health_life/reproduction_birth / stray / uterus / owner	1,2,3,7	ر ب ب ر ح م ض ل ل	ر ح م:B003:رَحِم الأنثى | ر ب ب:B014:رَبْرَب قطيع | ض ل ل:B005:الضالّة في المضيعة
4470	P4470	0.4343	commitment / memory / recall / endeavor	5,6,7	ض ل ل ع و ن ق و م	ع و ن:B008:النسبة إلى عانة | ق و م:B003:عزم ونهوض إلى الأمر | ض ل ل:B004:ضياع الحفظ
4471	P4471	0.4342	stray / enslavement / owner / subjugation	4,5,7	د ي ن ض ل ل ع و ن	د ي ن:B004:الإذلال والملك | ع و ن:B002:العَوان بين السنين | ض ل ل:B005:الضالّة في المضيعة
4472	P4472	0.4342	commitment / breakdown / intensification / endeavor	5,6,7	ع ب د ق و م ن ع م	ع ب د:B011:العطب والانقطاع | ق و م:B003:عزم ونهوض إلى الأمر | ن ع م:B010:زاد وأنعم في الفعل
4473	P4473	0.4342	welfare / blessing / kinship_society/hospitality_welfare / satire	2,6,7	ر ب ب ن ع م ه د ي	ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ه د ي:B011:إهداء الشعر ومهاداته | ن ع م:B001:حسن الحال والنعمة
4474	P4474	0.4341	settlement / city / comfort / polity	4,6,7	د ي ن ق و م ن ع م	د ي ن:B006:مدينة الطاعة | ق و م:B011:قامة وقوام الجسم والطول | ن ع م:B011:موافقة المكان وطيب المقام
4475	P4475	0.4341	conflict_security/conflict / family / overcast / relative	1,2,3,7	ر ب ب ر ح م غ ض ب	ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B008:رباب السحاب | غ ض ب:B003:المراغمة والمخالفة
4476	P4476	0.4341	posture / body_health_life/reproduction_birth / uterus / mounting	1,3,6	ر ح م س م و ق و م	س م و:B003:تطاول الفحل على الشول | ر ح م:B003:رَحِم الأنثى | ق و م:B002:انتصاب وقيام بالبدن
4477	P4477	0.4341	praise / reputation / breakdown / goodness	1,2,5	س م و ع ب د ع ل م	س م و:B008:الصيت الحسن المنتشر | ع ل م:B004:شق ظاهر في الشفة العليا | ع ب د:B011:العطب والانقطاع
4478	P4478	0.4341	comfort / settlement / rectitude / nurture	2,6,7	ر ب ب ق و م ن ع م	ر ب ب:B002:إصلاح وتربية وإتمام | ق و م:B008:استقامة واعتدال واستواء | ن ع م:B011:موافقة المكان وطيب المقام
4479	P4479	0.434	treaty / pact / wildness / coarseness	2,5,7	ر ب ب ع و ن غ ض ب	ر ب ب:B011:ربابة عهد وميثاق | ع و ن:B006:العانة قطيع الحمر | غ ض ب:B005:غلظ الجسم وشدة الحمرة
4480	P4480	0.434	substitution / comfort / settlement / proxy	5,6,7	ع و ن ق و م ن ع م	ع و ن:B004:النخلة العَوانة القديمة | ق و م:B007:نيابة وقيام مقام غيره | ن ع م:B011:موافقة المكان وطيب المقام
4481	P4481	0.434	boundary / veneration / pillar / middle	4,5,6	ع ب د ق و م م ل ك	م ل ك:B006:مَلَك الطريق والوادي | ع ب د:B006:التكريم والتعظيم | ق و م:B009:قوام وعماد ومعاش
4482	P4482	0.4339	comfort / governance / delicacy / refinement	4,6,7	ق و م م ل ك ن ع م	م ل ك:B007:الماء مَلَك الأمر | ق و م:B004:رعاية وحفظ وولاية | ن ع م:B002:اللين والنعومة ورفاه العيش
4483	P4483	0.4338	posture / breakdown / invocation / stance	1,2,5,6	ء ل ه ع ب د ق و م	ء ل ه:B002:اسم الله في القسم والنداء | ع ب د:B011:العطب والانقطاع | ق و م:B002:انتصاب وقيام بالبدن
4484	P4484	0.4338	bird / greenery / stoutness / ostrich	2,5,7	ر ب ب ع ب د ن ع م	ر ب ب:B012:ربة نبات | ع ب د:B007:القوة والصلابة | ن ع م:B006:النعام والنعامة الطائر
4485	P4485	0.4338	mounting / swallowing / ingestion / shield	1,6,7	س م و ص ر ط غ ض ب	س م و:B003:تطاول الفحل على الشول | ص ر ط:B002:الغيبة في المرور والبلع | غ ض ب:B008:جلد صلب أو مطوي كدرقة
4486	P4486	0.4338	polarity / commendation / admiration / approval	2,6,7	ر ب ب ص ر ط ن ع م	ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ن ع م:B003:مدح الشيء بنعم
4487	P4487	0.4337	heraldry / ceiling / overhead / banner	1,2,7	س م و ع ل م ن ع م	س م و:B004:السماء وما علا فأظل | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ن ع م:B007:ما سمي نعامة تشبيها بالهيئة
4488	P4488	0.4337	submission / posture / body_health_life/reproduction_birth / monotheism	1,3,5,6	ر ح م ع ب د ق و م	ر ح م:B003:رَحِم الأنثى | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B002:انتصاب وقيام بالبدن
4489	P4489	0.4337	pedestrian / travel / chase / abode	1,6,7	س م و ق و م ن ع م	س م و:B006:الخروج للصيد | ق و م:B006:مقام وإقامة في موضع | ن ع م:B012:المشي على القدم وابتذالها
4490	P4490	0.4337	stray / carnivore / hyena / dinar	2,6,7	ض ل ل ع ل م ق و م	ع ل م:B007:ذكر الضباع يسمى العيلام | ق و م:B015:وزن سواء ومقدار معتدل | ض ل ل:B005:الضالّة في المضيعة
4491	P4491	0.4337	stopping / chattel / inability / freezing	4,5,6	ع ب د ق و م م ل ك	م ل ك:B008:المتقدم القائد في الحيوان | ع ب د:B001:الرق والملك | ق و م:B016:جمود ووقوف وكلال
4492	P4492	0.4337	herd / disease / guide / forerunner	4,6,7	ق و م م ل ك ن ع م	م ل ك:B008:المتقدم القائد في الحيوان | ق و م:B020:قوام في قوائم الشاة | ن ع م:B005:مال الأنعام والإبل
4493	P4493	0.4336	prayer / honor / governance / solace	1,2,6,7	ء ل ه ق و م ن ع م	ء ل ه:B002:اسم الله في القسم والنداء | ق و م:B004:رعاية وحفظ وولاية | ن ع م:B013:نعم الله بك عينا وقرة العين
4494	P4494	0.4336	governance / boast / routine / law_governance/authority_governance	2,4,6	ح م د د ي ن ق و م	ح م د:B005:يتحمد بالمنة | د ي ن:B005:العادة والشأن | ق و م:B004:رعاية وحفظ وولاية
4495	P4495	0.4336	submission / monotheism / intensification / degree	2,5,7	ر ب ب ع ب د ن ع م	ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B010:زاد وأنعم في الفعل
4496	P4496	0.4336	commitment / endeavor / initiative / village	2,5,6	ع ل م ع و ن ق و م	ع ل م:B001:انكشاف الشيء للعارف | ع و ن:B008:النسبة إلى عانة | ق و م:B003:عزم ونهوض إلى الأمر
4497	P4497	0.4335	hierarchy / property / stray / dominion	2,4,7	د ي ن ر ب ب ض ل ل	ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B004:الإذلال والملك | ض ل ل:B005:الضالّة في المضيعة
4498	P4498	0.4335	veneration / abode / stay / dignity	2,5,6	ر ب ب ع ب د ق و م	ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ع ب د:B006:التكريم والتعظيم | ق و م:B006:مقام وإقامة في موضع
4499	P4499	0.4335	conflict_security/conflict / judgment / veneration / resurrection	5,6,7	ع ب د غ ض ب ق و م	ع ب د:B006:التكريم والتعظيم | ق و م:B013:قيامة وبعث وقيام الساعة | غ ض ب:B003:المراغمة والمخالفة
4500	P4500	0.4335	blessing / gift / honor / kinship_society/hospitality_welfare	2,6,7	ر ب ب ن ع م ه د ي	ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ه د ي:B004:بعثة لطف وهدية إلى ذي مودة | ن ع م:B013:نعم الله بك عينا وقرة العين
4501	P4501	0.4334	enslavement / present / treaty / pact	2,5,6	ر ب ب ع ب د ه د ي	ر ب ب:B011:ربابة عهد وميثاق | ع ب د:B004:التعبيد والاستعباد | ه د ي:B004:بعثة لطف وهدية إلى ذي مودة
4502	P4502	0.4334	pedestrian / travel / enslavement / appellation	1,5,7	س م و ع ب د ن ع م	س م و:B005:الاسم تنويه ودلالة | ع ب د:B004:التعبيد والاستعباد | ن ع م:B012:المشي على القدم وابتذالها
4503	P4503	0.4334	conflict_security/conflict / carnivore / hyena / swallowing	2,6,7	ص ر ط ع ل م غ ض ب	ع ل م:B007:ذكر الضباع يسمى العيلام | ص ر ط:B002:الغيبة في المرور والبلع | غ ض ب:B003:المراغمة والمخالفة
4504	P4504	0.4333	posture / enslavement / fury / stance	5,6,7	ع ب د غ ض ب ق و م	ع ب د:B004:التعبيد والاستعباد | ق و م:B002:انتصاب وقيام بالبدن | غ ض ب:B001:اشتداد السخط وثورانه للانتقام
4505	P4505	0.4333	judgment / daytime / resurrection / sunrise	2,4,6	ر ب ب ق و م ي و م	ر ب ب:B002:إصلاح وتربية وإتمام | ي و م:B001:وقت النهار المحدود | ق و م:B013:قيامة وبعث وقيام الساعة
4506	P4506	0.4332	goal / utmost / culmination / divergence	2,5,6	ح م د ع ب د ق و م	ح م د:B004:حماداك الغاية المحمودة | ع ب د:B010:التفرق في الوجوه | ق و م:B019:وجع قائم بالعضو
4507	P4507	0.4332	stoutness / routine / custom / habit	2,4,5	د ي ن ر ب ب ع ب د	ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | د ي ن:B005:العادة والشأن | ع ب د:B007:القوة والصلابة
4508	P4508	0.4331	prayer / blessing / honor / solace	1,2,7	ء ل ه ر ب ب ن ع م	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ن ع م:B013:نعم الله بك عينا وقرة العين
4509	P4509	0.4331	ecology / agriculture / greenery / antiquity	2,5,6,7	ر ب ب ص ر ط ع و ن	ر ب ب:B012:ربة نبات | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة
4510	P4510	0.4331	men / faction / cattle / defeat	2,6,7	ر ب ب ق و م ن ع م	ر ب ب:B014:رَبْرَب قطيع | ق و م:B001:جماعة الناس والرجال | ن ع م:B008:طيران النعامة وتفرق القوم
4511	P4511	0.433	burial / resource / water / hiddenness	2,4,7	ر ب ب ض ل ل م ل ك	ر ب ب:B013:ماء رَبَب كثير | م ل ك:B007:الماء مَلَك الأمر | ض ل ل:B002:الغيبوبة والخفاء
4512	P4512	0.4329	mainstay / assent / boast / confirmation	2,4,7	ح م د م ل ك ن ع م	ح م د:B005:يتحمد بالمنة | م ل ك:B005:مِلاك الأمر وعِماده | ن ع م:B004:الجواب بنعم والتصديق
4513	P4513	0.4329	ceiling / overhead / treaty / pact	1,2,7	ر ب ب س م و ن ع م	س م و:B004:السماء وما علا فأظل | ر ب ب:B011:ربابة عهد وميثاق | ن ع م:B007:ما سمي نعامة تشبيها بالهيئة
4514	P4514	0.4329	veneration / carnivore / hyena / pillar	2,5,6	ع ب د ع ل م ق و م	ع ل م:B007:ذكر الضباع يسمى العيلام | ع ب د:B006:التكريم والتعظيم | ق و م:B009:قوام وعماد ومعاش
4515	P4515	0.4329	honor / refugee / protectiveness / pubis	5,6,7	ع و ن غ ي ر ه د ي	ع و ن:B007:عانة الرجل | ه د ي:B007:هدي الحرمة والأسير | غ ي ر:B004:الغَيْرة على الأهل
4516	P4516	0.4329	rectitude / evenness / moderation / stoutness	2,5,6	ر ب ب ع ب د ق و م	ر ب ب:B007:لزوم وإقامة ودوام | ع ب د:B007:القوة والصلابة | ق و م:B008:استقامة واعتدال واستواء
4517	P4517	0.4329	support / mainstay / rectitude / evenness	4,5,6	ع و ن ق و م م ل ك	م ل ك:B005:مِلاك الأمر وعِماده | ع و ن:B001:الإعانة والمظاهرة | ق و م:B008:استقامة واعتدال واستواء
4518	P4518	0.4329	grammar / veneration / preposition / quantification	2,5,7	ر ب ب ع ب د ن ع م	ر ب ب:B015:حرف رب وربما | ع ب د:B006:التكريم والتعظيم | ن ع م:B003:مدح الشيء بنعم
4519	P4519	0.4329	dullard / torpor / pedestrian / travel	5,6,7	ع ب د ن ع م ه د ي	ع ب د:B004:التعبيد والاستعباد | ه د ي:B009:الهداء البليد الضعيف | ن ع م:B012:المشي على القدم وابتذالها
4520	P4520	0.4328	departure / overcast / chase / defeat	1,2,7	ر ب ب س م و ن ع م	س م و:B006:الخروج للصيد | ر ب ب:B008:رباب السحاب | ن ع م:B008:طيران النعامة وتفرق القوم
4521	P4521	0.4328	inflammation / family / puffiness / relative	1,2,3,7	ر ب ب ر ح م غ ض ب	ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B012:ربة نبات | غ ض ب:B006:تورم العين وما حولها
4522	P4522	0.4328	body_health_life/reproduction_birth / burial / uterus / hiddenness	1,2,3,7	ر ب ب ر ح م ض ل ل	ر ح م:B003:رَحِم الأنثى | ر ب ب:B009:شاة رُبّى وحداثة | ض ل ل:B002:الغيبوبة والخفاء
4523	P4523	0.4328	conflict_security/conflict / body_health_life/reproduction_birth / mainstay / uterus	1,3,4,7	ر ح م غ ض ب م ل ك	ر ح م:B003:رَحِم الأنثى | م ل ك:B005:مِلاك الأمر وعِماده | غ ض ب:B003:المراغمة والمخالفة
4524	P4524	0.4328	intensification / nurture / degree / swiftness	2,5,7	ر ب ب ع ب د ن ع م	ر ب ب:B002:إصلاح وتربية وإتمام | ع ب د:B009:قلة اللبث وسرعة العدو | ن ع م:B010:زاد وأنعم في الفعل
4525	P4525	0.4327	gratitude / veneration / intactness / dignity	2,5,6	ح م د ع ب د ق و م	ح م د:B001:الحمد خلاف الذم | ع ب د:B006:التكريم والتعظيم | ق و م:B021:عين قائمة ذاهبة البصر
4526	P4526	0.4327	boundary / ceiling / overhead / dominion	1,2,4	ر ب ب س م و م ل ك	س م و:B004:السماء وما علا فأظل | ر ب ب:B001:ربوبية وملك وسيادة | م ل ك:B006:مَلَك الطريق والوادي
4527	P4527	0.4327	lending / enslavement / borrowing / credit	4,5,6	د ي ن ع ب د ه د ي	د ي ن:B003:الدين المالي | ع ب د:B004:التعبيد والاستعباد | ه د ي:B008:مشي التهادي مع الاعتماد والتمايل
4528	P4528	0.4326	pricing / boast / appraisal / economy_property/commerce_exchange	2,5,6	ح م د ع و ن ق و م	ح م د:B005:يتحمد بالمنة | ع و ن:B001:الإعانة والمظاهرة | ق و م:B010:قيمة وتقويم وتسعير
4529	P4529	0.4326	ritual_belief/religion_worship / devotion / worship / religion	1,2,4,5	ء ل ه د ي ن ع ب د	ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة
4530	P4530	0.4325	divinity / creed / pity / regret	1,3,4,5	د ي ن ر ح م ع ب د	ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب
4531	P4531	0.4325	property / stray / dominion / owner	2,5,7	ر ب ب ض ل ل ع ب د	ر ب ب:B001:ربوبية وملك وسيادة | ع ب د:B009:قلة اللبث وسرعة العدو | ض ل ل:B005:الضالّة في المضيعة
4532	P4532	0.4325	overcast / chase / front / subsistence	1,2,6	ر ب ب س م و ه د ي	س م و:B006:الخروج للصيد | ر ب ب:B008:رباب السحاب | ه د ي:B003:المتقدم الهادي وأوائل الشيء
4533	P4533	0.4325	posture / breakdown / stance / greenery	2,5,6	ر ب ب ع ب د ق و م	ر ب ب:B012:ربة نبات | ع ب د:B011:العطب والانقطاع | ق و م:B002:انتصاب وقيام بالبدن
4534	P4534	0.4325	disease / mounting / swallowing / stance	1,6,7	س م و ص ر ط ق و م	س م و:B003:تطاول الفحل على الشول | ص ر ط:B002:الغيبة في المرور والبلع | ق و م:B020:قوام في قوائم الشاة
4535	P4535	0.4325	posture / weather / south / stance	2,6,7	ر ب ب ق و م ن ع م	ر ب ب:B007:لزوم وإقامة ودوام | ق و م:B002:انتصاب وقيام بالبدن | ن ع م:B009:النعامى ريح لينة
4536	P4536	0.4324	comfort / authority / settlement / veneration	4,5,7	د ي ن ع ب د ن ع م	د ي ن:B001:الطاعة والانقياد | ع ب د:B006:التكريم والتعظيم | ن ع م:B011:موافقة المكان وطيب المقام
4537	P4537	0.4324	covenant / refugee / treaty / captive	2,5,6	ر ب ب ع و ن ه د ي	ر ب ب:B011:ربابة عهد وميثاق | ع و ن:B006:العانة قطيع الحمر | ه د ي:B007:هدي الحرمة والأسير
4538	P4538	0.4324	repair / care / nurture / agriculture	1,2,3,7	ر ب ب ر ح م غ ي ر	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B002:إصلاح وتربية وإتمام | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح
4539	P4539	0.4323	posture / enslavement / creed / stance	4,5,6	د ي ن ع ب د ق و م	د ي ن:B001:الطاعة والانقياد | ع ب د:B004:التعبيد والاستعباد | ق و م:B002:انتصاب وقيام بالبدن
4540	P4540	0.4323	grammar / preposition / dullard / torpor	1,2,3,6	ر ب ب ر ح م ه د ي	ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B015:حرف رب وربما | ه د ي:B009:الهداء البليد الضعيف
4541	P4541	0.4323	grammar / preposition / dullard / torpor	2,6,7	ر ب ب ن ع م ه د ي	ر ب ب:B015:حرف رب وربما | ه د ي:B009:الهداء البليد الضعيف | ن ع م:B004:الجواب بنعم والتصديق
4542	P4542	0.4321	honor / competition / protectiveness / hawk	1,2,7	س م و ع ل م غ ي ر	س م و:B007:المساماة والمباراة | ع ل م:B006:طائر جارح يسمى العلام | غ ي ر:B004:الغَيْرة على الأهل
4543	P4543	0.432	goal / submission / utmost / culmination	2,5,7	ح م د ع ب د غ ي ر	ح م د:B004:حماداك الغاية المحمودة | ع ب د:B003:العبادة والطاعة الخاضعة | غ ي ر:B002:الغَيْر في الدية
4544	P4544	0.432	present / treaty / pact / offering	2,6,7	ر ب ب ن ع م ه د ي	ر ب ب:B011:ربابة عهد وميثاق | ه د ي:B004:بعثة لطف وهدية إلى ذي مودة | ن ع م:B007:ما سمي نعامة تشبيها بالهيئة
4545	P4545	0.432	family / relative / greenery / penetration	1,2,3,6,7	ر ب ب ر ح م ص ر ط	ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B012:ربة نبات | ص ر ط:B003:السيف القاطع الماضي في الضربة
4546	P4546	0.432	commitment / praise / comfort / reputation	1,6,7	س م و ق و م ن ع م	س م و:B008:الصيت الحسن المنتشر | ق و م:B003:عزم ونهوض إلى الأمر | ن ع م:B011:موافقة المكان وطيب المقام
4547	P4547	0.432	boundary / chattel / dullard / torpor	4,5,6	ع ب د م ل ك ه د ي	م ل ك:B006:مَلَك الطريق والوادي | ع ب د:B001:الرق والملك | ه د ي:B009:الهداء البليد الضعيف
4548	P4548	0.432	otherness / difference / exception / approval	2,4,7	ح م د غ ي ر ي و م	ح م د:B002:وجود الشيء محمودا | ي و م:B003:كائنة اليوم وشدته | غ ي ر:B005:السوى والخلاف والاستثناء والنفي
4549	P4549	0.432	assent / confirmation / dialogue / affirmation	4,5,7	ع و ن ن ع م ي و م	ي و م:B003:كائنة اليوم وشدته | ع و ن:B001:الإعانة والمظاهرة | ن ع م:B004:الجواب بنعم والتصديق
4550	P4550	0.4319	disease / dominion / guide / forerunner	2,4,6	ر ب ب ق و م م ل ك	ر ب ب:B001:ربوبية وملك وسيادة | م ل ك:B008:المتقدم القائد في الحيوان | ق و م:B020:قوام في قوائم الشاة
4551	P4551	0.4319	property / stray / dominion / owner	2,5,7	ر ب ب ض ل ل ع و ن	ر ب ب:B001:ربوبية وملك وسيادة | ع و ن:B005:استواء الخلقة وتلاحق القوة | ض ل ل:B005:الضالّة في المضيعة
4552	P4552	0.4319	family / nurse / stepchild / espousal	1,2,3,4	ر ب ب ر ح م م ل ك	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B005:ربيب وربيبة ورابة | م ل ك:B004:الإملاك والتزويج
4553	P4553	0.4319	mounting / cosmetic / split / stallion	1,2,5	س م و ع ب د ع ل م	س م و:B003:تطاول الفحل على الشول | ع ل م:B004:شق ظاهر في الشفة العليا | ع ب د:B012:صَلاءة الطيب
4554	P4554	0.4319	city / commitment / praise / reputation	1,4,6	د ي ن س م و ق و م	س م و:B008:الصيت الحسن المنتشر | د ي ن:B006:مدينة الطاعة | ق و م:B003:عزم ونهوض إلى الأمر
4555	P4555	0.4319	commitment / praise / reputation / endeavor	1,4,6	س م و ق و م ي و م	س م و:B008:الصيت الحسن المنتشر | ي و م:B003:كائنة اليوم وشدته | ق و م:B003:عزم ونهوض إلى الأمر
4556	P4556	0.4319	stray / dinar / enslavement / owner	4,6,7	د ي ن ض ل ل ق و م	د ي ن:B004:الإذلال والملك | ق و م:B015:وزن سواء ومقدار معتدل | ض ل ل:B005:الضالّة في المضيعة
4557	P4557	0.4319	boundary / chattel / satire / servitude	4,5,6	ع ب د م ل ك ه د ي	م ل ك:B006:مَلَك الطريق والوادي | ع ب د:B001:الرق والملك | ه د ي:B011:إهداء الشعر ومهاداته
4558	P4558	0.4318	ritual_belief/religion_worship / religion / theology / submission	1,2,5	ء ل ه ر ب ب ع ب د	ء ل ه:B001:التعبد والمعبود | ر ب ب:B003:علم رباني | ع ب د:B003:العبادة والطاعة الخاضعة
4559	P4559	0.4318	family / posture / treaty / relative	1,2,3,6	ر ب ب ر ح م ق و م	ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B011:ربابة عهد وميثاق | ق و م:B002:انتصاب وقيام بالبدن
4560	P4560	0.4318	stoutness / cattle / stay / subsistence	2,5,7	ر ب ب ع ب د ن ع م	ر ب ب:B007:لزوم وإقامة ودوام | ع ب د:B007:القوة والصلابة | ن ع م:B005:مال الأنعام والإبل
4561	P4561	0.4317	adoration / boast / ritual_belief/religion_worship / deity	1,2,4	ء ل ه ح م د د ي ن	ء ل ه:B001:التعبد والمعبود | ح م د:B005:يتحمد بالمنة | د ي ن:B005:العادة والشأن
4562	P4562	0.4317	captain / pilot / sailor / stray	2,4,7	ر ب ب ض ل ل م ل ك	ر ب ب:B017:رباني الملاحين | م ل ك:B008:المتقدم القائد في الحيوان | ض ل ل:B005:الضالّة في المضيعة
4563	P4563	0.4317	body_health_life/reproduction_birth / refugee / uterus / captive	1,3,6,7	ر ح م ض ل ل ه د ي	ر ح م:B003:رَحِم الأنثى | ه د ي:B007:هدي الحرمة والأسير | ض ل ل:B001:الضلال عن الهدى والقصد
4564	P4564	0.4316	gratitude / divergence / present / offering	2,5,6	ح م د ع ب د ه د ي	ح م د:B001:الحمد خلاف الذم | ع ب د:B010:التفرق في الوجوه | ه د ي:B004:بعثة لطف وهدية إلى ذي مودة
4565	P4565	0.4316	thousand / divergence / demography / dispersion	2,5,6,7	ر ب ب ص ر ط ع ب د	ر ب ب:B004:ربة وجماعات كثيرة | ع ب د:B010:التفرق في الوجوه | ص ر ط:B001:الطريق المستقيم
4566	P4566	0.4316	comfort / ceiling / overhead / syrup	1,2,7	ر ب ب س م و ن ع م	س م و:B004:السماء وما علا فأظل | ر ب ب:B006:رُبّ خاثر وإصلاح به | ن ع م:B002:اللين والنعومة ورفاه العيش
4567	P4567	0.4316	bird / divinity / pity / compassion	1,2,3,7	ر ب ب ر ح م ن ع م	ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ن ع م:B006:النعام والنعامة الطائر
4568	P4568	0.4315	goal / boundary / utmost / culmination	2,4,6	ح م د م ل ك ه د ي	ح م د:B004:حماداك الغاية المحمودة | م ل ك:B006:مَلَك الطريق والوادي | ه د ي:B004:بعثة لطف وهدية إلى ذي مودة
4569	P4569	0.4315	regret / zeal / boulder / mourning	2,5,7	ر ب ب ع ب د غ ض ب	ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ع ب د:B008:الأنفة والغضب | غ ض ب:B004:صلابة الصخرة وتماسكها
4570	P4570	0.4315	duration / time_measure_quantity/time / intensification / degree	4,5,7	ع ب د ن ع م ي و م	ي و م:B002:مدة من الزمان | ع ب د:B009:قلة اللبث وسرعة العدو | ن ع م:B010:زاد وأنعم في الفعل
4571	P4571	0.4314	judgment / stray / reckoning / owner	2,4,7	د ي ن ر ب ب ض ل ل	ر ب ب:B007:لزوم وإقامة ودوام | د ي ن:B002:الحساب والجزاء | ض ل ل:B005:الضالّة في المضيعة
4572	P4572	0.4314	carnivore / hyena / mounting / cosmetic	1,2,5	س م و ع ب د ع ل م	س م و:B003:تطاول الفحل على الشول | ع ل م:B007:ذكر الضباع يسمى العيلام | ع ب د:B012:صَلاءة الطيب
4573	P4573	0.4314	lending / hawk / indemnity / restitution	2,4,7	د ي ن ع ل م غ ي ر	ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B003:الدين المالي | غ ي ر:B002:الغَيْر في الدية
4574	P4574	0.4314	enslavement / subjugation / shadow / coercion	4,5,6	د ي ن ع ب د ق و م	د ي ن:B004:الإذلال والملك | ع ب د:B004:التعبيد والاستعباد | ق و م:B017:انتصاف النهار وقائم الظهيرة
4575	P4575	0.4313	creed / wildness / donkey / submission	4,5,6	د ي ن ع و ن ه د ي	د ي ن:B001:الطاعة والانقياد | ع و ن:B006:العانة قطيع الحمر | ه د ي:B001:دلالة بلطف إلى الطريق والحق
4576	P4576	0.4313	marriage / gender / breakdown / carnivore	2,5,6	ع ب د ع ل م ه د ي	ع ل م:B007:ذكر الضباع يسمى العيلام | ع ب د:B011:العطب والانقطاع | ه د ي:B006:العروس المهدية إلى زوجها
4577	P4577	0.4312	rectitude / fury / evenness / moderation	4,6,7	د ي ن غ ض ب ق و م	د ي ن:B005:العادة والشأن | ق و م:B008:استقامة واعتدال واستواء | غ ض ب:B001:اشتداد السخط وثورانه للانتقام
4578	P4578	0.4312	chattel / treaty / servitude / pact	2,5,7	ر ب ب ع ب د ن ع م	ر ب ب:B011:ربابة عهد وميثاق | ع ب د:B001:الرق والملك | ن ع م:B005:مال الأنعام والإبل
4579	P4579	0.4311	men / mainstay / boast / pillar	2,4,6	ح م د ق و م م ل ك	ح م د:B005:يتحمد بالمنة | م ل ك:B005:مِلاك الأمر وعِماده | ق و م:B001:جماعة الناس والرجال
4580	P4580	0.4311	solidity / hardness / material / greenery	2,5,7	ر ب ب ع ب د غ ض ب	ر ب ب:B012:ربة نبات | ع ب د:B007:القوة والصلابة | غ ض ب:B004:صلابة الصخرة وتماسكها
4581	P4581	0.4311	medicine / south / syrup / paste	1,2,3,7	ر ب ب ر ح م ن ع م	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B006:رُبّ خاثر وإصلاح به | ن ع م:B009:النعامى ريح لينة
4582	P4582	0.4311	commitment / competition / boasting / endeavor	1,5,6	س م و ع ب د ق و م	س م و:B007:المساماة والمباراة | ع ب د:B007:القوة والصلابة | ق و م:B003:عزم ونهوض إلى الأمر
4583	P4583	0.431	adoration / paving / smoothing / taming	1,2,5	ء ل ه س م و ع ب د	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B001:التعبد والمعبود | ع ب د:B005:التذليل والتسوية
4584	P4584	0.431	breakdown / polarity / commendation / admiration	2,5,7	ر ب ب ع ب د ن ع م	ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ع ب د:B011:العطب والانقطاع | ن ع م:B003:مدح الشيء بنعم
4585	P4585	0.4309	status / emotion_ethics/ethics_morality / veneration / divinity	1,2,3,5	ح م د ر ح م ع ب د	ر ح م:B001:الرَّحْمَة والرقة | ح م د:B005:يتحمد بالمنة | ع ب د:B006:التكريم والتعظيم
4586	P4586	0.4309	comfort / pricing / syrup / paste	2,6,7	ر ب ب ق و م ن ع م	ر ب ب:B006:رُبّ خاثر وإصلاح به | ق و م:B010:قيمة وتقويم وتسعير | ن ع م:B002:اللين والنعومة ورفاه العيش
