word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s015-a064-w002	15:64	15:64	2	15:64:2	بِٱلْحَقِّ	حَقّ	ح ق ق	N					PREFIX|bi+ | PREFIX|Al+ | STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|GEN
w-s015-a064-w003	15:64	15:64	3	15:64:3	وَإِنَّا	إِنّ		ACC					PREFIX|w:CONJ+ | STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:1P
w-s015-a064-w004	15:64	15:64	4	15:64:4	لَصَٰدِقُونَ	صَادِق	ص د ق	N			ACT		PREFIX|l:EMPH+ | STEM|POS:N|ACT|PCPL|LEM:SaAdiq|ROOT:Sdq|MP|NOM
w-s015-a065-w001	15:65	15:65	1	15:65:1	فَأَسْرِ	أَسْرَىٰ	س ر ي	V	IMPV			IV	PREFIX|f:REM+ | STEM|POS:V|IMPV|(IV)|LEM:>asoraY`|ROOT:sry|2MS
w-s015-a065-w002	15:65	15:65	2	15:65:2	بِأَهْلِكَ	أَهْل	ء ه ل	N					PREFIX|bi+ | STEM|POS:N|LEM:>ahol|ROOT:Ahl|M|GEN | SUFFIX|PRON:2MS
w-s015-a065-w003	15:65	15:65	3	15:65:3	بِقِطْعٍ	قِطْع	ق ط ع	N					PREFIX|bi+ | STEM|POS:N|LEM:qiToE|ROOT:qTE|M|INDEF|GEN
w-s015-a065-w004	15:65	15:65	4	15:65:4	مِّنَ	مِن		P					STEM|POS:P|LEM:min
w-s015-a065-w005	15:65	15:65	5	15:65:5	ٱلَّيْلِ	لَيْل	ل ي ل	N					PREFIX|Al+ | STEM|POS:N|LEM:layol|ROOT:lyl|M|GEN
w-s015-a065-w006	15:65	15:65	6	15:65:6	وَٱتَّبِعْ	ٱتَّبَعَ	ت ب ع	V	IMPV			VIII	PREFIX|w:CONJ+ | STEM|POS:V|IMPV|(VIII)|LEM:{t~abaEa|ROOT:tbE|2MS
w-s015-a065-w007	15:65	15:65	7	15:65:7	أَدْبَٰرَهُمْ	دُبُر	د ب ر	N					STEM|POS:N|LEM:dubur|ROOT:dbr|MP|ACC | SUFFIX|PRON:3MP
w-s015-a065-w008	15:65	15:65	8	15:65:8	وَلَا	لَا		NEG					PREFIX|w:CONJ+ | STEM|POS:NEG|LEM:laA
w-s015-a065-w009	15:65	15:65	9	15:65:9	يَلْتَفِتْ	يَلْتَفِتْ	ل ف ت	V	IMPF	JUS		VIII	STEM|POS:V|IMPF|(VIII)|LEM:yalotafito|ROOT:lft|3MS|MOOD:JUS
w-s015-a065-w010	15:65	15:65	10	15:65:10	مِنكُمْ	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:2MP
w-s015-a065-w011	15:65	15:65	11	15:65:11	أَحَدٌ	أَحَد	ء ح د	N					STEM|POS:N|LEM:>aHad|ROOT:AHd|M|INDEF|NOM
w-s015-a065-w012	15:65	15:65	12	15:65:12	وَٱمْضُوا۟	مَضَىٰ	م ض ي	V	IMPV				PREFIX|w:CONJ+ | STEM|POS:V|IMPV|LEM:maDaY`|ROOT:mDy|2MP | SUFFIX|PRON:2MP
w-s015-a065-w013	15:65	15:65	13	15:65:13	حَيْثُ	حَيْث	ح ي ث	LOC					STEM|POS:LOC|LEM:Hayov|ROOT:Hyv
w-s015-a065-w014	15:65	15:65	14	15:65:14	تُؤْمَرُونَ	أَمَرَ	ء م ر	V	IMPF		PASS		STEM|POS:V|IMPF|PASS|LEM:>amara|ROOT:Amr|2MP | SUFFIX|PRON:2MP
w-s015-a066-w001	15:66	15:66	1	15:66:1	وَقَضَيْنَآ	قَضَىٰٓ	ق ض ي	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:qaDaY`^|ROOT:qDy|1P | SUFFIX|PRON:1P
w-s015-a066-w002	15:66	15:66	2	15:66:2	إِلَيْهِ	إِلَىٰ		P					STEM|POS:P|LEM:<ilaY` | SUFFIX|PRON:3MS
w-s015-a066-w003	15:66	15:66	3	15:66:3	ذَٰلِكَ	ذَٰلِك		DEM					STEM|POS:DEM|LEM:*a`lik|MS
w-s015-a066-w004	15:66	15:66	4	15:66:4	ٱلْأَمْرَ	أَمْر	ء م ر	N					PREFIX|Al+ | STEM|POS:N|LEM:>amor|ROOT:Amr|M|ACC
w-s015-a066-w005	15:66	15:66	5	15:66:5	أَنَّ	أَنّ		ACC					STEM|POS:ACC|LEM:>an~|SP:<in~
w-s015-a066-w006	15:66	15:66	6	15:66:6	دَابِرَ	دَابِر	د ب ر	N					STEM|POS:N|LEM:daAbir|ROOT:dbr|M|ACC
w-s015-a066-w007	15:66	15:66	7	15:66:7	هَٰٓؤُلَآءِ	هَٰذَا		DEM					STEM|POS:DEM|LEM:ha`*aA|P
w-s015-a066-w008	15:66	15:66	8	15:66:8	مَقْطُوعٌ	مَقْطُوع	ق ط ع	N			PASS		STEM|POS:N|PASS|PCPL|LEM:maqoTuwE|ROOT:qTE|M|INDEF|NOM
w-s015-a066-w009	15:66	15:66	9	15:66:9	مُّصْبِحِينَ	مُصْبِحِين	ص ب ح	N			ACT	IV	STEM|POS:N|ACT|PCPL|(IV)|LEM:muSobiHiyn|ROOT:SbH|MP|ACC
w-s015-a067-w001	15:67	15:67	1	15:67:1	وَجَآءَ	جَآءَ	ج ي ء	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3MS
w-s015-a067-w002	15:67	15:67	2	15:67:2	أَهْلُ	أَهْل	ء ه ل	N					STEM|POS:N|LEM:>ahol|ROOT:Ahl|M|NOM
w-s015-a067-w003	15:67	15:67	3	15:67:3	ٱلْمَدِينَةِ	مَدِينَة	م د ن	N					PREFIX|Al+ | STEM|POS:N|LEM:madiynap|ROOT:mdn|F|GEN
w-s015-a067-w004	15:67	15:67	4	15:67:4	يَسْتَبْشِرُونَ	يَسْتَبْشِرُ	ب ش ر	V	IMPF			X	STEM|POS:V|IMPF|(X)|LEM:yasotabo$iru|ROOT:b$r|3MP | SUFFIX|PRON:3MP
w-s015-a068-w001	15:68	15:68	1	15:68:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a068-w002	15:68	15:68	2	15:68:2	إِنَّ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~
w-s015-a068-w003	15:68	15:68	3	15:68:3	هَٰٓؤُلَآءِ	هَٰذَا		DEM					STEM|POS:DEM|LEM:ha`*aA|P
w-s015-a068-w004	15:68	15:68	4	15:68:4	ضَيْفِى	ضَيْف	ض ي ف	N					STEM|POS:N|LEM:Dayof|ROOT:Dyf|M|NOM | SUFFIX|PRON:1S
w-s015-a068-w005	15:68	15:68	5	15:68:5	فَلَا	لَا		PRO					PREFIX|f:REM+ | STEM|POS:PRO|LEM:laA
w-s015-a068-w006	15:68	15:68	6	15:68:6	تَفْضَحُونِ	تَفْضَحُ	ف ض ح	V	IMPF	JUS			STEM|POS:V|IMPF|LEM:tafoDaHu|ROOT:fDH|2MP|MOOD:JUS | SUFFIX|PRON:2MP | SUFFIX|PRON:1S
w-s015-a069-w001	15:69	15:69	1	15:69:1	وَٱتَّقُوا۟	ٱتَّقَىٰ	و ق ي	V	IMPV			VIII	PREFIX|w:CONJ+ | STEM|POS:V|IMPV|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP | SUFFIX|PRON:2MP
w-s015-a069-w002	15:69	15:69	2	15:69:2	ٱللَّهَ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC
w-s015-a069-w003	15:69	15:69	3	15:69:3	وَلَا	لَا		PRO					PREFIX|w:CONJ+ | STEM|POS:PRO|LEM:laA
w-s015-a069-w004	15:69	15:69	4	15:69:4	تُخْزُونِ	أَخْزَيْ	خ ز ي	V	IMPF	JUS		IV	STEM|POS:V|IMPF|(IV)|LEM:>axozayo|ROOT:xzy|2MP|MOOD:JUS | SUFFIX|PRON:2MP | SUFFIX|PRON:1S
w-s015-a070-w001	15:70	15:70	1	15:70:1	قَالُوٓا۟	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP | SUFFIX|PRON:3MP
w-s015-a070-w002	15:70	15:70	2	15:70:2	أَوَلَمْ	لَم		NEG					PREFIX|A:INTG+ | PREFIX|w:SUP+ | STEM|POS:NEG|LEM:lam
w-s015-a070-w003	15:70	15:70	3	15:70:3	نَنْهَكَ	نَهَىٰ	ن ه ي	V	IMPF	JUS			STEM|POS:V|IMPF|LEM:nahaY`|ROOT:nhy|1P|MOOD:JUS | SUFFIX|PRON:2MS
w-s015-a070-w004	15:70	15:70	4	15:70:4	عَنِ	عَن		P					STEM|POS:P|LEM:Ean
w-s015-a070-w005	15:70	15:70	5	15:70:5	ٱلْعَٰلَمِينَ	عَٰلَمِين	ع ل م	N					PREFIX|Al+ | STEM|POS:N|LEM:Ea`lamiyn|ROOT:Elm|MP|GEN
w-s015-a071-w001	15:71	15:71	1	15:71:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a071-w002	15:71	15:71	2	15:71:2	هَٰٓؤُلَآءِ	هَٰذَا		DEM					STEM|POS:DEM|LEM:ha`*aA|P
w-s015-a071-w003	15:71	15:71	3	15:71:3	بَنَاتِىٓ	بَنَات	ب ن ي	N					STEM|POS:N|LEM:banaAt|ROOT:bny|FP|NOM | SUFFIX|PRON:1S
w-s015-a071-w004	15:71	15:71	4	15:71:4	إِن	إِن		COND					STEM|POS:COND|LEM:<in
w-s015-a071-w005	15:71	15:71	5	15:71:5	كُنتُمْ	كَانَ	ك و ن	V	PERF				STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP | SUFFIX|PRON:2MP
w-s015-a071-w006	15:71	15:71	6	15:71:6	فَٰعِلِينَ	فَاعِل	ف ع ل	N			ACT		STEM|POS:N|ACT|PCPL|LEM:faAEil|ROOT:fEl|MP|ACC
w-s015-a072-w001	15:72	15:72	1	15:72:1	لَعَمْرُكَ	عَمْر	ع م ر	N					PREFIX|l:EMPH+ | STEM|POS:N|LEM:Eamor|ROOT:Emr|M|NOM | SUFFIX|PRON:2MS
w-s015-a072-w002	15:72	15:72	2	15:72:2	إِنَّهُمْ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:3MP
w-s015-a072-w003	15:72	15:72	3	15:72:3	لَفِى	فِى		P					PREFIX|l:EMPH+ | STEM|POS:P|LEM:fiY
w-s015-a072-w004	15:72	15:72	4	15:72:4	سَكْرَتِهِمْ	سَكْرَة	س ك ر	N					STEM|POS:N|LEM:sakorap|ROOT:skr|F|GEN | SUFFIX|PRON:3MP
w-s015-a072-w005	15:72	15:72	5	15:72:5	يَعْمَهُونَ	يَعْمَهُ	ع م ه	V	IMPF				STEM|POS:V|IMPF|LEM:yaEomahu|ROOT:Emh|3MP | SUFFIX|PRON:3MP
w-s015-a073-w001	15:73	15:73	1	15:73:1	فَأَخَذَتْهُمُ	أَخَذَ	ء خ ذ	V	PERF				PREFIX|f:REM+ | STEM|POS:V|PERF|LEM:>axa*a|ROOT:Ax*|3FS | SUFFIX|PRON:3MP
w-s015-a073-w002	15:73	15:73	2	15:73:2	ٱلصَّيْحَةُ	صَيْحَة	ص ي ح	N					PREFIX|Al+ | STEM|POS:N|LEM:SayoHap|ROOT:SyH|F|NOM
w-s015-a073-w003	15:73	15:73	3	15:73:3	مُشْرِقِينَ	مُّشْرِقِين	ش ر ق	N			ACT	IV	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~u$oriqiyn|ROOT:$rq|MP|ACC
w-s015-a074-w001	15:74	15:74	1	15:74:1	فَجَعَلْنَا	جَعَلَ	ج ع ل	V	PERF				PREFIX|f:CONJ+ | STEM|POS:V|PERF|LEM:jaEala|ROOT:jEl|1P | SUFFIX|PRON:1P
w-s015-a074-w002	15:74	15:74	2	15:74:2	عَٰلِيَهَا	عَالِي	ع ل و	N			ACT		STEM|POS:N|ACT|PCPL|LEM:EaAliy|ROOT:Elw|M|ACC | SUFFIX|PRON:3FS
w-s015-a074-w003	15:74	15:74	3	15:74:3	سَافِلَهَا	سَافِل	س ف ل	N			ACT		STEM|POS:N|ACT|PCPL|LEM:saAfil|ROOT:sfl|M|ACC | SUFFIX|PRON:3FS
w-s015-a074-w004	15:74	15:74	4	15:74:4	وَأَمْطَرْنَا	أُمْطِرَتْ	م ط ر	V	PERF			IV	PREFIX|w:CONJ+ | STEM|POS:V|PERF|(IV)|LEM:>umoTirato|ROOT:mTr|1P | SUFFIX|PRON:1P
w-s015-a074-w005	15:74	15:74	5	15:74:5	عَلَيْهِمْ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY` | SUFFIX|PRON:3MP
w-s015-a074-w006	15:74	15:74	6	15:74:6	حِجَارَةً	حِجَارَة	ح ج ر	N					STEM|POS:N|LEM:HijaArap|ROOT:Hjr|F|INDEF|ACC
w-s015-a074-w007	15:74	15:74	7	15:74:7	مِّن	مِن		P					STEM|POS:P|LEM:min
w-s015-a074-w008	15:74	15:74	8	15:74:8	سِجِّيلٍ	سِجِّيل	س ج ل	N					STEM|POS:N|LEM:sij~iyl|ROOT:sjl|M|INDEF|GEN
w-s015-a075-w001	15:75	15:75	1	15:75:1	إِنَّ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~
w-s015-a075-w002	15:75	15:75	2	15:75:2	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s015-a075-w003	15:75	15:75	3	15:75:3	ذَٰلِكَ	ذَٰلِك		DEM					STEM|POS:DEM|LEM:*a`lik|MS
w-s015-a075-w004	15:75	15:75	4	15:75:4	لَءَايَٰتٍ	ءَايَة	ء ي ي	N					PREFIX|l:EMPH+ | STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|INDEF|GEN
w-s015-a075-w005	15:75	15:75	5	15:75:5	لِّلْمُتَوَسِّمِينَ	مُتَوَسِّمِين	و س م	N			ACT	V	PREFIX|l:P+ | PREFIX|Al+ | STEM|POS:N|ACT|PCPL|(V)|LEM:mutawas~imiyn|ROOT:wsm|MP|GEN
w-s015-a076-w001	15:76	15:76	1	15:76:1	وَإِنَّهَا	إِنّ		ACC					PREFIX|w:CONJ+ | STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:3FS
w-s015-a076-w002	15:76	15:76	2	15:76:2	لَبِسَبِيلٍ	سَبِيل	س ب ل	N					PREFIX|l:EMPH+ | PREFIX|bi+ | STEM|POS:N|LEM:sabiyl|ROOT:sbl|M|INDEF|GEN
w-s015-a076-w003	15:76	15:76	3	15:76:3	مُّقِيمٍ	مُّقِيم	ق و م	N			ACT	IV	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~uqiym|ROOT:qwm|M|INDEF|GEN
w-s015-a077-w001	15:77	15:77	1	15:77:1	إِنَّ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~
w-s015-a077-w002	15:77	15:77	2	15:77:2	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s015-a077-w003	15:77	15:77	3	15:77:3	ذَٰلِكَ	ذَٰلِك		DEM					STEM|POS:DEM|LEM:*a`lik|MS
w-s015-a077-w004	15:77	15:77	4	15:77:4	لَءَايَةً	ءَايَة	ء ي ي	N					PREFIX|l:EMPH+ | STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FS|INDEF|ACC
w-s015-a077-w005	15:77	15:77	5	15:77:5	لِّلْمُؤْمِنِينَ	مُؤْمِن	ء م ن	N			ACT	IV	PREFIX|l:P+ | PREFIX|Al+ | STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|GEN
w-s015-a078-w001	15:78	15:78	1	15:78:1	وَإِن	إِن		CERT					PREFIX|w:CONJ+ | STEM|POS:CERT|LEM:<in
w-s015-a078-w002	15:78	15:78	2	15:78:2	كَانَ	كَانَ	ك و ن	V	PERF				STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
w-s015-a078-w003	15:78	15:78	3	15:78:3	أَصْحَٰبُ	أَصْحَٰب	ص ح ب	N					STEM|POS:N|LEM:>aSoHa`b|ROOT:SHb|MP|NOM
w-s015-a078-w004	15:78	15:78	4	15:78:4	ٱلْأَيْكَةِ	أَيْكَة		N					PREFIX|Al+ | STEM|POS:N|LEM:>ayokap|GEN
w-s015-a078-w005	15:78	15:78	5	15:78:5	لَظَٰلِمِينَ	ظَالِم	ظ ل م	N			ACT		PREFIX|l:EMPH+ | STEM|POS:N|ACT|PCPL|LEM:ZaAlim|ROOT:Zlm|MP|ACC
w-s015-a079-w001	15:79	15:79	1	15:79:1	فَٱنتَقَمْنَا	ٱنتَقَمْ	ن ق م	V	PERF			VIII	PREFIX|f:REM+ | STEM|POS:V|PERF|(VIII)|LEM:{ntaqamo|ROOT:nqm|1P | SUFFIX|PRON:1P
w-s015-a079-w002	15:79	15:79	2	15:79:2	مِنْهُمْ	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:3MP
w-s015-a079-w003	15:79	15:79	3	15:79:3	وَإِنَّهُمَا	إِنّ		ACC					PREFIX|w:CONJ+ | STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:3MD
w-s015-a079-w004	15:79	15:79	4	15:79:4	لَبِإِمَامٍ	إِمَام	ء م م	N					PREFIX|l:EMPH+ | PREFIX|bi+ | STEM|POS:N|LEM:<imaAm|ROOT:Amm|MS|INDEF|GEN
w-s015-a079-w005	15:79	15:79	5	15:79:5	مُّبِينٍ	مُّبِين	ب ي ن	N			ACT	IV	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~ubiyn|ROOT:byn|M|INDEF|GEN
w-s015-a080-w001	15:80	15:80	1	15:80:1	وَلَقَدْ	قَد		CERT					PREFIX|w:CONJ+ | PREFIX|l:EMPH+ | STEM|POS:CERT|LEM:qad
w-s015-a080-w002	15:80	15:80	2	15:80:2	كَذَّبَ	كَذَّبَ	ك ذ ب	V	PERF			II	STEM|POS:V|PERF|(II)|LEM:ka*~aba|ROOT:k*b|3MS
w-s015-a080-w003	15:80	15:80	3	15:80:3	أَصْحَٰبُ	أَصْحَٰب	ص ح ب	N					STEM|POS:N|LEM:>aSoHa`b|ROOT:SHb|MP|NOM
w-s015-a080-w004	15:80	15:80	4	15:80:4	ٱلْحِجْرِ	حِجْر	ح ج ر	N					PREFIX|Al+ | STEM|POS:N|LEM:Hijor|ROOT:Hjr|M|GEN
w-s015-a080-w005	15:80	15:80	5	15:80:5	ٱلْمُرْسَلِينَ	مُّرْسَل	ر س ل	N			PASS	IV	PREFIX|Al+ | STEM|POS:N|PASS|PCPL|(IV)|LEM:m~urosal|ROOT:rsl|MP|ACC
w-s015-a081-w001	15:81	15:81	1	15:81:1	وَءَاتَيْنَٰهُمْ	آتَى	ء ت ي	V	PERF			IV	PREFIX|w:CONJ+ | STEM|POS:V|PERF|(IV)|LEM:A^taY|ROOT:Aty|1P | SUFFIX|PRON:1P | SUFFIX|PRON:3MP
w-s015-a081-w002	15:81	15:81	2	15:81:2	ءَايَٰتِنَا	ءَايَة	ء ي ي	N					STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN | SUFFIX|PRON:1P
w-s015-a081-w003	15:81	15:81	3	15:81:3	فَكَانُوا۟	كَانَ	ك و ن	V	PERF				PREFIX|f:REM+ | STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP | SUFFIX|PRON:3MP
w-s015-a081-w004	15:81	15:81	4	15:81:4	عَنْهَا	عَن		P					STEM|POS:P|LEM:Ean | SUFFIX|PRON:3FS
w-s015-a081-w005	15:81	15:81	5	15:81:5	مُعْرِضِينَ	مُّعْرِضُون	ع ر ض	N			ACT	IV	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~uEoriDuwn|ROOT:ErD|MP|ACC
w-s015-a082-w001	15:82	15:82	1	15:82:1	وَكَانُوا۟	كَانَ	ك و ن	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP | SUFFIX|PRON:3MP
w-s015-a082-w002	15:82	15:82	2	15:82:2	يَنْحِتُونَ	يَنْحِتُ	ن ح ت	V	IMPF				STEM|POS:V|IMPF|LEM:yanoHitu|ROOT:nHt|3MP | SUFFIX|PRON:3MP
w-s015-a082-w003	15:82	15:82	3	15:82:3	مِنَ	مِن		P					STEM|POS:P|LEM:min
w-s015-a082-w004	15:82	15:82	4	15:82:4	ٱلْجِبَالِ	جَبَل	ج ب ل	N					PREFIX|Al+ | STEM|POS:N|LEM:jabal|ROOT:jbl|MP|GEN
w-s015-a082-w005	15:82	15:82	5	15:82:5	بُيُوتًا	بَيْت	ب ي ت	N					STEM|POS:N|LEM:bayot|ROOT:byt|MP|INDEF|ACC
w-s015-a082-w006	15:82	15:82	6	15:82:6	ءَامِنِينَ	ءَامِنِين	ء م ن	N			ACT		STEM|POS:N|ACT|PCPL|LEM:'aAminiyn|ROOT:Amn|MP|ACC
w-s015-a083-w001	15:83	15:83	1	15:83:1	فَأَخَذَتْهُمُ	أَخَذَ	ء خ ذ	V	PERF				PREFIX|f:REM+ | STEM|POS:V|PERF|LEM:>axa*a|ROOT:Ax*|3FS | SUFFIX|PRON:3MP
w-s015-a083-w002	15:83	15:83	2	15:83:2	ٱلصَّيْحَةُ	صَيْحَة	ص ي ح	N					PREFIX|Al+ | STEM|POS:N|LEM:SayoHap|ROOT:SyH|F|NOM
w-s015-a083-w003	15:83	15:83	3	15:83:3	مُصْبِحِينَ	مُصْبِحِين	ص ب ح	N			ACT	IV	STEM|POS:N|ACT|PCPL|(IV)|LEM:muSobiHiyn|ROOT:SbH|MP|ACC
w-s015-a084-w001	15:84	15:84	1	15:84:1	فَمَآ	مَا		NEG					PREFIX|f:CONJ+ | STEM|POS:NEG|LEM:maA
w-s015-a084-w002	15:84	15:84	2	15:84:2	أَغْنَىٰ	أَغْنَىٰ	غ ن ي	V	PERF				STEM|POS:V|PERF|LEM:>agonaY`|ROOT:gny|3MS
w-s015-a084-w003	15:84	15:84	3	15:84:3	عَنْهُم	عَن		P					STEM|POS:P|LEM:Ean | SUFFIX|PRON:3MP
w-s015-a084-w004	15:84	15:84	4	15:84:4	مَّا	مَا		REL					STEM|POS:REL|LEM:maA
w-s015-a084-w005	15:84	15:84	5	15:84:5	كَانُوا۟	كَانَ	ك و ن	V	PERF				STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP | SUFFIX|PRON:3MP
w-s015-a084-w006	15:84	15:84	6	15:84:6	يَكْسِبُونَ	كَسَبَ	ك س ب	V	IMPF				STEM|POS:V|IMPF|LEM:kasaba|ROOT:ksb|3MP | SUFFIX|PRON:3MP
w-s015-a085-w001	15:85	15:85	1	15:85:1	وَمَا	مَا		NEG					PREFIX|w:CONJ+ | STEM|POS:NEG|LEM:maA
w-s015-a085-w002	15:85	15:85	2	15:85:2	خَلَقْنَا	خَلَقَ	خ ل ق	V	PERF				STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|1P | SUFFIX|PRON:1P
w-s015-a085-w003	15:85	15:85	3	15:85:3	ٱلسَّمَٰوَٰتِ	سَمَآء	س م و	N					PREFIX|Al+ | STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN
w-s015-a085-w004	15:85	15:85	4	15:85:4	وَٱلْأَرْضَ	أَرْض	ء ر ض	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:>aroD|ROOT:ArD|F|ACC
w-s015-a085-w005	15:85	15:85	5	15:85:5	وَمَا	مَا		REL					PREFIX|w:CONJ+ | STEM|POS:REL|LEM:maA
w-s015-a085-w006	15:85	15:85	6	15:85:6	بَيْنَهُمَآ	بَيْن	ب ي ن	LOC					STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC | SUFFIX|PRON:3D
w-s015-a085-w007	15:85	15:85	7	15:85:7	إِلَّا	إِلَّا		RES					STEM|POS:RES|LEM:<il~aA
w-s015-a085-w008	15:85	15:85	8	15:85:8	بِٱلْحَقِّ	حَقّ	ح ق ق	N					PREFIX|bi+ | PREFIX|Al+ | STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|GEN
w-s015-a085-w009	15:85	15:85	9	15:85:9	وَإِنَّ	إِنّ		ACC					PREFIX|w:CONJ+ | STEM|POS:ACC|LEM:<in~|SP:<in~
w-s015-a085-w010	15:85	15:85	10	15:85:10	ٱلسَّاعَةَ	سَاعَة	س و ع	N					PREFIX|Al+ | STEM|POS:N|LEM:saAEap|ROOT:swE|F|ACC
w-s015-a085-w011	15:85	15:85	11	15:85:11	لَءَاتِيَةٌ	آتِي	ء ت ي	N			ACT		PREFIX|l:EMPH+ | STEM|POS:N|ACT|PCPL|LEM:A^tiy|ROOT:Aty|F|INDEF|NOM
w-s015-a085-w012	15:85	15:85	12	15:85:12	فَٱصْفَحِ	يَصْفَحُ	ص ف ح	V	IMPV				PREFIX|f:REM+ | STEM|POS:V|IMPV|LEM:yaSofaHu|ROOT:SfH|2MS
w-s015-a085-w013	15:85	15:85	13	15:85:13	ٱلصَّفْحَ	صَفْح	ص ف ح	N					PREFIX|Al+ | STEM|POS:N|LEM:SafoH|ROOT:SfH|M|ACC
w-s015-a085-w014	15:85	15:85	14	15:85:14	ٱلْجَمِيلَ	جَمِيل	ج م ل	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:jamiyl|ROOT:jml|MS|ACC
w-s015-a086-w001	15:86	15:86	1	15:86:1	إِنَّ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~
w-s015-a086-w002	15:86	15:86	2	15:86:2	رَبَّكَ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|ACC | SUFFIX|PRON:2MS
w-s015-a086-w003	15:86	15:86	3	15:86:3	هُوَ			PRON					STEM|POS:PRON|3MS
w-s015-a086-w004	15:86	15:86	4	15:86:4	ٱلْخَلَّٰقُ	خَلَّٰق	خ ل ق	N					PREFIX|Al+ | STEM|POS:N|LEM:xal~a`q|ROOT:xlq|MS|NOM
w-s015-a086-w005	15:86	15:86	5	15:86:5	ٱلْعَلِيمُ	عَلِيم	ع ل م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:Ealiym|ROOT:Elm|MS|NOM
w-s015-a087-w001	15:87	15:87	1	15:87:1	وَلَقَدْ	قَد		CERT					PREFIX|w:CONJ+ | PREFIX|l:EMPH+ | STEM|POS:CERT|LEM:qad
w-s015-a087-w002	15:87	15:87	2	15:87:2	ءَاتَيْنَٰكَ	آتَى	ء ت ي	V	PERF			IV	STEM|POS:V|PERF|(IV)|LEM:A^taY|ROOT:Aty|1P | SUFFIX|PRON:1P | SUFFIX|PRON:2MS
w-s015-a087-w003	15:87	15:87	3	15:87:3	سَبْعًا	سَبْع	س ب ع	N					STEM|POS:N|LEM:saboE|ROOT:sbE|M|INDEF|ACC
w-s015-a087-w004	15:87	15:87	4	15:87:4	مِّنَ	مِن		P					STEM|POS:P|LEM:min
w-s015-a087-w005	15:87	15:87	5	15:87:5	ٱلْمَثَانِى	مَّثَانِى	ث ن ي	N					PREFIX|Al+ | STEM|POS:N|LEM:m~avaAniY|ROOT:vny|P|GEN
