rank	path_id	path_score	label_hint	ayahs	roots	branch_chain
2427	P2427	0.5728	knot / grandchild / son / twisting	1,2,6,8,11	ر ب ب ش د د ع د و و ر ي	ع د و:B012:العَنْدَأْوَة في الالتواء والعسر | و ر ي:B007:ولد الولد يأتي من وراء الابن | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ش د د:B001:شد العقد والوثاق
2428	P2428	0.5727	residue / powder / greenery / ash	1,2,4,6,11	ث و ر ر ب ب ض ب ح ق د ح	ض ب ح:B005:الرماد | ق د ح:B009:رخص أطراف النبت | ث و ر:B006:ثور اسما لمكان أو قوم أو برج | ر ب ب:B012:ربة نبات
2429	P2429	0.5722	blood / afterbirth / echo / puberty	1,3,6,7,11	ر ب ب ش ه د ص ب ح ض ب ح	ض ب ح:B001:صوت الضباح | ص ب ح:B004:يوم الصباح | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك
2430	P2430	0.5721	fire / light / cattle / lantern	3,4,6,8,11	ث و ر ح ب ب ر ب ب ص ب ح	ص ب ح:B005:المصباح والسراج | ث و ر:B004:الثور: ذكر البقر | ر ب ب:B014:رَبْرَب قطيع | ح ب ب:B011:نار الحباحب شرر لا ينتفع به
2431	P2431	0.5721	knot / sweetness / wax / hindrance	1,6,7,8,11	ر ب ب ش د د ش ه د ع د و	ع د و:B007:العَوادي والعادية الشاغلة | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ش ه د:B007:الشَّهْد في الشمع | ش د د:B001:شد العقد والوثاق
2432	P2432	0.5716	knot / extraction / exhumation / bond	6,8,9,10,11	ب ع ث ر ح ص ل ر ب ب ش د د	ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ش د د:B001:شد العقد والوثاق | ب ع ث ر:B001:قلب التراب وكشف المدفون | ح ص ل:B002:استخراج اللب أو النفيس من غلافه
2433	P2433	0.5715	result / concealment / exhumation / hiding	2,6,9,10,11	ب ع ث ر ح ص ل ر ب ب و ر ي	و ر ي:B005:ستر الشيء وجعله وراء الظهور | ر ب ب:B002:إصلاح وتربية وإتمام | ب ع ث ر:B001:قلب التراب وكشف المدفون | ح ص ل:B001:جمع الشيء حتى يظهر حاصله
2434	P2434	0.5706	exhumation / clot / core / provocation	4,6,8,9,11	ب ع ث ر ث و ر ح ب ب ر ب ب	ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ر ب ب:B007:لزوم وإقامة ودوام | ح ب ب:B004:حبة القلب سويداؤه | ب ع ث ر:B001:قلب التراب وكشف المدفون
2435	P2435	0.5703	condition_force_change/control_restraint / sequence / quarry / treaty	1,5,6,8,11	ج م ع ر ب ب ش د د ع د و	ع د و:B008:العِداء في تعاقب الصيد | ج م ع:B008:القيد الذي يجمع اليدين إلى العنق | ر ب ب:B011:ربابة عهد وميثاق | ش د د:B001:شد العقد والوثاق
2436	P2436	0.5701	fire / uselessness / feast / spark	4,6,8,10,11	ح ب ب ح ص ل ر ب ب ن ق ع	ن ق ع:B003:نقيعة طعام أو نحر أو لبن | ر ب ب:B014:رَبْرَب قطيع | ح ب ب:B011:نار الحباحب شرر لا ينتفع به | ح ص ل:B004:موضع يجتمع فيه الطعام في جوف الطائر
2437	P2437	0.5696	decision / governance / cognition_perception/reasoning_decision / consideration	2,5,6,9,11	ب ع ث ر ج م ع ر ب ب ق د ح	ق د ح:B010:اقتداح الأمر بالنظر والتدبير | ج م ع:B003:عزم محكم جمع الرأي بعد تفرقه | ر ب ب:B002:إصلاح وتربية وإتمام | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
2438	P2438	0.5695	exhumation / dominion / provocation / stirring	4,6,8,9,11	ب ع ث ر ث و ر ر ب ب ش د د	ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ر ب ب:B001:ربوبية وملك وسيادة | ش د د:B001:شد العقد والوثاق | ب ع ث ر:B001:قلب التراب وكشف المدفون
2439	P2439	0.5695	drink / epidemiology / breakfast / contagion	1,3,6,8,11	ح ب ب ر ب ب ص ب ح ع د و	ع د و:B006:العَدْوى في انتقال الداء | ص ب ح:B003:الصبوح | ر ب ب:B009:شاة رُبّى وحداثة | ح ب ب:B006:الري حتى الامتلاء
2440	P2440	0.5689	alliance / complicity / nurse / stepchild	2,5,6,10,11	ج م ع ر ب ب ص د ر ق د ح	ق د ح:B010:اقتداح الأمر بالنظر والتدبير | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B005:ربيب وربيبة ورابة | ص د ر:B005:المصادرة على مال
2441	P2441	0.568	benefit / welfare / virtue / dominion	3,5,6,8,11	ج م ع خ ي ر ر ب ب غ ي ر	غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ج م ع:B010:استجماع القوة أو السير حتى تتلاحق أجزاؤه | ر ب ب:B001:ربوبية وملك وسيادة | خ ي ر:B001:الميل إلى الخير النافع
2442	P2442	0.5676	aggregation / result / consolidation / overcast	5,6,9,10,11	ج م ع ح ص ل ر ب ب ع ل م	ج م ع:B001:ضم المتفرق حتى يصير شيئا مجموعا | ر ب ب:B008:رباب السحاب | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ح ص ل:B001:جمع الشيء حتى يظهر حاصله
2443	P2443	0.5675	selection / repair / care / righteousness	3,4,6,8,11	ث و ر خ ي ر ر ب ب غ ي ر	غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ر ب ب:B002:إصلاح وتربية وإتمام | خ ي ر:B002:فضل الصلاح والاصطفاء
2444	P2444	0.5675	blood / afterbirth / carnivore / hyena	1,6,7,9,11	ر ب ب ش ه د ع د و ع ل م	ع د و:B012:العَنْدَأْوَة في الالتواء والعسر | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ع ل م:B007:ذكر الضباع يسمى العيلام
2445	P2445	0.5662	blood / body_health_life/reproduction_birth / reproduction / afterbirth	2,5,6,7,11	ج م ع ر ب ب ش ه د ق د ح	ق د ح:B003:طعن في النسب | ج م ع:B007:حال المرأة أو الأنثى التي بقي حملها أو عذرها معها | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك
2446	P2446	0.5662	syrup / water / echo / paste	1,3,6,8,11	ح ب ب ر ب ب ص ب ح ض ب ح	ض ب ح:B001:صوت الضباح | ص ب ح:B004:يوم الصباح | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء
2447	P2447	0.5661	fire / combustion / luring / land_water_sky/fire_heat	1,2,6,8,11	خ ي ر ر ب ب ض ب ح ق د ح	ض ب ح:B003:إحراق أعالي العود | ق د ح:B001:إيراء النار بالقدح | ر ب ب:B006:رُبّ خاثر وإصلاح به | خ ي ر:B006:استدراج الحيوان من جحره
2448	P2448	0.5661	cognition_perception/knowledge_learning / sage / lung / infection	2,6,8,9,11	ح ب ب ر ب ب ع ل م و ر ي	و ر ي:B001:داء يأكل الجوف أو يصيب الرئة | ر ب ب:B003:علم رباني | ح ب ب:B005:البعير يلزم مكانه من عجز | ع ل م:B004:شق ظاهر في الشفة العليا
2449	P2449	0.5658	extraction / exhumation / cultivar / agriculture	5,6,9,10,11	ب ع ث ر ج م ع ح ص ل ر ب ب	ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B012:ربة نبات | ب ع ث ر:B001:قلب التراب وكشف المدفون | ح ص ل:B002:استخراج اللب أو النفيس من غلافه
2450	P2450	0.5658	blood / quality / beyond / mediocrity	2,5,6,7,11	ر ب ب ش ه د و ر ي و س ط	و ر ي:B006:الجانب الوراء: خلف أو أمام أو سوى | و س ط:B004:مرتبة وسطى بين الجيد والرديء | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك
2451	P2451	0.5657	selection / excellence / balance / grammar	3,5,6,8,11	خ ي ر ر ب ب غ ي ر و س ط	غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | و س ط:B001:العدل والخيار في موضع الوسط | ر ب ب:B015:حرف رب وربما | خ ي ر:B002:فضل الصلاح والاصطفاء
2452	P2452	0.5649	unevenness / provocation / stirring / stay	1,4,6,8,11	ث و ر ح ب ب ر ب ب ع د و	ع د و:B010:العَدْواء في صلابة المكان واضطرابه | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ر ب ب:B007:لزوم وإقامة ودوام | ح ب ب:B005:البعير يلزم مكانه من عجز
2453	P2453	0.5646	fire / nick / land_water_sky/fire_heat / nurture	1,2,6,8,11	ر ب ب ش د د ض ب ح ق د ح	ض ب ح:B003:إحراق أعالي العود | ق د ح:B002:نقر الشيء وعيبه | ر ب ب:B002:إصلاح وتربية وإتمام | ش د د:B002:شدة القوة والصلابة
2454	P2454	0.5644	selection / blood / afterbirth / puberty	2,6,7,8,11	خ ي ر ر ب ب ش ه د و ر ي	و ر ي:B003:زند يقدح نجاحا أو نصرة | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | خ ي ر:B003:طلب الخير بالاختيار والاستخارة
2455	P2455	0.5642	solid / gambling / decision / governance	2,4,5,6,11	ث و ر ج م ع ر ب ب ق د ح	ق د ح:B010:اقتداح الأمر بالنظر والتدبير | ث و ر:B005:ثورة الأقط: قطعة جامدة | ج م ع:B003:عزم محكم جمع الرأي بعد تفرقه | ر ب ب:B010:ربابة تجمع القداح
2456	P2456	0.5638	welfare / virtue / hiding / treaty	2,4,6,8,11	ث و ر خ ي ر ر ب ب و ر ي	و ر ي:B005:ستر الشيء وجعله وراء الظهور | ث و ر:B003:هيجان إلى مواجهة أو غضب | ر ب ب:B011:ربابة عهد وميثاق | خ ي ر:B001:الميل إلى الخير النافع
2457	P2457	0.5634	blood / fire / land_water_sky/fire_heat / afterbirth	1,3,6,7,11	ر ب ب ش ه د ص ب ح ض ب ح	ض ب ح:B003:إحراق أعالي العود | ص ب ح:B002:الإتيان صباحا | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك
2458	P2458	0.5632	welfare / virtue / hydrology / thousand	5,6,8,9,11	ج م ع خ ي ر ر ب ب ع ل م	ج م ع:B010:استجماع القوة أو السير حتى تتلاحق أجزاؤه | ر ب ب:B004:ربة وجماعات كثيرة | خ ي ر:B001:الميل إلى الخير النافع | ع ل م:B005:ماء كثير مجتمع في عيلم
2459	P2459	0.5632	alliance / complicity / thousand / collusion	5,6,8,9,11	ج م ع ر ب ب ش د د ع ل م	ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B004:ربة وجماعات كثيرة | ش د د:B004:بلوغ الأشد | ع ل م:B004:شق ظاهر في الشفة العليا
2460	P2460	0.5631	alliance / grammar / honor / protectiveness	3,5,6,9,11	ب ع ث ر ج م ع ر ب ب غ ي ر	غ ي ر:B004:الغَيْرة على الأهل | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B015:حرف رب وربما | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
2461	P2461	0.5631	exception / exclusion / logic / grammar	1,3,4,6,11	ث و ر ر ب ب ع د و غ ي ر	ع د و:B004:المجاوزة والاستثناء والصرف | غ ي ر:B005:السوى والخلاف والاستثناء والنفي | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ر ب ب:B015:حرف رب وربما
2462	P2462	0.562	sweetness / wax / dominion / wholeness	5,6,7,8,11	ج م ع ر ب ب ش د د ش ه د	ج م ع:B009:اكتمال الشيء كله بلا تفرق أو نقص | ر ب ب:B001:ربوبية وملك وسيادة | ش ه د:B007:الشَّهْد في الشمع | ش د د:B001:شد العقد والوثاق
2463	P2463	0.5619	rest / sleep / ecology / plant	1,2,3,6,11	ر ب ب ص ب ح ع د و و ر ي	ع د و:B011:العَدَوِيّة من نبات الصيف | و ر ي:B008:الورى: الخلق على ظهر الأرض | ص ب ح:B007:الصُّبْحة نوما | ر ب ب:B012:ربة نبات
2464	P2464	0.5617	land_water_sky/water_hydrology / well / hydrology / abundance	4,6,8,9,11	خ ي ر ر ب ب ع ل م ن ق ع	ن ق ع:B001:استقرار الماء وما ينقع فيه | ر ب ب:B013:ماء رَبَب كثير | خ ي ر:B005:الكرم والهبة | ع ل م:B005:ماء كثير مجتمع في عيلم
2465	P2465	0.5615	color / blackening / weathering / water	1,3,6,8,11	ح ب ب ر ب ب ص ب ح ض ب ح	ض ب ح:B004:تغير اللون إلى السواد | ص ب ح:B009:ظروف الصباح | ر ب ب:B009:شاة رُبّى وحداثة | ح ب ب:B006:الري حتى الامتلاء
2466	P2466	0.5612	residue / carnivore / hyena / powder	1,2,6,9,11	ر ب ب ض ب ح ع ل م ق د ح	ض ب ح:B005:الرماد | ق د ح:B009:رخص أطراف النبت | ر ب ب:B011:ربابة عهد وميثاق | ع ل م:B007:ذكر الضباع يسمى العيلام
2467	P2467	0.5608	knot / redress / appeal / defamation	1,2,6,8,11	ر ب ب ش د د ع د و ق د ح	ع د و:B005:العَدْوى في طلب الإنصاف | ق د ح:B003:طعن في النسب | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ش د د:B001:شد العقد والوثاق
2468	P2468	0.5607	mobility / satiation / water / coming	3,4,6,8,11	ح ب ب ر ب ب ص ب ح ن ق ع	ص ب ح:B002:الإتيان صباحا | ن ق ع:B002:ماء ينقع الغلة ويروي | ر ب ب:B007:لزوم وإقامة ودوام | ح ب ب:B005:البعير يلزم مكانه من عجز
2469	P2469	0.5606	cattle / male / wildlife / zoology	1,4,6,9,11	ث و ر ر ب ب ع د و ع ل م	ع د و:B012:العَنْدَأْوَة في الالتواء والعسر | ث و ر:B004:الثور: ذكر البقر | ر ب ب:B014:رَبْرَب قطيع | ع ل م:B007:ذكر الضباع يسمى العيلام
2470	P2470	0.5605	benefit / welfare / repair / virtue	3,6,8,9,11	ب ع ث ر خ ي ر ر ب ب غ ي ر	غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ر ب ب:B002:إصلاح وتربية وإتمام | خ ي ر:B001:الميل إلى الخير النافع | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
2471	P2471	0.5603	presence / gathering / thousand / participation	5,6,7,9,11	ج م ع ر ب ب ش ه د ع ل م	ج م ع:B004:موضع أو يوم أو نداء يجمع الناس | ر ب ب:B004:ربة وجماعات كثيرة | ش ه د:B001:الحضور مع المشاهدة | ع ل م:B005:ماء كثير مجتمع في عيلم
2472	P2472	0.5591	epidemiology / contagion / clot / infection	1,6,8,9,11	ب ع ث ر ح ب ب ر ب ب ع د و	ع د و:B006:العَدْوى في انتقال الداء | ر ب ب:B009:شاة رُبّى وحداثة | ح ب ب:B004:حبة القلب سويداؤه | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
2473	P2473	0.5589	aggregation / result / gathering / consolidation	5,6,9,10,11	ج م ع ح ص ل ر ب ب ق ب ر	ج م ع:B001:ضم المتفرق حتى يصير شيئا مجموعا | ر ب ب:B004:ربة وجماعات كثيرة | ق ب ر:B002:غموض الشيء وتطامنه | ح ص ل:B001:جمع الشيء حتى يظهر حاصله
2474	P2474	0.5586	cattle / honor / beyond / protectiveness	2,3,4,6,11	ث و ر ر ب ب غ ي ر و ر ي	و ر ي:B006:الجانب الوراء: خلف أو أمام أو سوى | غ ي ر:B004:الغَيْرة على الأهل | ث و ر:B004:الثور: ذكر البقر | ر ب ب:B014:رَبْرَب قطيع
2475	P2475	0.5584	cycle / light / zenith / sunrise	2,3,6,8,11	ر ب ب ش د د ص ب ح ق د ح	ق د ح:B009:رخص أطراف النبت | ص ب ح:B001:الصبح وأول النهار | ر ب ب:B012:ربة نبات | ش د د:B005:شد النهار وارتفاعه
2476	P2476	0.5578	tip / anger / fist / food	2,5,6,9,11	ج م ع ر ب ب ق ب ر ق د ح	ق د ح:B009:رخص أطراف النبت | ج م ع:B005:قبضة الكف إذا ضمت الأصابع | ر ب ب:B012:ربة نبات | ق ب ر:B004:طرف الأنف في الغضب
2477	P2477	0.5575	gambling / condition_force_change/control_restraint / retrieval / broth	2,5,6,9,11	ب ع ث ر ج م ع ر ب ب ق د ح	ق د ح:B005:غرف ما في القدر | ج م ع:B008:القيد الذي يجمع اليدين إلى العنق | ر ب ب:B010:ربابة تجمع القداح | ب ع ث ر:B003:هدم الحوض وقلب أسفله أعلاه
2478	P2478	0.5572	selection / quality / mediocrity / grade	3,5,6,8,11	خ ي ر ر ب ب غ ي ر و س ط	غ ي ر:B005:السوى والخلاف والاستثناء والنفي | و س ط:B004:مرتبة وسطى بين الجيد والرديء | ر ب ب:B002:إصلاح وتربية وإتمام | خ ي ر:B002:فضل الصلاح والاصطفاء
2479	P2479	0.5571	quenching / cognition_perception/knowledge_learning / water / knowledge	4,6,8,9,11	ح ب ب ر ب ب ع ل م ن ق ع	ن ق ع:B002:ماء ينقع الغلة ويروي | ر ب ب:B003:علم رباني | ح ب ب:B006:الري حتى الامتلاء | ع ل م:B001:انكشاف الشيء للعارف
2480	P2480	0.5571	sweetness / waterway / wax / treaty	1,6,7,8,11	ر ب ب ش د د ش ه د ع د و	ع د و:B009:العَداء والعُدوة في الجانب والطوار | ر ب ب:B011:ربابة عهد وميثاق | ش ه د:B007:الشَّهْد في الشمع | ش د د:B001:شد العقد والوثاق
2481	P2481	0.5571	grammar / epidemiology / preposition / indemnity	1,3,6,9,11	ر ب ب ع د و ع ل م غ ي ر	ع د و:B006:العَدْوى في انتقال الداء | غ ي ر:B002:الغَيْر في الدية | ر ب ب:B015:حرف رب وربما | ع ل م:B006:طائر جارح يسمى العلام
2482	P2482	0.557	cognition_perception/knowledge_learning / gaming / heraldry / sage	2,6,9,10,11	ر ب ب ص د ر ع ل م ق د ح	ق د ح:B007:عود السهم والقدح في الميسر | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ص د ر:B002:المقدّم والأعلى والأول
2483	P2483	0.5567	gambling / drink / fire / land_water_sky/fire_heat	1,2,3,6,11	ر ب ب ص ب ح ض ب ح ق د ح	ض ب ح:B003:إحراق أعالي العود | ق د ح:B005:غرف ما في القدر | ص ب ح:B003:الصبوح | ر ب ب:B010:ربابة تجمع القداح
2484	P2484	0.5565	rest / sleep / surface / algae	2,3,4,6,11	ث و ر ر ب ب ص ب ح و ر ي	و ر ي:B008:الورى: الخلق على ظهر الأرض | ص ب ح:B007:الصُّبْحة نوما | ث و ر:B007:ثور الماء: طحلب يعلو السطح | ر ب ب:B013:ماء رَبَب كثير
2485	P2485	0.5562	kinship_society/household_community / sweetness / multitude / fruit	5,6,7,10,11	ج م ع ح ص ل ر ب ب ش ه د	ج م ع:B002:جماعة اجتمعت أو أخلاط ضمتها الجهة | ر ب ب:B004:ربة وجماعات كثيرة | ش ه د:B007:الشَّهْد في الشمع | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
2486	P2486	0.5561	kinship_society/household_community / multitude / thousand / time_measure_quantity/quantity_number	5,6,8,9,11	ج م ع خ ي ر ر ب ب ع ل م	ج م ع:B002:جماعة اجتمعت أو أخلاط ضمتها الجهة | ر ب ب:B004:ربة وجماعات كثيرة | خ ي ر:B005:الكرم والهبة | ع ل م:B005:ماء كثير مجتمع في عيلم
2487	P2487	0.5559	selection / thousand / indicator / momentum	5,6,7,8,11	ج م ع خ ي ر ر ب ب ش ه د	ج م ع:B010:استجماع القوة أو السير حتى تتلاحق أجزاؤه | ر ب ب:B004:ربة وجماعات كثيرة | ش ه د:B008:العلامة الشاهدة | خ ي ر:B003:طلب الخير بالاختيار والاستخارة
2488	P2488	0.555	grammar / date / fruit / palm	5,6,8,10,11	ج م ع ح ص ل خ ي ر ر ب ب	ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B015:حرف رب وربما | خ ي ر:B006:استدراج الحيوان من جحره | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
2489	P2489	0.5549	nick / treaty / pact / integrity	2,4,6,8,11	ث و ر ر ب ب ش د د ق د ح	ق د ح:B002:نقر الشيء وعيبه | ث و ر:B003:هيجان إلى مواجهة أو غضب | ر ب ب:B011:ربابة عهد وميثاق | ش د د:B001:شد العقد والوثاق
2490	P2490	0.5549	tooth / canker / worm / treaty	1,2,6,8,11	ح ب ب ر ب ب ع د و ق د ح	ع د و:B012:العَنْدَأْوَة في الالتواء والعسر | ق د ح:B004:أكال الشجر والسن | ر ب ب:B011:ربابة عهد وميثاق | ح ب ب:B009:حبب الأسنان انتظام كالدرر
2491	P2491	0.5547	sweetness / ecology / plant / wax	1,6,7,8,11	ر ب ب ش د د ش ه د ع د و	ع د و:B011:العَدَوِيّة من نبات الصيف | ر ب ب:B012:ربة نبات | ش ه د:B007:الشَّهْد في الشمع | ش د د:B006:شدة البخل
2492	P2492	0.5546	residue / exhumation / fondness / nurture	6,8,9,10,11	ب ع ث ر ح ب ب ح ص ل ر ب ب	ر ب ب:B002:إصلاح وتربية وإتمام | ح ب ب:B002:المحبة الملازمة للقلب | ب ع ث ر:B001:قلب التراب وكشف المدفون | ح ص ل:B003:البقية والحثالة بعد الرفع أو الفصل
2493	P2493	0.5545	heraldry / syrup / water / paste	3,6,8,9,11	ح ب ب ر ب ب ص ب ح ع ل م	ص ب ح:B009:ظروف الصباح | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء | ع ل م:B002:أثر يميز الشيء ويهدي إليه
2494	P2494	0.5544	sweetness / fruit / wax / parsimony	6,7,8,10,11	ح ص ل ر ب ب ش د د ش ه د	ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B007:الشَّهْد في الشمع | ش د د:B006:شدة البخل | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
2495	P2495	0.5544	solid / condition_force_change/control_restraint / livestock / chunk	3,4,5,6,11	ث و ر ج م ع ر ب ب ص ب ح	ص ب ح:B008:الناقة المصباح | ث و ر:B005:ثورة الأقط: قطعة جامدة | ج م ع:B008:القيد الذي يجمع اليدين إلى العنق | ر ب ب:B014:رَبْرَب قطيع
2496	P2496	0.5544	gambling / condition_force_change/control_restraint / unevenness / levelness	1,4,5,6,11	ج م ع ر ب ب ع د و ن ق ع	ع د و:B010:العَدْواء في صلابة المكان واضطرابه | ن ق ع:B007:نقاع الأرض القيعان السهلة | ج م ع:B008:القيد الذي يجمع اليدين إلى العنق | ر ب ب:B010:ربابة تجمع القداح
2497	P2497	0.5543	storage / container / overcast / urn	4,6,8,9,11	ث و ر ح ب ب ر ب ب ع ل م	ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ر ب ب:B008:رباب السحاب | ح ب ب:B007:الحب جرة عظيمة أو موضعها | ع ل م:B002:أثر يميز الشيء ويهدي إليه
2498	P2498	0.5543	violation / treaty / pact / raid	1,3,6,8,11	ر ب ب ش د د ص ب ح ع د و	ع د و:B001:مجاوزة الحد والظلم | ص ب ح:B004:يوم الصباح | ر ب ب:B011:ربابة عهد وميثاق | ش د د:B001:شد العقد والوثاق
2499	P2499	0.5531	blood / waterway / afterbirth / puberty	1,6,7,8,11	ر ب ب ش د د ش ه د ع د و	ع د و:B009:العَداء والعُدوة في الجانب والطوار | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ش د د:B003:شد الحملة والعدو
2500	P2500	0.5523	burial / body_health_life/reproduction_birth / nurse / stepchild	2,5,6,9,11	ج م ع ر ب ب ق ب ر و ر ي	و ر ي:B007:ولد الولد يأتي من وراء الابن | ج م ع:B007:حال المرأة أو الأنثى التي بقي حملها أو عذرها معها | ر ب ب:B005:ربيب وربيبة ورابة | ق ب ر:B001:مواراة الميت في القبر
2501	P2501	0.5521	kinship_society/household_community / multitude / anger / thousand	4,5,6,9,11	ج م ع ر ب ب ق ب ر ن ق ع	ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B002:جماعة اجتمعت أو أخلاط ضمتها الجهة | ر ب ب:B004:ربة وجماعات كثيرة | ق ب ر:B004:طرف الأنف في الغضب
2502	P2502	0.5519	origin / grammar / change / language_communication/grammar_expression	3,5,6,10,11	ج م ع ر ب ب ص ب ح ص د ر	ص ب ح:B010:أصبح بمعنى صار | ج م ع:B010:استجماع القوة أو السير حتى تتلاحق أجزاؤه | ر ب ب:B004:ربة وجماعات كثيرة | ص د ر:B004:الأصل الذي تصدر عنه الأفعال
2503	P2503	0.5519	sweetness / warfare / foe / wax	1,6,7,8,11	ر ب ب ش د د ش ه د ع د و	ع د و:B003:العَدُوّ والعداوة | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B007:الشَّهْد في الشمع | ش د د:B003:شد الحملة والعدو
2504	P2504	0.5518	gambling / drink / container / goblet	2,3,5,6,11	ج م ع ر ب ب ص ب ح ق د ح	ق د ح:B006:قدح الشرب | ص ب ح:B003:الصبوح | ج م ع:B002:جماعة اجتمعت أو أخلاط ضمتها الجهة | ر ب ب:B010:ربابة تجمع القداح
2505	P2505	0.5515	quenching / water / satiation / hydration	2,4,6,8,11	ح ب ب ر ب ب ق د ح ن ق ع	ق د ح:B008:ضمر الفرس وغؤور العين | ن ق ع:B002:ماء ينقع الغلة ويروي | ر ب ب:B009:شاة رُبّى وحداثة | ح ب ب:B006:الري حتى الامتلاء
2506	P2506	0.5514	residue / surface / algae / carnivore	1,4,6,9,11	ث و ر ر ب ب ض ب ح ع ل م	ض ب ح:B005:الرماد | ث و ر:B007:ثور الماء: طحلب يعلو السطح | ر ب ب:B013:ماء رَبَب كثير | ع ل م:B007:ذكر الضباع يسمى العيلام
2507	P2507	0.5511	grandchild / son / treaty / pact	1,2,4,6,11	ث و ر ر ب ب ع د و و ر ي	ع د و:B012:العَنْدَأْوَة في الالتواء والعسر | و ر ي:B007:ولد الولد يأتي من وراء الابن | ث و ر:B003:هيجان إلى مواجهة أو غضب | ر ب ب:B011:ربابة عهد وميثاق
2508	P2508	0.551	drink / breakfast / water / lung	2,3,6,8,11	ح ب ب ر ب ب ص ب ح و ر ي	و ر ي:B001:داء يأكل الجوف أو يصيب الرئة | ص ب ح:B003:الصبوح | ر ب ب:B007:لزوم وإقامة ودوام | ح ب ب:B006:الري حتى الامتلاء
2509	P2509	0.5506	avian / lark / songbird / ribcage	4,6,9,10,11	ث و ر ر ب ب ص د ر ق ب ر	ث و ر:B004:الثور: ذكر البقر | ر ب ب:B012:ربة نبات | ق ب ر:B003:القُبَّرة الطائر | ص د ر:B001:الصدر الجارحة وما يتصل بها
2510	P2510	0.5503	anger / nick / captain / pilot	2,4,6,9,11	ر ب ب ق ب ر ق د ح ن ق ع	ق د ح:B002:نقر الشيء وعيبه | ن ق ع:B009:نقعه بالشتم القبيح | ر ب ب:B017:رباني الملاحين | ق ب ر:B004:طرف الأنف في الغضب
2511	P2511	0.5495	blood / body_health_life/life_stage_aging / afterbirth / adulthood	6,7,8,9,11	ر ب ب ش د د ش ه د ع ل م	ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ش د د:B004:بلوغ الأشد | ع ل م:B004:شق ظاهر في الشفة العليا
2512	P2512	0.5493	knot / residue / flint / steel	2,6,8,10,11	ح ص ل ر ب ب ش د د ق د ح	ق د ح:B001:إيراء النار بالقدح | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ش د د:B001:شد العقد والوثاق | ح ص ل:B003:البقية والحثالة بعد الرفع أو الفصل
