source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s034-a050-w010	34:50	10	فَبِمَا	w-s034-a050-w010	34:50:10	one_to_one
t-s034-a050-w011	34:50	11	يُوحِىٓ	w-s034-a050-w011	34:50:11	one_to_one
t-s034-a050-w012	34:50	12	إِلَىَّ	w-s034-a050-w012	34:50:12	one_to_one
t-s034-a050-w013	34:50	13	رَبِّىٓ	w-s034-a050-w013	34:50:13	one_to_one
t-s034-a050-w014	34:50	14	إِنَّهُۥ	w-s034-a050-w014	34:50:14	one_to_one
t-s034-a050-w015	34:50	15	سَمِيعٌۭ	w-s034-a050-w015	34:50:15	one_to_one
t-s034-a050-w016	34:50	16	قَرِيبٌۭ	w-s034-a050-w016	34:50:16	one_to_one
t-s034-a051-w001	34:51	1	وَلَوْ	w-s034-a051-w001	34:51:1	one_to_one
t-s034-a051-w002	34:51	2	تَرَىٰٓ	w-s034-a051-w002	34:51:2	one_to_one
t-s034-a051-w003	34:51	3	إِذْ	w-s034-a051-w003	34:51:3	one_to_one
t-s034-a051-w004	34:51	4	فَزِعُوا۟	w-s034-a051-w004	34:51:4	one_to_one
t-s034-a051-w005	34:51	5	فَلَا	w-s034-a051-w005	34:51:5	one_to_one
t-s034-a051-w006	34:51	6	فَوْتَ	w-s034-a051-w006	34:51:6	one_to_one
t-s034-a051-w007	34:51	7	وَأُخِذُوا۟	w-s034-a051-w007	34:51:7	one_to_one
t-s034-a051-w008	34:51	8	مِن	w-s034-a051-w008	34:51:8	one_to_one
t-s034-a051-w009	34:51	9	مَّكَانٍۢ	w-s034-a051-w009	34:51:9	one_to_one
t-s034-a051-w010	34:51	10	قَرِيبٍۢ	w-s034-a051-w010	34:51:10	one_to_one
t-s034-a052-w001	34:52	1	وَقَالُوٓا۟	w-s034-a052-w001	34:52:1	one_to_one
t-s034-a052-w002	34:52	2	ءَامَنَّا	w-s034-a052-w002	34:52:2	one_to_one
t-s034-a052-w003	34:52	3	بِهِۦ	w-s034-a052-w003	34:52:3	one_to_one
t-s034-a052-w004	34:52	4	وَأَنَّىٰ	w-s034-a052-w004	34:52:4	one_to_one
t-s034-a052-w005	34:52	5	لَهُمُ	w-s034-a052-w005	34:52:5	one_to_one
t-s034-a052-w006	34:52	6	ٱلتَّنَاوُشُ	w-s034-a052-w006	34:52:6	one_to_one
t-s034-a052-w007	34:52	7	مِن	w-s034-a052-w007	34:52:7	one_to_one
t-s034-a052-w008	34:52	8	مَّكَانٍۭ	w-s034-a052-w008	34:52:8	one_to_one
t-s034-a052-w009	34:52	9	بَعِيدٍۢ	w-s034-a052-w009	34:52:9	one_to_one
t-s034-a053-w001	34:53	1	وَقَدْ	w-s034-a053-w001	34:53:1	one_to_one
t-s034-a053-w002	34:53	2	كَفَرُوا۟	w-s034-a053-w002	34:53:2	one_to_one
t-s034-a053-w003	34:53	3	بِهِۦ	w-s034-a053-w003	34:53:3	one_to_one
t-s034-a053-w004	34:53	4	مِن	w-s034-a053-w004	34:53:4	one_to_one
t-s034-a053-w005	34:53	5	قَبْلُ	w-s034-a053-w005	34:53:5	one_to_one
t-s034-a053-w006	34:53	6	وَيَقْذِفُونَ	w-s034-a053-w006	34:53:6	one_to_one
t-s034-a053-w007	34:53	7	بِٱلْغَيْبِ	w-s034-a053-w007	34:53:7	one_to_one
t-s034-a053-w008	34:53	8	مِن	w-s034-a053-w008	34:53:8	one_to_one
t-s034-a053-w009	34:53	9	مَّكَانٍۭ	w-s034-a053-w009	34:53:9	one_to_one
t-s034-a053-w010	34:53	10	بَعِيدٍۢ	w-s034-a053-w010	34:53:10	one_to_one
t-s034-a054-w001	34:54	1	وَحِيلَ	w-s034-a054-w001	34:54:1	one_to_one
t-s034-a054-w002	34:54	2	بَيْنَهُمْ	w-s034-a054-w002	34:54:2	one_to_one
t-s034-a054-w003	34:54	3	وَبَيْنَ	w-s034-a054-w003	34:54:3	one_to_one
t-s034-a054-w004	34:54	4	مَا	w-s034-a054-w004	34:54:4	one_to_one
t-s034-a054-w005	34:54	5	يَشْتَهُونَ	w-s034-a054-w005	34:54:5	one_to_one
t-s034-a054-w006	34:54	6	كَمَا	w-s034-a054-w006	34:54:6	one_to_one
t-s034-a054-w007	34:54	7	فُعِلَ	w-s034-a054-w007	34:54:7	one_to_one
t-s034-a054-w008	34:54	8	بِأَشْيَاعِهِم	w-s034-a054-w008	34:54:8	one_to_one
t-s034-a054-w009	34:54	9	مِّن	w-s034-a054-w009	34:54:9	one_to_one
t-s034-a054-w010	34:54	10	قَبْلُ	w-s034-a054-w010	34:54:10	one_to_one
t-s034-a054-w011	34:54	11	إِنَّهُمْ	w-s034-a054-w011	34:54:11	one_to_one
t-s034-a054-w012	34:54	12	كَانُوا۟	w-s034-a054-w012	34:54:12	one_to_one
t-s034-a054-w013	34:54	13	فِى	w-s034-a054-w013	34:54:13	one_to_one
t-s034-a054-w014	34:54	14	شَكٍّۢ	w-s034-a054-w014	34:54:14	one_to_one
t-s034-a054-w015	34:54	15	مُّرِيبٍۭ	w-s034-a054-w015	34:54:15	one_to_one
