review_id	candidate_count	path_count_total	ayahs	theme_signature	representative_roots	representative_branches	theme_set_sample	keyword_sample
QR0154	1	570	1,2,4,6,7	kinship_society/social_relations → emotion_ethics/ethics_morality → ritual_belief/prayer_supplication → ritual_belief/belief_revelation → ritual_belief/religion_worship → condition_force_change/support_dependence → kinship_society/hospitality_welfare	ر ح م → ح م د → ء ل ه → ر ب ب → د ي ن → ق و م → ن ع م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ق و م:B009:قوام وعماد ومعاش | ن ع م:B001:حسن الحال والنعمة	condition_force_change/abundance_scarcity; condition_force_change/stability_endurance; condition_force_change/support_dependence; emotion_ethics/ethics_morality; kinship_society/family; kinship_society/hospitality_welfare; kinship_society/identity_personhood; kinship_society/social_relations; language_communication/language_speech; language_communication/naming_classification; law_governance/authority_governance; law_governance/obligation_contract	abundance, address, allah, ancestry, approval, authority, benefaction, benefit, blessing, bounty, charity, commendation, community, creed, deity, devotion, dominion, economy, ethic, ethics
QR0155	1	566	2,3,4,6,7	emotion_ethics/ethics_morality → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → cognition_perception/knowledge_learning → kinship_society/hospitality_welfare	ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ه د ي → ن ع م	ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B001:حسن الحال والنعمة	body_health_life/health_medicine; cognition_perception/knowledge_learning; condition_force_change/abundance_scarcity; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; language_communication/language_speech; law_governance/obligation_contract; ritual_belief/afterlife_eschatology; ritual_belief/belief_revelation; ritual_belief/religion_worship	abundance, adoration, approval, authority, belief, benefaction, benefit, blessing, bounty, care, charity, clarity, coating, commendation, community, compassion, condiment, creed, cult, deity
QR0156	1	562	1,2,4,6,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → ritual_belief/prayer_supplication → ritual_belief/belief_revelation → ritual_belief/religion_worship → cognition_perception/knowledge_learning → kinship_society/hospitality_welfare	س م و → ح م د → ء ل ه → ر ب ب → د ي ن → ه د ي → ن ع م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B001:حسن الحال والنعمة	cognition_perception/knowledge_learning; condition_force_change/abundance_scarcity; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; language_communication/language_speech; language_communication/naming_classification; law_governance/authority_governance; law_governance/obligation_contract; ritual_belief/afterlife_eschatology; ritual_belief/belief_revelation	abundance, address, allah, approval, ascent, authority, belief, benefaction, benefit, blessing, bounty, charity, clarity, commendation, community, creed, deity, devotion, direction, dominion
QR0157	1	558	1,2,3,4,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → law_governance/punishment_sanction	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → غ ض ب	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	body_health_life/health_medicine; conflict_security/conflict; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; language_communication/language_speech; law_governance/justice_judgment; law_governance/obligation_contract; law_governance/punishment_sanction	adoration, anger, approval, ascent, authority, blessing, care, charity, coating, commendation, community, compassion, condiment, conflict, creed, cult, deity, devotion, divinity, elevation
QR0158	1	544	2,3,4,5,6,7	emotion_ethics/ethics_morality → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → movement_travel/transport → emotion_ethics/ethics_morality	ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط	ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	animal_life/husbandry; body_health_life/health_medicine; craft_material_built/architecture_construction; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; language_communication/language_speech; law_governance/obligation_contract; law_governance/politics_order; movement_travel/transport; ritual_belief/belief_revelation	adoration, alignment, animal, approval, authority, blessing, care, charity, coating, commendation, community, compassion, condiment, course, craft, creed, cult, deity, devotion, direction
QR0159	1	540	1,2,3,5,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → ritual_belief/prayer_supplication → cognition_perception/knowledge_learning → kinship_society/social_relations → condition_force_change/stability_endurance → cognition_perception/proof_uncertainty	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → ع ب د → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ع ب د:B007:القوة والصلابة | ض ل ل:B001:الضلال عن الهدى والقصد	body_health_life/physiology; cognition_perception/cognition; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; condition_force_change/stability_endurance; craft_material_built/textile_clothing; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/family; kinship_society/hierarchy_status; kinship_society/identity_personhood; kinship_society/social_relations	address, aim, allah, ancestry, animal, approval, ascent, blessing, body, clergy, commendation, community, deviation, devotion, durability, education, elevation, eminence, error, ethic
QR0160	1	540	1,2,3,4,5,6,7	ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → movement_travel/transport → cognition_perception/knowledge_learning → cognition_perception/proof_uncertainty	ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ه د ي → ض ل ل	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; body_health_life/health_medicine; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; law_governance/obligation_contract; movement_travel/navigation_route; movement_travel/transport	adoration, aim, animal, authority, belief, care, charity, clarity, coating, community, compassion, condiment, craft, creed, cult, deity, deviation, devotion, direction, divinity
QR0161	1	540	1,2,3,4,5,7	ritual_belief/prayer_supplication → cognition_perception/knowledge_learning → space_form_boundary/pattern_marking → emotion_ethics/ethics_morality → ritual_belief/religion_worship → ritual_belief/religion_worship → kinship_society/hospitality_welfare	ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ع ب د → ن ع م	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	cognition_perception/cognition; cognition_perception/knowledge_learning; condition_force_change/abundance_scarcity; craft_material_built/ornament_beauty; emotion_ethics/ethics_morality; emotion_ethics/trust_loyalty; kinship_society/hospitality_welfare; land_water_sky/geography_landscape; language_communication/naming_classification; law_governance/obligation_contract; ritual_belief/belief_revelation; ritual_belief/prayer_supplication	abundance, address, allah, allegiance, authority, banner, benefaction, benefit, blessing, bounty, care, cartography, charity, clergy, community, compassion, creed, devotion, divinity, education
QR0162	1	528	1,2,3,4,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → law_governance/politics_order → ritual_belief/religion_worship → condition_force_change/support_dependence	س م و → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → غ ي ر	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح	condition_force_change/support_dependence; economy_property/labor_work; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/authority_governance; law_governance/obligation_contract; law_governance/politics_order	agriculture, approval, army, ascent, assembly, authority, benefit, blessing, care, charity, coalition, commendation, community, compassion, confederacy, creed, demography, devotion, divinity, dominion
QR0163	1	512	1,2,4,5,6,7	language_communication/communication → ritual_belief/prayer_supplication → ritual_belief/belief_revelation → ritual_belief/religion_worship → movement_travel/transport → emotion_ethics/ethics_morality → cognition_perception/proof_uncertainty	س م و → ء ل ه → ر ب ب → د ي ن → ع ب د → ص ر ط → ض ل ل	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; emotion_ethics/ethics_morality; kinship_society/identity_personhood; kinship_society/kinship; language_communication/communication; language_communication/naming_classification; law_governance/authority_governance; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route	address, aim, alignment, allah, analogy, animal, appellation, authority, classification, coating, community, course, craft, creed, deity, designation, deviation, devotion, direction, dominion
QR0164	1	504	1,2,3,4,7	craft_material_built/architecture_construction → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → law_governance/law → cognition_perception/proof_uncertainty	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → غ ي ر → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	body_health_life/health_medicine; cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; land_water_sky/sky_astronomy; land_water_sky/weather_climate; law_governance/justice_judgment; law_governance/law; law_governance/obligation_contract	adoration, agriculture, aim, anatomy, architecture, authority, bloodmoney, canopy, care, ceiling, charity, coating, community, compassion, compensation, condiment, cosmology, cover, creed, crime
QR0165	1	504	1,2,4,5,7	kinship_society/social_relations → emotion_ethics/ethics_morality → ritual_belief/prayer_supplication → ritual_belief/belief_revelation → ritual_belief/religion_worship → movement_travel/transport → cognition_perception/proof_uncertainty	ر ح م → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; emotion_ethics/ethics_morality; kinship_society/family; kinship_society/identity_personhood; kinship_society/social_relations; language_communication/language_speech; language_communication/naming_classification; law_governance/authority_governance; law_governance/obligation_contract; movement_travel/navigation_route	address, aim, allah, ancestry, animal, approval, authority, blessing, coating, commendation, community, craft, creed, deity, deviation, devotion, dominion, error, ethic, ethics
QR0166	1	500	1,2,3,4,5,6	ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → law_governance/politics_order → ritual_belief/religion_worship → movement_travel/transport → cognition_perception/knowledge_learning	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د → ه د ي	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق	animal_life/husbandry; body_health_life/health_medicine; cognition_perception/knowledge_learning; craft_material_built/architecture_construction; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; law_governance/authority_governance; law_governance/obligation_contract; law_governance/politics_order	adoration, animal, authority, belief, care, charity, clarity, coating, community, compassion, condiment, craft, creed, cult, deity, devotion, direction, divinity, dominion, emotion
QR0167	1	500	1,2,3,4,6,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → emotion_ethics/ethics_morality	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ص ر ط	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم	body_health_life/health_medicine; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; language_communication/language_speech; law_governance/obligation_contract; law_governance/politics_order; ritual_belief/belief_revelation; ritual_belief/religion_worship	adoration, alignment, approval, ascent, authority, blessing, care, charity, coating, commendation, community, compassion, condiment, course, creed, cult, deity, devotion, direction, divinity
QR0168	1	488	1,2,3,4,6,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → emotion_ethics/ethics_morality → cognition_perception/proof_uncertainty	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/proof_uncertainty; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/belief_revelation	aim, alignment, approval, army, ascent, assembly, authority, blessing, care, charity, coalition, commendation, community, compassion, confederacy, course, creed, demography, deviation, devotion
QR0169	1	488	1,2,3,4,6	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → emotion_ethics/ethics_morality → law_governance/politics_order	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ص ر ط → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ق و م:B008:استقامة واعتدال واستواء	cognition_perception/proof_uncertainty; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; law_governance/politics_order; ritual_belief/belief_revelation; ritual_belief/religion_worship	alignment, approval, army, ascent, assembly, authority, balance, blessing, care, charity, coalition, commendation, community, compassion, confederacy, course, creed, demography, devotion, direction
QR0170	1	480	1,2,3,4,5	craft_material_built/architecture_construction → ritual_belief/religion_worship → emotion_ethics/ethics_morality → space_form_boundary/pattern_marking → emotion_ethics/ethics_morality → ritual_belief/religion_worship → kinship_society/hierarchy_status	س م و → ء ل ه → ح م د → ع ل م → ر ح م → د ي ن → ع ب د	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	condition_force_change/control_restraint; craft_material_built/architecture_construction; craft_material_built/ornament_beauty; economy_property/labor_work; emotion_ethics/ethics_morality; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; land_water_sky/geography_landscape; land_water_sky/sky_astronomy; land_water_sky/weather_climate; language_communication/language_speech; law_governance/obligation_contract	adoration, agriculture, anatomy, approval, architecture, authority, banner, blessing, bondage, canopy, captivity, care, cartography, ceiling, charity, chattel, coercion, commendation, community, compassion
QR0171	1	480	1,2,3,4,7	craft_material_built/architecture_construction → ritual_belief/religion_worship → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → cognition_perception/proof_uncertainty	س م و → ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; land_water_sky/sky_astronomy; land_water_sky/weather_climate; language_communication/language_speech; law_governance/obligation_contract; movement_travel/navigation_route; ritual_belief/belief_revelation	adoration, agriculture, aim, anatomy, approval, architecture, army, assembly, authority, blessing, canopy, care, ceiling, charity, coalition, commendation, community, compassion, confederacy, cosmology
QR0172	1	472	1,2,3,4,5,6,7	craft_material_built/architecture_construction → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → movement_travel/transport → emotion_ethics/ethics_morality → cognition_perception/proof_uncertainty	س م و → ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط → ض ل ل	س م و:B004:السماء وما علا فأظل | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; body_health_life/health_medicine; cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; land_water_sky/sky_astronomy; land_water_sky/weather_climate; law_governance/obligation_contract; law_governance/politics_order	agriculture, aim, alignment, anatomy, animal, architecture, authority, canopy, care, ceiling, charity, coating, community, compassion, condiment, cosmology, course, cover, craft, creed
QR0173	1	468	1,2,4,5,6	language_communication/communication → ritual_belief/prayer_supplication → ritual_belief/belief_revelation → economy_property/economy → ritual_belief/religion_worship → movement_travel/transport → cognition_perception/knowledge_learning	س م و → ء ل ه → ر ب ب → م ل ك → د ي ن → ع ب د → ه د ي	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | م ل ك:B002:المِلْك والتصرف | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق	animal_life/husbandry; cognition_perception/knowledge_learning; craft_material_built/architecture_construction; economy_property/economy; economy_property/labor_work; kinship_society/hierarchy_status; kinship_society/identity_personhood; kinship_society/kinship; language_communication/communication; language_communication/naming_classification; law_governance/authority_governance; law_governance/obligation_contract	address, agency, allah, analogy, animal, appellation, authority, belief, clarity, classification, coating, community, control, craft, creed, deity, designation, devotion, direction, disposal
QR0174	1	460	1,2,3,4,5,7	ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → law_governance/politics_order → ritual_belief/religion_worship → ritual_belief/religion_worship → kinship_society/hospitality_welfare	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د → ن ع م	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	body_health_life/health_medicine; condition_force_change/abundance_scarcity; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; emotion_ethics/trust_loyalty; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; law_governance/authority_governance; law_governance/obligation_contract; law_governance/politics_order; ritual_belief/belief_revelation	abundance, adoration, allegiance, authority, benefaction, benefit, blessing, bounty, care, charity, coating, community, compassion, condiment, creed, cult, deity, devotion, divinity, dominion
QR0175	1	456	1,2,3,4,5,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → space_form_boundary/pattern_marking → emotion_ethics/ethics_morality → ritual_belief/religion_worship → movement_travel/transport → cognition_perception/proof_uncertainty	س م و → ح م د → ع ل م → ر ح م → د ي ن → ع ب د → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; craft_material_built/ornament_beauty; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; land_water_sky/geography_landscape; language_communication/language_speech; law_governance/obligation_contract; movement_travel/navigation_route	aim, animal, approval, ascent, authority, banner, blessing, care, cartography, charity, coating, commendation, community, compassion, craft, creed, deviation, devotion, divinity, elevation
QR0176	1	456	1,2,3,4,7	ritual_belief/religion_worship → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → law_governance/law → cognition_perception/proof_uncertainty	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → غ ي ر → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/proof_uncertainty; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/justice_judgment; law_governance/law; law_governance/obligation_contract; law_governance/punishment_sanction; movement_travel/navigation_route; ritual_belief/belief_revelation	adoration, aim, approval, army, assembly, authority, blessing, bloodmoney, care, charity, coalition, commendation, community, compassion, compensation, confederacy, creed, crime, cult, deity
QR0177	1	448	1,2,3,5,6,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → cognition_perception/knowledge_learning → kinship_society/social_relations → condition_force_change/stability_endurance → space_form_boundary/containment_access → law_governance/law	س م و → ح م د → ر ب ب → ر ح م → ع ب د → ص ر ط → غ ي ر	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	body_health_life/physiology; cognition_perception/cognition; cognition_perception/knowledge_learning; condition_force_change/stability_endurance; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/family; kinship_society/hierarchy_status; kinship_society/identity_personhood; kinship_society/social_relations	absorption, ancestry, animal, appetite, approval, ascent, assimilation, blessing, bloodmoney, body, clergy, commendation, community, compensation, consumption, crime, devotion, disappearance, durability, education
QR0178	1	448	1,2,3,5,6,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → cognition_perception/knowledge_learning → kinship_society/social_relations → agriculture_food/plant_vegetation → conflict_security/violence_warfare → cognition_perception/proof_uncertainty	س م و → ح م د → ر ب ب → ر ح م → ع و ن → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ض ل ل:B001:الضلال عن الهدى والقصد	agriculture_food/harvest_cultivation; agriculture_food/plant_vegetation; body_health_life/life_stage_aging; cognition_perception/cognition; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; condition_force_change/force_power; conflict_security/violence_warfare; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/family; kinship_society/hierarchy_status	age, aging, agriculture, aim, ancestry, antiquity, approval, ascent, blade, blessing, botany, clergy, combat, commendation, community, cultivation, cutting, date, deviation, devotion
QR0179	1	448	1,2,4,5,6,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → body_health_life/health_medicine → ritual_belief/religion_worship → movement_travel/transport → emotion_ethics/ethics_morality → cognition_perception/proof_uncertainty	س م و → ر ح م → ر ب ب → د ي ن → ع ب د → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B006:رُبّ خاثر وإصلاح به | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; body_health_life/health_medicine; cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; law_governance/obligation_contract; law_governance/politics_order	aim, alignment, animal, ascent, authority, care, charity, coating, community, compassion, condiment, course, craft, creed, deviation, devotion, direction, divinity, elevation, eminence
