review_id	candidate_count	path_count_total	ayahs	image_scored_facet_signature	representative_roots	representative_branches	top_image_facets
IF0134	2	76	1,2,4,5,6,7	kw:guidance | kw:direction | theme:cognition_perception/knowledge_learning	ء ل ه → ح م د → ر ب ب → د ي ن → ع ب د → ه د ي → ص ر ط	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم	theme:cognition_perception/knowledge_learning(3); kw:guidance(2); kw:direction(2); kw:gratitude(1); kw:straightness(1); kw:praise(1); kw:submission(1); kw:obedience(1); kw:ceiling(1); kw:paving(1); kw:sage(1); kw:taming(1); kw:overhead(1); kw:scholar(1); kw:smoothing(1); kw:leveling(1)
IF0135	2	74	1,2,4,5,6,7	kw:hierarchy	س م و → ح م د → ء ل ه → ر ب ب → ع ب د → ص ر ط → غ ي ر	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	kw:hierarchy(2); kw:gratitude(1); kw:dominion(1); kw:invocation(1); kw:loftiness(1); kw:eminence(1); kw:address(1); kw:praise(1); kw:oath(1); kw:rise(1); kw:indemnity(1); kw:swallowing(1); kw:stoutness(1); kw:restitution(1); kw:antiquity(1); kw:routine(1)
IF0136	2	74	1,2,4,5,6,7	kw:gratitude | kw:misguidance | kw:stoutness | kw:antiquity	ء ل ه → ح م د → د ي ن → ع ب د → ع و ن → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:misguidance(1); kw:stoutness(1); kw:antiquity(1); kw:praise(1); kw:sharpness(1); kw:submission(1); kw:solidity(1); kw:penetration(1); kw:sword(1); kw:blade(1); kw:error(1); kw:vitality(1); kw:obedience(1); kw:deviation(1); kw:blessing(1)
IF0137	2	73	1,2,4,5,6,7	kw:navigation | kw:road | theme:space_form_boundary/space | theme:movement_travel/navigation_route	ء ل ه → ح م د → ع ل م → م ل ك → ع ب د → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | م ل ك:B006:مَلَك الطريق والوادي | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:navigation(3); kw:road(2); theme:space_form_boundary/space(2); theme:movement_travel/navigation_route(2); kw:paving(1); kw:heraldry(1); kw:taming(1); kw:banner(1); kw:smoothing(1); kw:misguidance(1); kw:leveling(1); kw:gratitude(1); kw:middle(1); kw:sage(1); kw:scholar(1); kw:invocation(1)
IF0138	2	72	1,2,4,5,6,7	kw:gratitude | kw:family | kw:stopping | kw:freezing	ر ح م → ح م د → ء ل ه → د ي ن → ع ب د → ق و م → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ق و م:B016:جمود ووقوف وكلال | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:family(1); kw:stopping(1); kw:freezing(1); kw:inability(1); kw:misguidance(1); kw:relative(1); kw:stagnation(1); kw:immobility(1); kw:praise(1); kw:hawk(1); kw:falcon(1); kw:raptor(1); kw:stoutness(1); kw:routine(1); kw:predator(1)
IF0139	2	72	1,2,3,4,6,7	kw:guidance | kw:direction | kw:authority | theme:law_governance/politics_order	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ه د ي → ص ر ط	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم	kw:guidance(2); kw:direction(2); kw:authority(2); theme:law_governance/politics_order(2); kw:pity(1); kw:kingship(1); kw:dominion(1); kw:compassion(1); kw:straightness(1); kw:sovereignty(1); kw:tenderness(1); kw:kindness(1); kw:hawk(1); kw:falcon(1); kw:syrup(1); kw:paste(1)
IF0140	2	64	1,2,3,4,5,6,7	kw:gratitude | kw:family | kw:rebellion | kw:relative	ر ح م → ح م د → ء ل ه → د ي ن → ع ب د → ص ر ط → غ ض ب	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ض ب:B003:المراغمة والمخالفة	kw:gratitude(1); kw:family(1); kw:rebellion(1); kw:relative(1); kw:swallowing(1); kw:defiance(1); kw:stoutness(1); kw:praise(1); kw:ingestion(1); kw:submission(1); kw:solidity(1); kw:disappearance(1); kw:resistance(1); kw:vitality(1); kw:obedience(1); kw:blessing(1)
IF0141	2	64	1,2,3,4,5,6,7	kw:gratitude | kw:family | kw:relative | kw:stoutness	ر ح م → ح م د → ء ل ه → د ي ن → ع ب د → ع و ن → ص ر ط	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة	kw:gratitude(1); kw:family(1); kw:relative(1); kw:stoutness(1); kw:antiquity(1); kw:praise(1); kw:sharpness(1); kw:submission(1); kw:solidity(1); kw:penetration(1); kw:sword(1); kw:blade(1); kw:vitality(1); kw:obedience(1); kw:blessing(1); kw:cultivation(1)
IF0142	2	60	1,2,4,5,6,7	kw:gratitude | kw:family | kw:hawk | kw:falcon	ر ح م → ح م د → ء ل ه → ع ل م → د ي ن → ع و ن → ص ر ط	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة	kw:gratitude(1); kw:family(1); kw:hawk(1); kw:falcon(1); kw:raptor(1); kw:relative(1); kw:routine(1); kw:predator(1); kw:custom(1); kw:praise(1); kw:ornithology(1); kw:practice(1); kw:habit(1); kw:misguidance(1); kw:antiquity(1); kw:sharpness(1)
IF0143	2	60	1,2,3,4,5,6,7	kw:honor | kw:protectiveness | kw:hawk | kw:falcon	ء ل ه → ع ل م → د ي ن → ع ب د → ص ر ط → غ ي ر → غ ض ب	ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:honor(1); kw:protectiveness(1); kw:hawk(1); kw:falcon(1); kw:jealousy(1); kw:raptor(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:wrath(1); kw:routine(1); kw:predator(1); kw:custom(1); kw:pity(1); kw:swallowing(1); kw:stoutness(1)
IF0144	2	52	1,2,3,4,6,7	kw:guidance | kw:direction | theme:cognition_perception/knowledge_learning | kw:navigation	ء ل ه → ر ب ب → ع ل م → ر ح م → ه د ي → ص ر ط → ض ل ل	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:guidance(2); kw:direction(2); theme:cognition_perception/knowledge_learning(2); kw:navigation(2); kw:sage(1); kw:scholar(1); kw:misguidance(1); kw:gratitude(1); kw:straightness(1); kw:heraldry(1); kw:banner(1); kw:pity(1); kw:invocation(1); kw:address(1); kw:compassion(1); kw:semiotics(1)
IF0145	2	52	1,2,4,5,6,7	kw:gratitude | kw:grammar | kw:duration | kw:preposition	ء ل ه → ح م د → ر ب ب → ي و م → د ي ن → ه د ي → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B015:حرف رب وربما | ي و م:B002:مدة من الزمان | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:grammar(1); kw:duration(1); kw:preposition(1); kw:quantification(1); kw:linguistics(1); kw:particle(1); kw:span(1); kw:meaning(1); kw:period(1); kw:praise(1); kw:misguidance(1); kw:antiquity(1); kw:routine(1); kw:custom(1); kw:practice(1)
IF0146	2	42	1,2,4,5,6,7	kw:navigation | theme:law_governance/politics_order	ر ح م → ح م د → ء ل ه → ع ل م → د ي ن → ص ر ط → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:navigation(2); theme:law_governance/politics_order(2); kw:gratitude(1); kw:hawk(1); kw:falcon(1); kw:raptor(1); kw:misguidance(1); kw:routine(1); kw:straightness(1); kw:predator(1); kw:custom(1); kw:family(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:leveling(1)
IF0147	2	40	1,2,4,5,6,7	kw:gratitude | kw:sunrise | kw:daytime | kw:sunset	ء ل ه → ح م د → ي و م → د ي ن → ع ب د → ص ر ط → غ ض ب	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ض ب:B003:المراغمة والمخالفة	kw:gratitude(1); kw:sunrise(1); kw:daytime(1); kw:sunset(1); kw:stoutness(1); kw:praise(1); kw:submission(1); kw:solidity(1); kw:vitality(1); kw:obedience(1); kw:rebellion(1); kw:swallowing(1); kw:defiance(1); kw:antiquity(1); kw:ingestion(1); kw:sharpness(1)
IF0148	2	32	1,2,4,6,7	kw:guidance | kw:direction | theme:land_water_sky/sky_astronomy	س م و → ء ل ه → ح م د → ي و م → د ي ن → ه د ي → ص ر ط	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم	theme:land_water_sky/sky_astronomy(3); kw:guidance(2); kw:direction(2); kw:ceiling(1); kw:overhead(1); kw:gratitude(1); kw:canopy(1); kw:straightness(1); kw:grammar(1); kw:duration(1); kw:preposition(1); kw:sunrise(1); kw:daytime(1); kw:quantification(1); kw:sunset(1); kw:linguistics(1)
IF0149	2	32	1,2,4,6,7	kw:navigation | theme:land_water_sky/sky_astronomy	س م و → ء ل ه → ح م د → ي و م → د ي ن → ص ر ط → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	theme:land_water_sky/sky_astronomy(3); kw:navigation(2); kw:ceiling(1); kw:overhead(1); kw:misguidance(1); kw:gratitude(1); kw:canopy(1); kw:straightness(1); kw:grammar(1); kw:duration(1); kw:preposition(1); kw:sunrise(1); kw:daytime(1); kw:quantification(1); kw:sunset(1); kw:linguistics(1)
IF0150	2	30	1,2,4,5,6,7	kw:gratitude | kw:sunrise | kw:daytime | kw:misguidance	ء ل ه → ح م د → ي و م → د ي ن → ع و ن → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B005:العادة والشأن | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ض ل ل:B001:الضلال عن الهدى والقصد	kw:custom(2); kw:gratitude(1); kw:sunrise(1); kw:daytime(1); kw:misguidance(1); kw:sunset(1); kw:praise(1); kw:error(1); kw:intent(1); kw:antiquity(1); kw:routine(1); kw:manner(1); kw:practice(1); kw:sharpness(1); kw:aid(1); kw:assistance(1)
IF0151	2	28	1,2,3,4,5,7	kw:gratitude | kw:burial | kw:family | kw:honor	س م و → ء ل ه → ح م د → ر ح م → ع و ن → غ ي ر → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ح م:B002:الرَّحِم والقرابة | ع و ن:B007:عانة الرجل | غ ي ر:B004:الغَيْرة على الأهل | ض ل ل:B002:الغيبوبة والخفاء	kw:gratitude(1); kw:burial(1); kw:family(1); kw:honor(1); kw:protectiveness(1); kw:jealousy(1); kw:zeal(1); kw:relative(1); kw:hiddenness(1); kw:praise(1); kw:disappearance(1); kw:ceiling(1); kw:pubis(1); kw:overhead(1); kw:groin(1); kw:canopy(1)
IF0152	1	4868	1,2,3,4,6	kw:gratitude | kw:men | kw:pity | kw:syrup	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	kw:gratitude(1); kw:men(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:loftiness(1); kw:eminence(1); kw:compassion(1); kw:faction(1); kw:praise(1); kw:tenderness(1); kw:kindness(1); kw:rise(1); kw:submission(1); kw:clan(1)
IF0153	1	2560	1,2,3,4,5	kw:gratitude | kw:thousand | kw:ceiling | kw:chattel	س م و → ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	kw:gratitude(1); kw:thousand(1); kw:ceiling(1); kw:chattel(1); kw:overhead(1); kw:pity(1); kw:slave(1); kw:servitude(1); kw:canopy(1); kw:compassion(1); kw:slavery(1); kw:bondage(1); kw:praise(1); kw:tenderness(1); kw:demography(1); kw:kindness(1)
IF0154	1	2310	1,2,3,4,6	kw:tribe | kw:hierarchy | kw:authority | theme:kinship_society/hierarchy_status | theme:kinship_society/kinship	س م و → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	kw:tribe(2); kw:hierarchy(2); kw:authority(2); theme:kinship_society/hierarchy_status(2); theme:kinship_society/kinship(2); kw:gratitude(1); kw:men(1); kw:thousand(1); kw:pity(1); kw:kingship(1); kw:dominion(1); kw:loftiness(1); kw:eminence(1); kw:compassion(1); kw:faction(1); kw:praise(1)
IF0155	1	2242	1,2,3,4,6,7	kw:gratitude | kw:thousand | kw:pity | kw:loftiness	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:thousand(1); kw:pity(1); kw:loftiness(1); kw:misguidance(1); kw:eminence(1); kw:compassion(1); kw:praise(1); kw:tenderness(1); kw:demography(1); kw:kindness(1); kw:rise(1); kw:submission(1); kw:multitude(1); kw:error(1); kw:obedience(1)
IF0156	1	1624	1,2,4,5,7	kw:anger | kw:honor | kw:hierarchy | theme:law_governance/obligation_contract	س م و → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → غ ض ب	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:anger(2); kw:honor(2); kw:hierarchy(2); theme:law_governance/obligation_contract(2); kw:gratitude(1); kw:regret(1); kw:dominion(1); kw:invocation(1); kw:loftiness(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:eminence(1); kw:wrath(1); kw:address(1); kw:mourning(1)
IF0157	1	1484	1,2,4,5,6	kw:submission | kw:obedience | kw:hierarchy | kw:authority | theme:law_governance/obligation_contract	س م و → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	kw:submission(2); kw:obedience(2); kw:hierarchy(2); kw:authority(2); theme:law_governance/obligation_contract(2); kw:gratitude(1); kw:men(1); kw:dominion(1); kw:invocation(1); kw:loftiness(1); kw:eminence(1); kw:address(1); kw:faction(1); kw:praise(1); kw:oath(1); kw:rise(1)
IF0158	1	1400	1,2,3,4,6	kw:semiotics | kw:name | kw:language | theme:law_governance/obligation_contract | theme:kinship_society/kinship	س م و → ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ق و م	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	kw:semiotics(2); kw:name(2); kw:language(2); theme:law_governance/obligation_contract(2); theme:kinship_society/kinship(2); kw:men(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:invocation(1); kw:address(1); kw:appellation(1); kw:compassion(1); kw:faction(1)
IF0159	1	1250	1,2,3,5,6	kw:gratitude | kw:submission | kw:men | kw:pity	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → ع ب د → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	kw:gratitude(1); kw:submission(1); kw:men(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:loftiness(1); kw:eminence(1); kw:compassion(1); kw:faction(1); kw:praise(1); kw:tenderness(1); kw:kindness(1); kw:rise(1); kw:clan(1)
IF0160	1	1104	2,3,4,5,6,7	kw:honor | kw:protectiveness | kw:thousand | kw:jealousy	ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط → غ ي ر → غ ض ب	ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:honor(1); kw:protectiveness(1); kw:thousand(1); kw:jealousy(1); kw:pity(1); kw:zeal(1); kw:swallowing(1); kw:stoutness(1); kw:fury(1); kw:resentment(1); kw:wrath(1); kw:compassion(1); kw:ingestion(1); kw:tenderness(1); kw:demography(1); kw:kindness(1)
IF0161	1	1032	1,2,4,5,6,7	kw:honor | kw:protectiveness | kw:jealousy | kw:zeal	ر ح م → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ي ر → غ ض ب	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B002:إصلاح وتربية وإتمام | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:honor(1); kw:protectiveness(1); kw:jealousy(1); kw:zeal(1); kw:swallowing(1); kw:stoutness(1); kw:fury(1); kw:nurture(1); kw:resentment(1); kw:wrath(1); kw:ingestion(1); kw:womb(1); kw:submission(1); kw:solidity(1); kw:disappearance(1); kw:anger(1)
IF0162	1	990	1,2,3,4,7	kw:blessing | kw:hierarchy | kw:authority | theme:kinship_society/hospitality_welfare | theme:kinship_society/hierarchy_status	س م و → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ن ع م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ن ع م:B001:حسن الحال والنعمة	kw:blessing(2); kw:hierarchy(2); kw:authority(2); theme:kinship_society/hospitality_welfare(2); theme:kinship_society/hierarchy_status(2); kw:gratitude(1); kw:thousand(1); kw:pity(1); kw:kingship(1); kw:dominion(1); kw:loftiness(1); kw:eminence(1); kw:compassion(1); kw:grace(1); kw:praise(1); kw:sovereignty(1)
IF0163	1	990	1,2,4,5,7	kw:submission | kw:obedience | kw:blessing | kw:hierarchy | kw:authority | theme:law_governance/obligation_contract	س م و → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → ن ع م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	kw:submission(2); kw:obedience(2); kw:blessing(2); kw:hierarchy(2); kw:authority(2); theme:law_governance/obligation_contract(2); kw:gratitude(1); kw:dominion(1); kw:invocation(1); kw:loftiness(1); kw:eminence(1); kw:address(1); kw:grace(1); kw:praise(1); kw:bounty(1); kw:oath(1)
IF0164	1	920	2,3,4,5,6,7	kw:thousand | kw:pity | kw:indemnity | kw:misguidance	ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط → غ ي ر → ض ل ل	ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:thousand(1); kw:pity(1); kw:indemnity(1); kw:misguidance(1); kw:swallowing(1); kw:stoutness(1); kw:restitution(1); kw:compassion(1); kw:ingestion(1); kw:tenderness(1); kw:demography(1); kw:kindness(1); kw:submission(1); kw:solidity(1); kw:compensation(1); kw:disappearance(1)
IF0165	1	860	1,2,4,5,6,7	kw:indemnity | kw:misguidance | kw:swallowing | kw:stoutness	ر ح م → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ي ر → ض ل ل	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B002:إصلاح وتربية وإتمام | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:indemnity(1); kw:misguidance(1); kw:swallowing(1); kw:stoutness(1); kw:nurture(1); kw:restitution(1); kw:ingestion(1); kw:womb(1); kw:submission(1); kw:solidity(1); kw:compensation(1); kw:disappearance(1); kw:swelling(1); kw:education(1); kw:error(1); kw:vitality(1)
IF0166	1	840	1,2,3,4,6	kw:semiotics | kw:name | theme:cognition_perception/knowledge_learning | kw:language | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ه د ي	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق	kw:semiotics(2); kw:name(2); theme:cognition_perception/knowledge_learning(2); kw:language(2); theme:law_governance/obligation_contract(2); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:invocation(1); kw:address(1); kw:appellation(1); kw:compassion(1); kw:oath(1); kw:tenderness(1)
IF0167	1	840	1,2,3,4,6	kw:tribe | kw:authority | theme:kinship_society/kinship	ء ل ه → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ق و م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	kw:tribe(2); kw:authority(2); theme:kinship_society/kinship(2); kw:gratitude(1); kw:men(1); kw:thousand(1); kw:pity(1); kw:kingship(1); kw:dominion(1); kw:compassion(1); kw:faction(1); kw:praise(1); kw:sovereignty(1); kw:tenderness(1); kw:demography(1); kw:kindness(1)
IF0168	1	816	1,2,3,5,7	kw:honor | kw:biology | theme:emotion_ethics/honor_shame | theme:condition_force_change/growth_decay	س م و → ح م د → ر ب ب → ر ح م → ع و ن → غ ي ر → غ ض ب	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B010:ربابة تجمع القداح | ر ح م:B003:رَحِم الأنثى | ع و ن:B002:العَوان بين السنين | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:honor(2); kw:biology(2); theme:emotion_ethics/honor_shame(2); theme:condition_force_change/growth_decay(2); kw:gambling(1); kw:gratitude(1); kw:protectiveness(1); kw:uterus(1); kw:jealousy(1); kw:loftiness(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:eminence(1); kw:wrath(1); kw:middle(1)
