review_id	candidate_count	path_count_total	ayahs	scored_facet_signature	representative_roots	representative_branches	top_scored_facets
SF0152	2	160	1,2,4,5,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:straightness | kw:theology | kw:devotion | kw:worship | theme:law_governance/politics_order | theme:ritual_belief/ritual	س م و → ء ل ه → ح م د → ر ب ب → د ي ن → ق و م → ص ر ط	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/religion_worship(4); kw:religion(3); kw:straightness(2); kw:theology(2); kw:devotion(2); kw:worship(2); theme:law_governance/politics_order(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:sage(1); kw:scholar(1); kw:rectitude(1); kw:ceiling(1); kw:paving(1)
SF0153	2	160	1,2,3,4,7	theme:ritual_belief/religion_worship | kw:religion | kw:theology | kw:devotion | kw:worship | kw:authority | theme:ritual_belief/ritual | theme:ritual_belief/belief_revelation	ء ل ه → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(4); kw:religion(3); kw:theology(2); kw:devotion(2); kw:worship(2); kw:authority(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:thousand(1); kw:heraldry(1)
SF0154	2	158	1,2,4,5,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:devotion | kw:worship | theme:cognition_perception/knowledge_learning | theme:ritual_belief/belief_revelation | theme:ritual_belief/ritual	س م و → ء ل ه → ح م د → ع ل م → د ي ن → ه د ي → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B001:انكشاف الشيء للعارف | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(4); kw:religion(3); kw:devotion(2); kw:worship(2); theme:cognition_perception/knowledge_learning(2); theme:ritual_belief/belief_revelation(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:deity(1); kw:misguidance(1); kw:ceiling(1); kw:paving(1); kw:taming(1); kw:overhead(1)
SF0155	2	144	1,2,3,6,7	theme:ritual_belief/religion_worship | theme:ritual_belief/belief_revelation | kw:religion	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → ه د ي → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(3); theme:ritual_belief/belief_revelation(3); kw:religion(2); kw:gratitude(1); kw:adoration(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:misguidance(1); kw:compassion(1); kw:praise(1); kw:thousand(1); kw:ceiling(1); kw:overhead(1); kw:syrup(1); kw:paste(1)
SF0156	2	140	1,2,3,4,5,6,7	kw:theology | theme:law_governance/politics_order | theme:ritual_belief/belief_revelation	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ع و ن → ص ر ط	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B005:العادة والشأن | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة	kw:theology(2); theme:law_governance/politics_order(2); theme:ritual_belief/belief_revelation(2); kw:adoration(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:deity(1); kw:divinity(1); kw:kingship(1); kw:dominion(1); kw:routine(1); kw:compassion(1); kw:campaign(1); kw:advocacy(1)
SF0157	2	136	1,2,3,4,5,6	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | theme:space_form_boundary/pattern_marking | theme:ritual_belief/ritual | theme:ritual_belief/belief_revelation	ء ل ه → ح م د → ع ل م → ر ح م → د ي ن → ه د ي → ق و م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B002:جهة الأمر وسيرته وقصده | ق و م:B003:عزم ونهوض إلى الأمر	theme:ritual_belief/religion_worship(3); kw:devotion(2); kw:worship(2); kw:religion(2); theme:space_form_boundary/pattern_marking(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:heraldry(1); kw:banner(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:commitment(1)
SF0158	2	132	1,2,4,6,7	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/ritual | theme:kinship_society/marriage_genealogy	ر ح م → ح م د → ء ل ه → د ي ن → ق و م → غ ي ر → غ ض ب	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	theme:ritual_belief/religion_worship(3); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/ritual(2); theme:kinship_society/marriage_genealogy(2); kw:gratitude(1); kw:honor(1); kw:men(1); kw:protectiveness(1); kw:adoration(1); kw:creed(1); kw:jealousy(1); kw:deity(1); kw:family(1); kw:sunrise(1)
SF0159	2	128	1,2,4,5,6	kw:custom | theme:ritual_belief/religion_worship | theme:kinship_society/culture_tradition	ر ح م → ح م د → ء ل ه → ع ل م → د ي ن → ع و ن → ه د ي	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع و ن:B001:الإعانة والمظاهرة | ه د ي:B002:جهة الأمر وسيرته وقصده	kw:custom(2); theme:ritual_belief/religion_worship(2); theme:kinship_society/culture_tradition(2); kw:gratitude(1); kw:adoration(1); kw:hawk(1); kw:falcon(1); kw:deity(1); kw:raptor(1); kw:intent(1); kw:routine(1); kw:manner(1); kw:predator(1); kw:praise(1); kw:family(1); kw:loftiness(1)
SF0160	2	128	1,2,3,4,6,7	theme:ritual_belief/religion_worship | kw:theology | kw:devotion | kw:worship | kw:religion | kw:authority | theme:law_governance/politics_order | theme:ritual_belief/ritual	ء ل ه → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ص ر ط	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/religion_worship(3); kw:theology(2); kw:devotion(2); kw:worship(2); kw:religion(2); kw:authority(2); theme:law_governance/politics_order(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:thousand(1); kw:heraldry(1)
SF0161	2	120	1,2,4,5,6	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/belief_revelation | theme:ritual_belief/ritual	ء ل ه → ح م د → م ل ك → ي و م → د ي ن → ع ب د → ه د ي	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | م ل ك:B005:مِلاك الأمر وعِماده | ي و م:B003:كائنة اليوم وشدته | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق	theme:ritual_belief/religion_worship(3); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/belief_revelation(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:paving(1); kw:creed(1); kw:taming(1); kw:smoothing(1); kw:deity(1); kw:grammar(1); kw:duration(1); kw:preposition(1)
SF0162	2	120	1,2,3,5,6,7	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/belief_revelation | theme:kinship_society/marriage_genealogy	ر ح م → ح م د → ء ل ه → ع ب د → ق و م → غ ي ر → غ ض ب	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	theme:ritual_belief/religion_worship(3); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/belief_revelation(2); theme:kinship_society/marriage_genealogy(2); kw:gratitude(1); kw:submission(1); kw:honor(1); kw:men(1); kw:protectiveness(1); kw:adoration(1); kw:monotheism(1); kw:jealousy(1); kw:deity(1); kw:family(1)
SF0163	2	118	1,2,5,6,7	theme:ritual_belief/religion_worship | kw:religion | theme:movement_travel/navigation_route | theme:space_form_boundary/space	س م و → ح م د → ء ل ه → ع ب د → ص ر ط → غ ي ر → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ب د:B010:التفرق في الوجوه | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(3); kw:religion(2); theme:movement_travel/navigation_route(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:adoration(1); kw:deity(1); kw:indemnity(1); kw:loftiness(1); kw:misguidance(1); kw:divergence(1); kw:restitution(1); kw:eminence(1); kw:disease(1); kw:lameness(1); kw:stance(1)
SF0164	2	116	1,2,3,6,7	theme:ritual_belief/belief_revelation | kw:guidance | kw:direction | theme:ritual_belief/religion_worship | theme:space_form_boundary/space	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → ه د ي → ص ر ط	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/belief_revelation(3); kw:guidance(2); kw:direction(2); theme:ritual_belief/religion_worship(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:adoration(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:loftiness(1); kw:eminence(1); kw:compassion(1); kw:hawk(1); kw:falcon(1); kw:syrup(1)
SF0165	2	100	1,2,3,4,6,7	kw:straightness | theme:ritual_belief/religion_worship | kw:religion | theme:law_governance/politics_order | theme:law_governance/obligation_contract	ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ق و م → ص ر ط	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	kw:straightness(2); theme:ritual_belief/religion_worship(2); kw:religion(2); theme:law_governance/politics_order(2); theme:law_governance/obligation_contract(2); kw:creed(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:rectitude(1); kw:divinity(1); kw:evenness(1); kw:invocation(1); kw:address(1)
SF0166	2	100	1,2,3,4,6,7	theme:law_governance/politics_order | kw:straightness | kw:theology | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | kw:authority	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ق و م → ص ر ط	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	theme:law_governance/politics_order(3); kw:straightness(2); kw:theology(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:religion(2); kw:authority(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:rectitude(1)
SF0167	2	96	1,2,3,6,7	theme:ritual_belief/belief_revelation | kw:guidance | kw:direction | kw:religion | kw:navigation | theme:ritual_belief/religion_worship	س م و → ء ل ه → ر ب ب → ر ح م → ه د ي → ص ر ط → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/belief_revelation(3); kw:guidance(2); kw:direction(2); kw:religion(2); kw:navigation(2); theme:ritual_belief/religion_worship(2); kw:adoration(1); kw:ceiling(1); kw:overhead(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:misguidance(1); kw:hawk(1); kw:falcon(1); kw:syrup(1)
SF0168	2	94	1,2,4,5,6,7	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | kw:submission | kw:straightness | kw:obedience | kw:authority	ر ح م → ح م د → ء ل ه → د ي ن → ع ب د → ق و م → ص ر ط	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/religion_worship(4); kw:devotion(3); kw:worship(3); kw:religion(3); kw:submission(2); kw:straightness(2); kw:obedience(2); kw:authority(2); theme:law_governance/politics_order(2); theme:ritual_belief/belief_revelation(2); theme:ritual_belief/ritual(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:adoration(1); kw:monotheism(1); kw:creed(1)
SF0169	2	88	1,2,3,5,6,7	theme:ritual_belief/religion_worship | theme:ritual_belief/belief_revelation | kw:straightness | kw:devotion | kw:worship | kw:religion | theme:law_governance/politics_order	ح م د → ء ل ه → ر ب ب → ر ح م → ع ب د → ق و م → ص ر ط	ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/religion_worship(3); theme:ritual_belief/belief_revelation(3); kw:straightness(2); kw:devotion(2); kw:worship(2); kw:religion(2); theme:law_governance/politics_order(2); kw:gratitude(1); kw:submission(1); kw:adoration(1); kw:monotheism(1); kw:pity(1); kw:rectitude(1); kw:thousand(1); kw:syrup(1); kw:paste(1)
SF0170	2	88	1,2,4,5,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:theology | kw:guidance | kw:devotion | kw:worship | kw:direction | theme:cognition_perception/knowledge_learning	ء ل ه → ح م د → ر ب ب → د ي ن → ه د ي → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(5); kw:religion(4); kw:theology(2); kw:guidance(2); kw:devotion(2); kw:worship(2); kw:direction(2); theme:cognition_perception/knowledge_learning(2); theme:ritual_belief/belief_revelation(2); theme:ritual_belief/ritual(2); kw:navigation(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:sage(1); kw:paving(1)
SF0171	2	84	1,2,3,4,6,7	kw:religion | theme:ritual_belief/religion_worship | kw:straightness | kw:devotion | kw:worship | kw:navigation | theme:law_governance/politics_order | theme:cognition_perception/proof_uncertainty	ء ل ه → ر ب ب → ر ح م → د ي ن → ق و م → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:religion(3); theme:ritual_belief/religion_worship(3); kw:straightness(2); kw:devotion(2); kw:worship(2); kw:navigation(2); theme:law_governance/politics_order(2); theme:cognition_perception/proof_uncertainty(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:rectitude(1); kw:hawk(1); kw:falcon(1)
SF0172	2	74	1,2,4,5,6,7	kw:hierarchy | theme:ritual_belief/religion_worship	س م و → ح م د → ء ل ه → ر ب ب → ع ب د → ص ر ط → غ ي ر	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	kw:hierarchy(2); theme:ritual_belief/religion_worship(2); kw:gratitude(1); kw:dominion(1); kw:invocation(1); kw:loftiness(1); kw:eminence(1); kw:address(1); kw:praise(1); kw:oath(1); kw:rise(1); kw:indemnity(1); kw:swallowing(1); kw:stoutness(1); kw:restitution(1); kw:antiquity(1)
SF0173	2	72	1,2,4,5,6,7	kw:name | kw:language | theme:ritual_belief/religion_worship	س م و → ء ل ه → ر ب ب → ع ب د → ص ر ط → غ ي ر → ض ل ل	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:name(2); kw:language(2); theme:ritual_belief/religion_worship(2); kw:dominion(1); kw:invocation(1); kw:misguidance(1); kw:address(1); kw:appellation(1); kw:semiotics(1); kw:oath(1); kw:indemnity(1); kw:swallowing(1); kw:stoutness(1); kw:restitution(1); kw:antiquity(1); kw:routine(1)
SF0174	2	72	1,2,3,4,6,7	kw:religion | theme:ritual_belief/religion_worship | kw:theology | kw:devotion | kw:worship | kw:navigation | kw:authority | theme:law_governance/politics_order	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:religion(3); theme:ritual_belief/religion_worship(3); kw:theology(2); kw:devotion(2); kw:worship(2); kw:navigation(2); kw:authority(2); theme:law_governance/politics_order(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:hawk(1); kw:falcon(1); kw:syrup(1)
SF0175	2	72	1,2,3,4,6,7	theme:ritual_belief/belief_revelation | kw:theology | kw:guidance | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:direction | kw:religion	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ه د ي → ص ر ط	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/belief_revelation(3); kw:theology(2); kw:guidance(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:direction(2); kw:religion(2); kw:authority(2); theme:law_governance/politics_order(2); theme:ritual_belief/ritual(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:hawk(1); kw:falcon(1)
SF0176	2	64	1,2,4,5,6,7	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/ritual | theme:land_water_sky/sky_astronomy	س م و → ء ل ه → ح م د → ي و م → د ي ن → ع و ن → ه د ي	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ع و ن:B001:الإعانة والمظاهرة | ه د ي:B002:جهة الأمر وسيرته وقصده	theme:ritual_belief/religion_worship(3); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/ritual(2); theme:land_water_sky/sky_astronomy(2); kw:gratitude(1); kw:adoration(1); kw:ceiling(1); kw:creed(1); kw:sunrise(1); kw:daytime(1); kw:overhead(1); kw:regret(1); kw:otherness(1); kw:difference(1)
SF0177	2	64	1,2,3,6,7	theme:ritual_belief/belief_revelation | kw:guidance | kw:direction | theme:ritual_belief/religion_worship	س م و → ء ل ه → ح م د → ر ب ب → ر ح م → ه د ي → ص ر ط	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/belief_revelation(3); kw:guidance(2); kw:direction(2); theme:ritual_belief/religion_worship(2); kw:gratitude(1); kw:adoration(1); kw:ceiling(1); kw:overhead(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:canopy(1); kw:compassion(1); kw:straightness(1); kw:thousand(1); kw:heraldry(1)
SF0178	2	64	1,2,3,6,7	theme:ritual_belief/religion_worship | theme:ritual_belief/belief_revelation | kw:guidance | kw:direction | kw:religion | kw:navigation	ء ل ه → ح م د → ر ب ب → ر ح م → ه د ي → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(3); theme:ritual_belief/belief_revelation(3); kw:guidance(2); kw:direction(2); kw:religion(2); kw:navigation(2); kw:gratitude(1); kw:adoration(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:misguidance(1); kw:compassion(1); kw:straightness(1); kw:thousand(1); kw:heraldry(1)
SF0179	2	63	1,2,5,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:straightness | kw:devotion | kw:worship | kw:navigation | theme:law_governance/politics_order | theme:ritual_belief/belief_revelation	ر ح م → ح م د → ء ل ه → ع ب د → ق و م → ص ر ط → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(4); kw:religion(3); kw:straightness(2); kw:devotion(2); kw:worship(2); kw:navigation(2); theme:law_governance/politics_order(2); theme:ritual_belief/belief_revelation(2); theme:cognition_perception/proof_uncertainty(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:submission(1); kw:adoration(1); kw:monotheism(1); kw:rectitude(1); kw:deity(1)
SF0180	2	48	1,2,4,5,6,7	theme:ritual_belief/religion_worship | theme:land_water_sky/sky_astronomy	س م و → ء ل ه → ح م د → ي و م → د ي ن → ع و ن → ص ر ط	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B005:العادة والشأن | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة	theme:ritual_belief/religion_worship(2); theme:land_water_sky/sky_astronomy(2); kw:gratitude(1); kw:adoration(1); kw:ceiling(1); kw:sunrise(1); kw:daytime(1); kw:overhead(1); kw:deity(1); kw:sunset(1); kw:canopy(1); kw:routine(1); kw:custom(1); kw:campaign(1); kw:advocacy(1); kw:antiquity(1)
SF0181	2	42	1,2,4,5,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:navigation | theme:law_governance/politics_order	ر ح م → ح م د → ء ل ه → ع ل م → د ي ن → ص ر ط → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(3); kw:religion(2); kw:navigation(2); theme:law_governance/politics_order(2); kw:gratitude(1); kw:adoration(1); kw:hawk(1); kw:falcon(1); kw:deity(1); kw:raptor(1); kw:misguidance(1); kw:routine(1); kw:family(1); kw:paving(1); kw:taming(1); kw:smoothing(1)
SF0182	2	40	1,2,4,5,6,7	kw:religion | theme:ritual_belief/religion_worship | kw:guidance | kw:devotion | kw:worship | kw:direction | kw:navigation | theme:ritual_belief/belief_revelation	س م و → ء ل ه → د ي ن → ع ب د → ه د ي → ص ر ط → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:religion(3); theme:ritual_belief/religion_worship(3); kw:guidance(2); kw:devotion(2); kw:worship(2); kw:direction(2); kw:navigation(2); theme:ritual_belief/belief_revelation(2); theme:ritual_belief/ritual(2); theme:craft_material_built/architecture_construction(2); kw:adoration(1); kw:creed(1); kw:grammar(1); kw:duration(1); kw:ceiling(1); kw:paving(1)
