rank	path_family_id	family_score	label_hint	members	ayahs	roots	core_branches	optional_branches	representative_path_id	construction_paths
11	PF0011	0.5131	travel / fatigue / stopping / inability	6	1,2,5,6,7	ء ل ه ر ب ب س م و ع ب د ع ل م ع و ن ق و م ن ع م ه د ي	ع ب د:B011@5:العطب والانقطاع | ق و م:B016@6:جمود ووقوف وكلال | ن ع م:B012@7:المشي على القدم وابتذالها | ه د ي:B008@6:مشي التهادي مع الاعتماد والتمايل	ء ل ه:B001@1,2:التعبد والمعبود | ر ب ب:B008@2:رباب السحاب | ر ب ب:B013@2:ماء رَبَب كثير | س م و:B004@1:السماء وما علا فأظل | س م و:B006@1:الخروج للصيد | ع ل م:B004@2:شق ظاهر في الشفة العليا | ع و ن:B005@5:استواء الخلقة وتلاحق القوة | ه د ي:B005@6:الهدي المهدى إلى الحرم	P1339	P1339[ع ب د:B011→ق و م:B016 ; ق و م:B016→ن ع م:B012 ; ه د ي:B008→ن ع م:B012 ; ع و ن:B005→ه د ي:B008 ; ء ل ه:B001→ع ب د:B011] | P1949[س م و:B004→ر ب ب:B008 ; س م و:B004→ق و م:B016 ; ع ب د:B011→ق و م:B016 ; ق و م:B016→ن ع م:B012 ; ه د ي:B008→ن ع م:B012] | P1961[ه د ي:B005→ن ع م:B012 ; ق و م:B016→ن ع م:B012 ; ع ب د:B011→ق و م:B016 ; ء ل ه:B001→ع ب د:B011] | P2006[ع ل م:B004→ع ب د:B011 ; ع ب د:B011→ق و م:B016 ; ق و م:B016→ن ع م:B012 ; ه د ي:B008→ن ع م:B012]
12	PF0012	0.5131	water / resource / hydrology / abundance	4	2,4,6,7	ر ب ب ض ل ل ع ل م غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي	ر ب ب:B013@2:ماء رَبَب كثير | ع ل م:B005@2:ماء كثير مجتمع في عيلم | ق و م:B004@6:رعاية وحفظ وولاية | م ل ك:B007@4:الماء مَلَك الأمر	ض ل ل:B001@7:الضلال عن الهدى والقصد | غ ض ب:B005@7:غلظ الجسم وشدة الحمرة | غ ي ر:B001@7:الصلاح والمنفعة بالميرة والسقي والإصلاح | ق و م:B006@6:مقام وإقامة في موضع | ن ع م:B011@7:موافقة المكان وطيب المقام | ه د ي:B001@6:دلالة بلطف إلى الطريق والحق | ه د ي:B009@6:الهداء البليد الضعيف	P2325	P2325[ر ب ب:B013→ع ل م:B005 ; ع ل م:B005→م ل ك:B007 ; م ل ك:B007→ق و م:B004 ; ق و م:B004→غ ي ر:B001] | P1852[م ل ك:B007→ق و م:B004 ; ه د ي:B001→ق و م:B004 ; ه د ي:B001→ض ل ل:B001 ; ع ل م:B005→م ل ك:B007 ; ر ب ب:B013→ع ل م:B005] | P2281[م ل ك:B007→ن ع م:B011 ; ق و م:B006→ن ع م:B011 ; ع ل م:B005→م ل ك:B007 ; ر ب ب:B013→ع ل م:B005] | P2395[ر ب ب:B013→ع ل م:B005 ; ع ل م:B005→غ ض ب:B005 ; ه د ي:B009→غ ض ب:B005 ; ع ل م:B005→م ل ك:B007]
13	PF0013	0.5043	praise / captain / pilot / sailor	29	1,2,3,4,5,6,7	ر ب ب ر ح م س م و ص ر ط ض ل ل ع ب د ع ل م ع و ن غ ي ر ق و م م ل ك ن ع م ه د ي	ر ب ب:B017@2:رباني الملاحين | س م و:B008@1:الصيت الحسن المنتشر | ع ب د:B012@5:صَلاءة الطيب | ع و ن:B004@5:النخلة العَوانة القديمة | ق و م:B002@6:انتصاب وقيام بالبدن | م ل ك:B008@4:المتقدم القائد في الحيوان	ر ح م:B003@1,3:رَحِم الأنثى | ن ع م:B006@7:النعام والنعامة الطائر | ه د ي:B004@6:بعثة لطف وهدية إلى ذي مودة | ه د ي:B010@6:هدي السكون وحسن الهيئة	P0683	P0683[ه د ي:B005→ن ع م:B012 ; س م و:B008→ن ع م:B012 ; س م و:B008→ع ب د:B012 ; ع ب د:B012→ع و ن:B004 ; ر ب ب:B017→ع ب د:B012 ; ر ب ب:B017→م ل ك:B008 ; م ل ك:B008→ق و م:B002 ; ر ح م:B003→ق و م:B002] | P0168[ر ح م:B004→ق و م:B020 ; م ل ك:B008→ق و م:B020 ; ر ب ب:B017→م ل ك:B008 ; ر ب ب:B017→ع ب د:B012 ; ع ب د:B012→ع و ن:B004 ; ق و م:B020→غ ي ر:B002 ; ه د ي:B007→غ ي ر:B002 ; ع و ن:B004→ص ر ط:B003] | P0407[س م و:B008→ه د ي:B002 ; س م و:B008→ن ع م:B001 ; ر ح م:B001→ن ع م:B001 ; س م و:B008→ع ب د:B012 ; ع ب د:B012→ع و ن:B004 ; ه د ي:B002→ق و م:B004 ; ر ب ب:B017→ع ب د:B012 ; ر ب ب:B017→م ل ك:B008 ; ر ح م:B001→ع ل م:B002] | P0063[ر ح م:B003→ن ع م:B006 ; ر ح م:B003→ق و م:B002 ; م ل ك:B008→ق و م:B002 ; ر ب ب:B017→م ل ك:B008 ; ر ب ب:B017→ع ب د:B012 ; ع ب د:B012→ع و ن:B004 ; ع ل م:B006→ن ع م:B006 ; س م و:B008→ع ب د:B012 ; س م و:B008→ه د ي:B010]
14	PF0014	0.497	dominion / governance / hierarchy / kingship	17	1,2,3,4,5,6,7	ء ل ه د ي ن ر ب ب ر ح م س م و ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي	ء ل ه:B002@1,2:اسم الله في القسم والنداء | ر ب ب:B001@2:ربوبية وملك وسيادة | م ل ك:B003@4:المُلك والسلطان	د ي ن:B004@4:الإذلال والملك | س م و:B005@1:الاسم تنويه ودلالة | ع ب د:B001@5:الرق والملك | ق و م:B004@6:رعاية وحفظ وولاية | ه د ي:B002@6:جهة الأمر وسيرته وقصده	P1638	P1638[س م و:B004→ء ل ه:B002 ; ء ل ه:B002→ر ب ب:B001 ; ر ب ب:B001→م ل ك:B003 ; م ل ك:B003→ع ب د:B001 ; م ل ك:B003→ق و م:B004] | P0130[س م و:B008→ه د ي:B002 ; س م و:B008→ن ع م:B001 ; ر ح م:B001→ن ع م:B001 ; س م و:B008→ع ب د:B012 ; ع ب د:B012→ع و ن:B004 ; ه د ي:B002→ق و م:B004 ; م ل ك:B003→ق و م:B004 ; ر ب ب:B001→م ل ك:B003 ; ء ل ه:B002→ر ب ب:B001] | P0179[س م و:B005→ء ل ه:B002 ; ء ل ه:B002→ر ب ب:B001 ; ر ب ب:B001→م ل ك:B003 ; م ل ك:B003→ع ب د:B001 ; م ل ك:B003→ق و م:B004 ; ه د ي:B002→ق و م:B004 ; د ي ن:B004→ع ب د:B001 ; ق و م:B004→غ ي ر:B001] | P1113[س م و:B005→ن ع م:B012 ; ه د ي:B008→ن ع م:B012 ; س م و:B005→ء ل ه:B002 ; ء ل ه:B002→ر ب ب:B001 ; ر ب ب:B001→م ل ك:B003 ; م ل ك:B003→ع ب د:B001]
15	PF0015	0.497	animal_life/wildlife / bird / body_health_life/reproduction_birth / uterus	6	1,2,3,5,7	ر ب ب ر ح م س م و ع ب د ع ل م ع و ن غ ض ب ن ع م	ر ح م:B003@1,3:رَحِم الأنثى | ع ل م:B006@2:طائر جارح يسمى العلام | ن ع م:B006@7:النعام والنعامة الطائر	ر ب ب:B005@2:ربيب وربيبة ورابة | ر ب ب:B008@2:رباب السحاب | ر ب ب:B010@2:ربابة تجمع القداح | ر ب ب:B014@2:رَبْرَب قطيع | س م و:B004@1:السماء وما علا فأظل | ع ب د:B008@5:الأنفة والغضب | ع ب د:B012@5:صَلاءة الطيب | ع و ن:B004@5:النخلة العَوانة القديمة | ع و ن:B006@5:العانة قطيع الحمر | غ ض ب:B006@7:تورم العين وما حولها | غ ض ب:B008@7:جلد صلب أو مطوي كدرقة	P0354	P0354[ر ح م:B003→ر ب ب:B005 ; ر ح م:B003→ن ع م:B006 ; ع ل م:B006→ن ع م:B006] | P1991[ر ح م:B003→ن ع م:B006 ; ر ح م:B003→غ ض ب:B006 ; ع ل م:B006→ن ع م:B006 ; ع ب د:B008→غ ض ب:B006] | P2018[ر ب ب:B014→ع ل م:B006 ; ر ب ب:B014→ع و ن:B006 ; ع ل م:B006→ن ع م:B006 ; ر ح م:B003→ن ع م:B006] | P2049[ع و ن:B004→ن ع م:B006 ; ر ح م:B003→ن ع م:B006 ; ع ب د:B012→ع و ن:B004 ; ع ل م:B006→ن ع م:B006]
16	PF0016	0.4931	divinity / pity / welfare / compassion	6	1,2,3,7	ح م د ر ب ب ر ح م غ ي ر ن ع م	ر ح م:B001@1,3:الرَّحْمَة والرقة | ن ع م:B001@7:حسن الحال والنعمة	ح م د:B005@2:يتحمد بالمنة | ر ب ب:B002@2:إصلاح وتربية وإتمام | ر ب ب:B005@2:ربيب وربيبة ورابة | ر ب ب:B015@2:حرف رب وربما | ر ب ب:B016@2:رُبَى حاجة وعقدة ونعمة | غ ي ر:B005@7:السوى والخلاف والاستثناء والنفي	P3014	P3014[ر ح م:B001→ر ب ب:B005 ; ر ح م:B001→ن ع م:B001] | P0028[ر ح م:B001→ن ع م:B001 ; ر ب ب:B002→ن ع م:B001] | P0265[ر ح م:B001→ن ع م:B001 ; ر ب ب:B016→ن ع م:B001] | P1809[ر ح م:B001→ن ع م:B001 ; ر ح م:B001→ر ب ب:B015]
17	PF0017	0.4926	duration / pillar / routine / span	4	1,2,4,5,6,7	ء ل ه ح م د د ي ن ع ب د غ ي ر ق و م م ل ك ي و م	د ي ن:B005@4:العادة والشأن | ق و م:B009@6:قوام وعماد ومعاش | ي و م:B002@4:مدة من الزمان	ء ل ه:B001@1,2:التعبد والمعبود | ح م د:B004@2:حماداك الغاية المحمودة | ع ب د:B001@5:الرق والملك | ع ب د:B004@5:التعبيد والاستعباد | غ ي ر:B005@7:السوى والخلاف والاستثناء والنفي | م ل ك:B002@4:المِلْك والتصرف | م ل ك:B005@4:مِلاك الأمر وعِماده	P2859	P2859[ي و م:B002→د ي ن:B005 ; د ي ن:B005→ق و م:B009 ; ق و م:B009→غ ي ر:B005] | P2200[د ي ن:B005→ق و م:B009 ; م ل ك:B002→ق و م:B009 ; م ل ك:B002→ع ب د:B001 ; ي و م:B002→د ي ن:B005] | P2253[د ي ن:B005→ق و م:B009 ; ع ب د:B004→ق و م:B009 ; ء ل ه:B001→ع ب د:B004 ; ي و م:B002→د ي ن:B005] | P2333[ي و م:B002→د ي ن:B005 ; د ي ن:B005→ق و م:B009 ; م ل ك:B005→ق و م:B009 ; ح م د:B004→م ل ك:B005]
18	PF0018	0.4921	otherness / substitution / difference / bearing	11	1,2,3,4,5,6,7	ح م د ر ب ب ر ح م س م و ع ب د ع ل م غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي	ع ب د:B009@5:قلة اللبث وسرعة العدو | غ ي ر:B005@7:السوى والخلاف والاستثناء والنفي | ق و م:B007@6:نيابة وقيام مقام غيره | ه د ي:B010@6:هدي السكون وحسن الهيئة	ر ب ب:B007@2:لزوم وإقامة ودوام | س م و:B007@1:المساماة والمباراة | س م و:B008@1:الصيت الحسن المنتشر | ق و م:B009@6:قوام وعماد ومعاش | م ل ك:B005@4:مِلاك الأمر وعِماده	P1637	P1637[ق و م:B007→غ ي ر:B005 ; ع ب د:B009→غ ي ر:B005 ; ع ب د:B009→ه د ي:B010 ; س م و:B008→ه د ي:B010 ; ر ب ب:B015→ه د ي:B010] | P0982[ق و م:B007→غ ي ر:B005 ; ع ب د:B009→غ ي ر:B005 ; ع ب د:B009→ه د ي:B010 ; ر ب ب:B007→ق و م:B007 ; س م و:B007→غ ي ر:B005 ; س م و:B007→غ ض ب:B003 ; م ل ك:B005→غ ض ب:B003] | P0984[ر ب ب:B013→ع ل م:B005 ; ع ل م:B005→م ل ك:B007 ; م ل ك:B007→ق و م:B009 ; ق و م:B009→غ ي ر:B005 ; ع ب د:B009→غ ي ر:B005 ; ع ب د:B009→ه د ي:B010 ; س م و:B008→ه د ي:B010] | P0990[ق و م:B007→غ ي ر:B005 ; ع ب د:B009→غ ي ر:B005 ; ع ب د:B009→ه د ي:B010 ; س م و:B008→ه د ي:B010 ; ق و م:B007→ن ع م:B011 ; ر ب ب:B007→ق و م:B007 ; ح م د:B002→ن ع م:B011]
19	PF0019	0.4833	judgment / present / resurrection / offering	40	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م س م و ص ر ط ع ب د ع ل م ع و ن غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	ر ح م:B001@1,3:الرَّحْمَة والرقة | ع ب د:B012@5:صَلاءة الطيب | ق و م:B013@6:قيامة وبعث وقيام الساعة | ه د ي:B004@6:بعثة لطف وهدية إلى ذي مودة | ي و م:B003@4:كائنة اليوم وشدته	ر ب ب:B016@2:رُبَى حاجة وعقدة ونعمة | ر ب ب:B017@2:رباني الملاحين | س م و:B008@1:الصيت الحسن المنتشر | ع ل م:B002@2:أثر يميز الشيء ويهدي إليه | ع و ن:B004@5:النخلة العَوانة القديمة | ن ع م:B001@7:حسن الحال والنعمة	P1555	P1555[ي و م:B003→ق و م:B013 ; ه د ي:B004→ق و م:B013 ; ع ب د:B012→ه د ي:B004 ; س م و:B008→ع ب د:B012 ; س م و:B008→ن ع م:B012] | P0142[ي و م:B003→ق و م:B013 ; ه د ي:B004→ق و م:B013 ; ي و م:B003→ن ع م:B003 ; ر ب ب:B015→ن ع م:B003 ; ع ب د:B012→ه د ي:B004 ; ر ح م:B001→ر ب ب:B015 ; ر ح م:B001→ع ل م:B002 ; س م و:B001→ع ل م:B002 ; ع ب د:B012→ع و ن:B004] | P0540[ي و م:B003→ق و م:B013 ; ه د ي:B004→ق و م:B013 ; ع ب د:B012→ه د ي:B004 ; ر ب ب:B017→ع ب د:B012 ; س م و:B003→ع ب د:B012 ; س م و:B003→ن ع م:B008 ; ع ب د:B012→ع و ن:B004 ; د ي ن:B002→ق و م:B013 ; د ي ن:B002→غ ي ر:B002] | P0456[ي و م:B003→ق و م:B013 ; ه د ي:B004→ق و م:B013 ; ع ب د:B012→ه د ي:B004 ; ع ب د:B012→ع و ن:B004 ; س م و:B008→ع ب د:B012 ; ي و م:B003→ن ع م:B002 ; ر ب ب:B006→ن ع م:B002 ; ر ب ب:B006→غ ي ر:B001 ; ر ح م:B004→ر ب ب:B006]
20	PF0020	0.4825	gambling / family / hide / tool	11	1,2,3,4,5,6,7	ء ل ه د ي ن ر ب ب ر ح م س م و ع ب د ع و ن غ ض ب ق و م م ل ك ن ع م ه د ي	ر ب ب:B010@2:ربابة تجمع القداح | ر ح م:B002@1,3:الرَّحِم والقرابة | ق و م:B012@6:آلة قائمة وجزء قائم | ن ع م:B007@7:ما سمي نعامة تشبيها بالهيئة	ر ح م:B003@1,3:رَحِم الأنثى | س م و:B006@1:الخروج للصيد | ع و ن:B008@5:النسبة إلى عانة | غ ض ب:B008@7:جلد صلب أو مطوي كدرقة | ق و م:B020@6:قوام في قوائم الشاة	P1204	P1204[ر ح م:B002→ر ب ب:B010 ; ر ب ب:B010→ن ع م:B007 ; ق و م:B012→ن ع م:B007 ; ر ح م:B002→ع و ن:B008] | P0737[ق و م:B012→ن ع م:B007 ; ر ب ب:B010→ن ع م:B007 ; ر ح م:B002→ر ب ب:B010 ; ر ب ب:B010→غ ض ب:B008 ; س م و:B006→ق و م:B012 ; ع ب د:B008→غ ض ب:B008 ; ء ل ه:B001→ع ب د:B008 ; ء ل ه:B001→د ي ن:B001 ; ر ح م:B002→ع و ن:B008] | P0616[ق و م:B012→ن ع م:B007 ; ر ب ب:B010→ن ع م:B007 ; ر ح م:B002→ر ب ب:B010 ; س م و:B006→ق و م:B012 ; س م و:B006→ه د ي:B003 ; م ل ك:B008→ه د ي:B003 ; ر ح م:B002→ع و ن:B008 ; ر ب ب:B010→غ ض ب:B008] | P0925[ر ب ب:B010→ن ع م:B007 ; ق و م:B012→ن ع م:B007 ; ر ح م:B002→ر ب ب:B010 ; ر ب ب:B010→غ ض ب:B008 ; ع ب د:B005→غ ض ب:B008 ; د ي ن:B004→ع ب د:B005 ; س م و:B006→ق و م:B012]
21	PF0021	0.4784	family / commitment / relative / mainstay	63	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م س م و ص ر ط ض ل ل ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	ر ح م:B002@1,3:الرَّحِم والقرابة | ع و ن:B008@5:النسبة إلى عانة | ق و م:B003@6:عزم ونهوض إلى الأمر | م ل ك:B005@4:مِلاك الأمر وعِماده	ر ب ب:B005@2:ربيب وربيبة ورابة | ر ب ب:B008@2:رباب السحاب | ر ب ب:B010@2:ربابة تجمع القداح | س م و:B004@1:السماء وما علا فأظل | غ ض ب:B003@7:المراغمة والمخالفة | ق و م:B002@6:انتصاب وقيام بالبدن | ن ع م:B010@7:زاد وأنعم في الفعل	P1393	P1393[ر ح م:B002→ر ب ب:B012 ; ر ح م:B002→ع و ن:B008 ; ع و ن:B008→ق و م:B003 ; م ل ك:B005→ق و م:B003 ; ق و م:B003→ن ع م:B010] | P0134[م ل ك:B005→غ ض ب:B003 ; س م و:B007→غ ض ب:B003 ; م ل ك:B005→ق و م:B003 ; ع و ن:B008→ق و م:B003 ; ر ح م:B002→ع و ن:B008 ; ر ح م:B002→ر ب ب:B005 ; غ ض ب:B003→ض ل ل:B004 ; غ ي ر:B003→ض ل ل:B004 ; ص ر ط:B002→ض ل ل:B004] | P0269[ح م د:B004→م ل ك:B005 ; م ل ك:B005→ق و م:B003 ; ع و ن:B008→ق و م:B003 ; ر ح م:B002→ع و ن:B008 ; ر ح م:B002→ر ب ب:B010 ; ر ب ب:B010→غ ض ب:B008 ; ح م د:B004→ع ب د:B003 ; د ي ن:B001→ع ب د:B003 ; ء ل ه:B001→ع ب د:B003] | P1085[ر ب ب:B008→ن ع م:B007 ; ق و م:B012→ن ع م:B007 ; ر ح م:B002→ر ب ب:B008 ; ر ح م:B002→ع و ن:B008 ; د ي ن:B005→ع و ن:B008 ; ي و م:B002→د ي ن:B005 ; س م و:B006→ق و م:B012]
22	PF0022	0.4727	blessing / kinship_society/hospitality_welfare / benefaction / welfare	201	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م س م و ص ر ط ض ل ل ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	ر ب ب:B016@2:رُبَى حاجة وعقدة ونعمة | ر ح م:B001@1,3:الرَّحْمَة والرقة | ع ب د:B007@5:القوة والصلابة	ح م د:B005@2:يتحمد بالمنة | ع ل م:B002@2:أثر يميز الشيء ويهدي إليه | غ ض ب:B007@7:العبوس والضجر والعظم في وصف الحيوان أو الشخص | م ل ك:B001@4:قوة الشيء وتماسكه | م ل ك:B005@4:مِلاك الأمر وعِماده | ن ع م:B001@7:حسن الحال والنعمة	P0016	P0016[ر ح م:B001→ن ع م:B001 ; ر ب ب:B016→ن ع م:B001 ; ر ب ب:B016→ع ب د:B007 ; ع ب د:B007→ع و ن:B005 ; ع و ن:B005→ه د ي:B008 ; ع ب د:B007→غ ض ب:B007 ; م ل ك:B001→ع ب د:B007 ; ح م د:B005→ر ب ب:B016] | P0261[ق و م:B009→ن ع م:B002 ; م ل ك:B005→ق و م:B009 ; ح م د:B004→م ل ك:B005 ; ح م د:B004→ع ب د:B003 ; د ي ن:B001→ع ب د:B003 ; ر ب ب:B016→ن ع م:B002 ; ر ح م:B001→ر ب ب:B016 ; ر ح م:B001→ع ل م:B002 ; س م و:B001→ع ل م:B002] | P0096[م ل ك:B001→غ ض ب:B004 ; م ل ك:B001→ع ب د:B007 ; ع ب د:B007→ع و ن:B005 ; ر ح م:B004→ع و ن:B005 ; ر ح م:B004→ق و م:B020 ; ع و ن:B005→ه د ي:B008 ; ه د ي:B008→ن ع م:B012 ; ر ح م:B004→ر ب ب:B006 ; ر ب ب:B006→غ ي ر:B001] | P0138[ح م د:B005→ع ب د:B011 ; ح م د:B005→ر ب ب:B016 ; ر ب ب:B016→ن ع م:B001 ; ر ح م:B001→ن ع م:B001 ; ع ب د:B011→ق و م:B016 ; م ل ك:B008→ق و م:B016 ; ع ل م:B004→ع ب د:B011 ; ع ل م:B004→غ ي ر:B004 ; ه د ي:B006→غ ي ر:B004]
23	PF0023	0.471	honor / solace / village / family	12	1,2,3,4,5,6,7	ح م د د ي ن ر ب ب ر ح م س م و ع ب د ع و ن غ ض ب ق و م ن ع م ي و م	ر ح م:B002@1,3:الرَّحِم والقرابة | ع و ن:B008@5:النسبة إلى عانة | ن ع م:B013@7:نعم الله بك عينا وقرة العين	ح م د:B001@2:الحمد خلاف الذم | ر ب ب:B005@2:ربيب وربيبة ورابة | ر ب ب:B008@2:رباب السحاب | ر ب ب:B010@2:ربابة تجمع القداح | س م و:B004@1:السماء وما علا فأظل | ع ب د:B010@5:التفرق في الوجوه | غ ض ب:B008@7:جلد صلب أو مطوي كدرقة | ق و م:B019@6:وجع قائم بالعضو | ق و م:B021@6:عين قائمة ذاهبة البصر	P2344	P2344[ر ح م:B002→ع و ن:B008 ; ع و ن:B008→ن ع م:B013 ; ق و م:B021→ن ع م:B013] | P1064[ق و م:B019→ن ع م:B013 ; ع و ن:B008→ن ع م:B013 ; ر ح م:B002→ع و ن:B008 ; ر ح م:B002→ر ب ب:B005 ; د ي ن:B005→ع و ن:B008 ; ي و م:B002→د ي ن:B005 ; ح م د:B001→ن ع م:B013] | P1059[ر ح م:B002→ر ب ب:B010 ; ر ح م:B002→ع و ن:B008 ; ع و ن:B008→ن ع م:B013 ; ق و م:B021→ن ع م:B013 ; ر ب ب:B010→غ ض ب:B008 ; ع ب د:B010→ق و م:B021] | P1164[ر ح م:B002→ر ب ب:B008 ; ر ح م:B002→ع و ن:B008 ; ع و ن:B008→ن ع م:B013 ; ق و م:B021→ن ع م:B013 ; س م و:B004→ر ب ب:B008 ; ع ب د:B010→ق و م:B021]
24	PF0024	0.4701	disease / dullard / torpor / stance	66	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م س م و ص ر ط ض ل ل ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	ر ح م:B004@1,3:وجع الرَّحِم بعد الولادة | غ ض ب:B005@7:غلظ الجسم وشدة الحمرة | ق و م:B020@6:قوام في قوائم الشاة | ه د ي:B009@6:الهداء البليد الضعيف	ر ب ب:B009@2:شاة رُبّى وحداثة | ع ب د:B010@5:التفرق في الوجوه | ع و ن:B006@5:العانة قطيع الحمر | م ل ك:B008@4:المتقدم القائد في الحيوان	P0888	P0888[ع ب د:B010→ه د ي:B009 ; ه د ي:B009→ق و م:B020 ; ر ح م:B004→ق و م:B020 ; ر ح م:B004→ر ب ب:B009 ; ه د ي:B009→غ ض ب:B005 ; م ل ك:B008→ق و م:B020 ; ح م د:B001→ع ب د:B010 ; ح م د:B001→ن ع م:B013] | P0201[ر ب ب:B014→ع و ن:B006 ; ع و ن:B006→غ ض ب:B005 ; ه د ي:B009→غ ض ب:B005 ; ه د ي:B009→ق و م:B020 ; ر ح م:B004→ق و م:B020 ; ر ب ب:B014→ع ب د:B005 ; د ي ن:B004→ع ب د:B005 ; غ ي ر:B004→غ ض ب:B005 ; ع ل م:B004→غ ي ر:B004] | P0060[ر ح م:B004→ق و م:B020 ; ه د ي:B009→ق و م:B020 ; ه د ي:B009→غ ض ب:B005 ; م ل ك:B008→ق و م:B020 ; ر ب ب:B017→م ل ك:B008 ; ر ب ب:B017→ع ب د:B012 ; ع ب د:B012→ع و ن:B004 ; س م و:B008→ع ب د:B012 ; ع و ن:B004→ص ر ط:B003] | P0266[ر ب ب:B014→ع و ن:B006 ; ع و ن:B006→غ ض ب:B005 ; ه د ي:B009→غ ض ب:B005 ; ه د ي:B009→ق و م:B020 ; ر ح م:B004→ق و م:B020 ; د ي ن:B001→ع و ن:B006 ; د ي ن:B001→ع ب د:B003 ; ء ل ه:B001→ع ب د:B003 ; ح م د:B004→ع ب د:B003]
25	PF0025	0.4676	property / ownership / hierarchy / chattel	33	1,2,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب س م و ص ر ط ض ل ل ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	ء ل ه:B002@1,2:اسم الله في القسم والنداء | ر ب ب:B001@2:ربوبية وملك وسيادة | ع ب د:B001@5:الرق والملك | م ل ك:B002@4:المِلْك والتصرف	د ي ن:B004@4:الإذلال والملك | س م و:B005@1:الاسم تنويه ودلالة | ق و م:B009@6:قوام وعماد ومعاش	P1282	P1282[ء ل ه:B002→ر ب ب:B001 ; ر ب ب:B001→م ل ك:B002 ; م ل ك:B002→ع ب د:B001 ; د ي ن:B004→ع ب د:B001 ; د ي ن:B004→ق و م:B015] | P0289[ء ل ه:B002→ر ب ب:B001 ; ر ب ب:B001→م ل ك:B002 ; م ل ك:B002→ع ب د:B001 ; م ل ك:B002→ق و م:B009 ; د ي ن:B002→ق و م:B009 ; د ي ن:B002→غ ي ر:B002 ; ه د ي:B007→غ ي ر:B002 ; ي و م:B002→د ي ن:B002 ; س م و:B005→ء ل ه:B002] | P0326[س م و:B005→ء ل ه:B002 ; ء ل ه:B002→ر ب ب:B001 ; ر ب ب:B001→م ل ك:B002 ; م ل ك:B002→ع ب د:B001 ; م ل ك:B002→ق و م:B004 ; ه د ي:B002→ق و م:B004 ; ر ب ب:B001→ض ل ل:B005 ; ن ع م:B005→ض ل ل:B005 ; د ي ن:B004→ع ب د:B001] | P0532[س م و:B005→ء ل ه:B002 ; ء ل ه:B002→ر ب ب:B001 ; ر ب ب:B001→م ل ك:B002 ; م ل ك:B002→ع ب د:B001 ; س م و:B005→ق و م:B003 ; د ي ن:B004→ع ب د:B001 ; ع و ن:B001→ق و م:B003 ; ع و ن:B001→غ ض ب:B003 ; ق و م:B003→ن ع م:B010]
26	PF0026	0.4661	body_health_life/reproduction_birth / ewe / freshness / stoutness	5	1,2,3,4,5,6,7	د ي ن ر ب ب ر ح م ع ب د غ ض ب ق و م م ل ك ه د ي	ر ب ب:B009@2:شاة رُبّى وحداثة | ر ح م:B004@1,3:وجع الرَّحِم بعد الولادة | ع ب د:B007@5:القوة والصلابة	د ي ن:B001@4:الطاعة والانقياد | ر ح م:B003@1,3:رَحِم الأنثى | ع ب د:B003@5:العبادة والطاعة الخاضعة | غ ض ب:B007@7:العبوس والضجر والعظم في وصف الحيوان أو الشخص | ق و م:B020@6:قوام في قوائم الشاة | م ل ك:B001@4:قوة الشيء وتماسكه | ه د ي:B003@6:المتقدم الهادي وأوائل الشيء	P1323	P1323[ر ح م:B004→ق و م:B020 ; ر ح م:B004→ر ب ب:B009 ; ر ب ب:B009→ع ب د:B007 ; ع ب د:B007→غ ض ب:B007] | P2669[ر ب ب:B009→د ي ن:B001 ; د ي ن:B001→ع ب د:B003 ; ر ح م:B004→ر ب ب:B009] | P2750[ر ب ب:B009→ه د ي:B003 ; ر ب ب:B009→ع ب د:B007 ; ع ب د:B007→غ ض ب:B007] | P2796[ر ح م:B004→ر ب ب:B009 ; ر ب ب:B009→ع ب د:B007 ; م ل ك:B001→ع ب د:B007]
